sureh,ayeh,matn,processed matn
2,39,و[لی] کسانی که کافر شدند و آیات ما را تکذیب کردند، اهل دوزخند و جاودانه در آن خواهند بود.,کافر آیات تکذیب اهل دوزخند جاودانه خواست 
2,90,چه بد است آنچه که خویشتن را به آن فروختند، که از روی حسد، به آیاتی که خدا فرستاده بود، کافر شدند [و گفتند]: «چرا خداوند از فضل خویش بر هر کس از بندگانش که بخواهد، [آیاتش را] نازل می‌کند؟!» پس به قهر پی در پی الهی گرفتار شدند. و برای کافران، مجازاتی خوارکننده است.,بد خویشتن فروخت حسد آیات خدا فرستاده کافر گفت خداوند فضل کس بندگانش خواست آیات نازل می‌کند؟ قهر الهی گرفتار کافر مجازات خوارکننده 
2,242,این چنین خداوند آیات خود را برای شما بیان می‌کند، شاید که بیندیشید!,این‌چنین خداوند آیات بیندیشید 
2,252,اینها، آیات خداوند است که به حقّ بر تو می‌خوانیم و به راستی تو از فرستادگان الهی هستی.,اینها آیات خداوند حق خواند راستی فرستادگان الهی هستی 
3,7,او کسی است که این کتاب را بر تو نازل کرد. بخشی از آن، آیات محکم است که اصل و اساس کتاب را تشکیل می‌دهد و بخشی دیگر، آیات متشابه است. امّا کسانی که در دل‌هایشان انحراف است، به جهت ایجاد فتنه [و گمراه کردن مردم] و نیز به جهت تفسیر آیه به دلخواه خود، به سراغ آیات متشابه می‌روند، در حالی که تفسیر این آیات را جز خداوند و راسخان در علم نمی‌دانند. آنان که می‌گویند: «ما به آن ایمان آورده‌ایم، همه‌ی آیات از طرف پروردگار ماست، [خواه محکم باشد یا متشابه].» و جز خردمندان پند نگیرند.,کتاب نازل آیات محکم اصل اساس کتاب تشکیل آیات متشابه دل انحراف جهت ایجاد فتنه گمراه مردم جهت تفسیر آیه دلخواه سراغ آیات متشابه رفت تفسیر آیات خداوند راسخ علم دانست ایمان آورد همه آیات پروردگار ماست خواه محکم متشابه خردمندان پند گرفت 
3,108,اینها آیات خداوند است که ما آن را به حقّ بر تو می‌خوانیم. و خدا هیچ ستمی را بر جهانیان روا نمی‌دارد.,اینها آیات خداوند حق خواند خدا ستم جهانیان روا داشت 
3,113,اهل کتاب همه یکسان نیستند، طایفه‌ای از آنها [به طاعت خدا] ایستاده، آیات الهی را در دل شب تلاوت می‌کنند و سر به سجده می‌نهند.,اهل کتاب یکسان طایفه طاعت خدا ایستاده آیات الهی دل شب تلاوت سر سجده نهاد 
5,10,و کسانی که کافر شدند و آیات ما را تکذیب کردند، اهل دوزخند.,کافر آیات تکذیب اهل دوزخند 
5,86,و کسانی که کافر شدند و آیات ما را تکذیب کردند، آنان اهل دوزخند.,کافر آیات تکذیب اهل دوزخند 
6,33,البتّه ما می‌دانیم که آنچه می‌گویند، تو را اندوهناک می‌کند، [ولی غم مخور و بدان که] آنان [در واقع] تو را تکذیب نمی‌کنند، بلکه ستمگران، آیات خدا را انکار می‌کنند.,دانست اندوهناک غم مخور بدان واقع تکذیب کرد ستمگر آیات خدا انکار 
