sureh,ayeh,matn,processed matn
2,35,و گفتیم: «ای آدم! تو با همسرت در این باغ سکونت کن و از آن هر چه می‌خواهید به فراوانی و گوارایی بخورید، امّا به این درخت نزدیک نشوید که از ستمگران خواهید شد.»,گفت ای آدم همسر باغ سکونت کن خواست فراوانی گوارایی خورد درخت شد ستمگر خواست 
2,36,پس شیطان آن دو را به لغزش انداخت و آنان را از باغی که در آن بودند، بیرون کرد و [در این هنگام به آنها] گفتیم: «[از این جایگاه] فرود آیید! در حالی که دشمن یکدیگر خواهید بود و برای شما در زمین قرارگاه و تا وقتی معین بهره و برخورداری خواهد بود.»,شیطان لغزش انداخت باغی گفت جایگاه فرود آمد دشمن خواست زمین قرارگاه معین بهره برخورداری خواست 
2,48,و از روزی بترسید که کسی مجازات دیگری را نمی‌پذیرد و شفاعتی از کسی پذیرفته نمی‌شود و غرامتی از او قبول نخواهد شد، و [به هیچ صورت] یاری نخواهند شد.,روزید ترسید مجازات پذیرفت شفاعت پذیرفته غرامت قبول خواست صورت یاری خواست 
2,70,[بار دیگر به موسی] گفتند: «برای ما پروردگارت را بخوان تا بر ما روشن کند چگونه گاوی باشد؟ زیرا این گاو بر ما مشتبه شده و اگر خداوند بخواهد، [به شناخت آن] هدایت خواهیم شد.»,موسی گفت پروردگار بخوان روشن گاوی باشد؟ گاو مشتبه خداوند خواست شناخت هدایت خواست 
2,95,ولی آنها به سبب آنچه از [اعمال بد که از] پیش فرستاده‌اند، هرگز آرزوی مرگ نخواهند كرد و خداوند به حال ستمگران، آگاه است.,اعمال بد فرستاد هرگز آرزوی مرگ خواست خداوند ستمگر آگاه 
2,134,آنها امّتی بودند که درگذشتند، دستاورد آنها مربوط به خودشان و دستاورد شما نیز مربوط به خودتان است و شما از آنچه آنان انجام داده‌اند، بازخواست نخواهید شد.,امتی درگذشتند دستاورد خودشان دستاورد خودتان انجام داد بازخواست خواست 
2,142,به زودی مردم بی‌خرد خواهند گفت: «چه چیزی مسلمانان را از [بیت‌المقدّس] قبله‌ای که بر آن بودند، برگردانید؟» بگو: «مشرق و مغرب از آنِ خداست، هرکه را بخواهد به راه راست هدایت می‌کند.»,زودی مردم بی‌خرد خواست مسلمان بیت‌المقدس قبله برگردانید؟ بگو مشرق مغرب خداست هرکه خواست راست هدایت 
2,145,و [ای پیامبر!] اگر هرگونه آیه، [نشانه و دلیلی] برای [این گروه از] اهل کتاب بیاوری، از قبله‌ی تو پیروی نخواهند کرد، و تو نیز پیرو قبله‌ی آنان نیستی، [همان‌گونه که] هیچ‌یک از آنها، از قبله‌ی دیگری پیروی نخواهد کرد! و اگر پس از آنکه علم [وحی] به تو رسیده است، از هوس‌های آنان پیروی کنی، بی‌شک در آن صورت از ستمگران خواهی بود.,و پیامبر هرگونه آیه نشانه دلیلی گروه اهل کتاب بیاور قبله پیروی خواست پیرو قبله نیستی همان‌گونه هیچ‌یک قبله پیروی خواست علم وحی رسیده هوس پیروی کرد بی‌شک صورت ستمگر خواست 
2,281,و بترسید از روزی که در آن به پیشگاه خداوند بازگردانده می‌شوید و سپس به هر کس [جزای] آنچه را کسب کرده، بی‌کم و کاست داده می‌شود و به آنان ستمی نخواهد شد.,ترسید روزید پیشگاه خداوند بازگردانده شد کس جزا کسب بی‌کم کاست ستم خواست 
3,6,او کسی است که شما را آن‌گونه که می‌خواهد در رحم‌ها[ی مادران]، صورت می‌دهد. جز او که مقتدر حکیم است، معبودی نیست.,آن‌گونه خواست رحم مادران صورت مقتدر حکیم معبود 
