sureh,ayeh,matn,processed matn
3,11,[شیوه‌ی کفّار در انکار و تحریف حقایق،] مانند روش فرعونیان و کسانی است که پیش از آنها بودند. آیات ما را تکذیب کردند، پس خداوند آنها را به [کیفر] گناهانشان گرفت. و خدا سخت‌کیفر است.,شیوه کفار انکار تحریف حقایق فرعون آیات تکذیب خداوند کیفر گناهانشان خدا سخت‌کیفر 
3,87,آنان کیفرشان آن است که لعنت خدا و فرشتگان و عموم مردم بر آنان باشد.,کیفر لعنت خدا فرشتگ عموم مردم 
4,93,و هر کس مؤمنی را از روی عمد بکشد، کیفرش دوزخ است، همیشه در آن خواهد بود، و خداوند بر او خشم می‌گیرد و او را از رحمت خود دور می‌سازد و برای او عذابی بزرگ آماده ساخته است.,کس مؤمنی عمد کشت کیفر دوزخ خواست خداوند خشم رحمت ساخت عذاب آماده ساخته 
4,123,[کیفر و پاداش الهی،] به دلخواه شما [مسلمانان] و اهل کتاب نیست، هر کس بدی کند، مطابق آن کیفر داده می‌شود. و کسی را جز خداوند، برای خویش سرپرست و یاور نخواهد یافت.,کیفر پاداش الهی دلخواه مسلمان اهل کتاب کس بدی مطابق کیفر خداوند سرپرست یاور خواست 
4,169,مگر به راه دوزخ، كه برای همیشه در آن ماندگارند. و این [عذاب و كیفر] برای خدا آسان است.,مگر دوزخ ماندگارند عذاب کیفر خدا آسان 
5,38,دست مرد دزد و زن دزد را به کیفر عملی که انجام داده‌اند به عنوان یک مجازات الهی قطع کنید. و خداوند توانا و حکیم است.,دست مرد دزد زن دزد کیفر عملی انجام داد عنوان مجازات الهی قطع خداوند توانا حکیم 
5,71,آنها گمان کردند کیفر و آزمایشی [برایشان] نخواهد بود، پس [از دیدن حقایق] کور و [از شنیدن سخنان حق،] کر شدند. سپس خداوند [لطف خویش را بر آنان بازگرداند و] توبه‌شان را پذیرفت. دیگر بار بسیاری از آنان [از دیدن و شنیدن آیات الهی] کور و کر شدند. و خداوند به آنچه می‌کنند، بیناست.,گمان کیفر آزمایش برایشان خواست دیدن حقایق کور شنیدن سخنان حق کر خداوند لطف بازگرداند توبه پذیرفت دیدن شنیدن آیات الهی کور کر خداوند بیناس 
6,70,و کسانی که دین خود را به بازی و سرگرمی گرفتند و زندگی دنیا مغرورشان کرده است، آنان را رها کن. و به وسیله‌ی قرآن پندشان ده، تا مبادا به کیفر آنچه کسب کرده‌اند، به هلاکت افتند، در حالی که جز خدا هیچ یاور و شفیعی ندارند. و اگر [انسان در آن روز] هر گونه عوضی [برای کیفر] بپردازد، از او پذیرفته نمی‌شود. آنان کسانی هستند که به سزای آنچه کسب کرده‌اند به هلاکت افتادند. برای آنان شرابی از آب سوزان و عذابی دردناک به کیفر کفرشان خواهد بود.,دین بازی سرگرمی گرفت زندگی دنیا مغرور رها کن وسیله قرآن پند ده مبادا کیفر کسب کرد هلاکت افتاد خدا یاور شفیعی انسان روز عوضی کیفر پرداخت پذیرفته سزید کسب کرد هلاکت افتاد شرابی آب سوزان عذاب دردناک کیفر کفر خواست 
6,134,به راستی آنچه به شما وعده می‌دهند، آمدنی است و شما نمی‌توانید [خدا را] ناتوان سازید [و از کیفر و عدل او بگریزید].,راستی وعده آمدنی توانست خدا ناتوان ساخت کیفر عدل گریخت 
6,146,و بر یهودیان، هر حیوان ناخن‌دار، [حیواناتی که سم یکپارچه دارند] را حرام کردیم و از گاو و گوسفند، پیه و چربیشان را تحریم نمودیم؛ مگر چربی‌هایی که بر پشت اینها قرار دارد و یا در دو طرف پهلوهاست و یا آنها که با استخوان آمیخته است. این را به خاطر ظلم و ستمی که می‌کردند، به آنها کیفر دادیم و ما راست می‌گوییم.,یهود حیوان ناخن‌دار حیوانات سم یکپارچه حرام کرد گاو گوسفند پیه چرب تحریم نمودیم؛ مگر چربی اینها قرار پهلوهاست استخوان آمیخته خاطر ظلم ستم کیفر داد راست گفت 
7,152,آنها که گوساله را [معبود خود] انتخاب کردند، به زودی خشم پروردگار و ذلت در زندگی دنیا به آنها می‌رسد، و این چنین کسانی را که [بر خدا] افترا می‌بندند، کیفر می‌دهیم.,گوساله معبود انتخاب زودی خشم پروردگار ذلت زندگی دنیا این‌چنین خدا افترا بست کیفر داد 
8,14,آن است [کیفر ما در دنیا]، پس بچشید آن را و [بدانید] عذاب دوزخ برای کافران [مهیا] است.,کیفر دنیا چشید دانست عذاب دوزخ کافر مهیا 
8,25,و بترسید از فتنه‌ای که تنها دامن‌گیر ستمگرانِ شما نمی‌شود، [بلکه هر که را در مقابل ستمگران سکوت کند، فرامی‌گیرد] و بدانید که خداوند سخت‌کیفر است.,ترسید فتنه دامن‌گیر ستمگر مقابل ستمگر سکوت فرامی‌گیرد دانست خداوند سخت‌کیفر 
8,48,و [به یادآور] زمانی که شیطان، کارهای مشرکان را در نظرشان زیبا جلوه داد و گفت: «امروز هیچ کس از مردم، بر شما غالب نخواهد شد و من نیز در کنار شما و پناهِ شمایم.» امّا همین‌ که دو لشکر با هم درآویختند، شیطان به عقب برگشت و گفت: «من از شما بیزارم. من چیزی را می‌بینم که شما نمی‌بینید. من از خدا بیم دارم و خداوند سخت‌کیفر است.»,یادآور زمانی شیطان کارهای مشرک نظر زیبا جلوه امروز هیچ‌کس مردم غالب خواست پناه شمایم لشکر درآویختند شیطان عقب برگشت بیزار دید دید خدا بیم داشت خداوند سخت‌کیفر 
8,51,این [کیفر]، دستاورد کارهای پیشین شماست و شکی نیست که خداوند بر بندگانش ستمگر نیست.,کیفر دستاورد کارهای پیشین شماست شکی خداوند بندگانش ستمگر 
8,52,[ای پیامبر! روش کافران زمان تو،] مانند روش فرعونیان و کفّار پیش از آنان است که به آیات خداوند کفر ورزیدند. خداوند نیز به کیفر گناهانشان، آنان را گرفتار کرد. قطعاً خداوند، نیرومندِ سخت‌کیفر است.,ای پیامبر کافر زمان فرعون کفار آیات خداوند کفر ورزید خداوند کیفر گناهانشان گرفتار قطعا خداوند نیرومند سخت‌کیفر 
8,68,اگر حکم ازلیِ خداوند نبود [که بدون ابلاغ، هیچ امّتی را کیفر ندهد]، به خاطر آنچه [از اسیران که نابجا] گرفتید، عذابی بزرگ به شما می‌رسید.,حکم ازلی خداوند ابلاغ امتی کیفر داد خاطر اسیران نابجا گرفت عذاب رسید 
9,26,سپس خداوند، آرامش خود را بر پیامبرش و بر مؤمنان فروفرستاد و سپاهیانی فرستاد که شما آنان را ندیدید و کافران را عذاب کرد و این، کیفر کافران است.,خداوند آرامش پیامبر مؤمنان فروفرستاد سپاهیانی فرستاد دید کافر عذاب کیفر کافر 
9,39,اگر [به سوی میدان جنگ] نشتابید، خداوند شما را به عذابی دردناک کیفر می‌دهد و گروه دیگری را جایگزین شما می‌کند و شما [با ترک جبهه،] ضرری به خدا نمی‌زنید و خداوند بر هر چیزی تواناست.,میدان جنگ شتابید خداوند عذاب دردناک کیفر گروه جایگزین ترک جبهه ضرری خدا زد خداوند تواناست 
9,63,آیا ندانستند که هر کس با خدا و پیامبرش دشمنی کند، کیفرش آتش دوزخ است و پیوسته در آن خواهد بود؟ این است خواری و رسوایی بزرگ [که بهره‌ی مخالفان است]!,دانست کس خدا پیامبر دشمنی کیفر آتش دوزخ پیوسته خواست بود؟ خواری رسوایی بهره مخالف 
9,66,[بی‌جهت] عذر و بهانه نیاورید. شما بعد از ایمانتان، کافر شدید. اگر از گروهی از شما [به خاطر توبه یا آن که بار اوّلشان است،] درگذریم، گروهی [دیگر] را به خاطر سابقه‌ی جرمشان کیفر می‌دهیم.,بی‌جهت عذر بهانه نیاورید ایمان کافر شدید خاطر توبه آن‌که اول درگذریم خاطر سابقه جرم کیفر داد 
10,46,[ای پیامبر!] بخشی از قهر و کیفری که به کافران وعده می‌دهیم، یا [در حال حیات] نشانت می‌دهیم، یا تو را از دنیا می‌بریم [و به کیفر می‌رسند، به هر حال] بازگشت آنان به سوی ماست و خداوند بر آنچه انجام می‌دهند، گواه است.,ای پیامبر قهر کیفری کافر وعده داد حیات نشان داد دنیا برد کیفر رسید بازگشت ماست خداوند انجام گواه 
10,52,سپس به ستمگران گفته شود: «عذاب همیشگی را بچشید! آیا جز به آنچه به دست آورده‌اید، کیفر داده می‌شوید؟»,ستمگر عذاب همیشگی چشید دست آورد کیفر می‌شوید؟ 
11,83,[سنگ‌هایی که] نزد پروردگارت نشان‌دار بودند، و این [کیفر] از [سایر] ستمگران [و فاسدانی که در خط قوم لوط باشند،] دور نیست.,سنگ نزد پروردگار نشان‌دار کیفر ستمگر فاسدانی خط قوم لوط 
12,75,گفتند: «کسی که جام در بارش پیدا شود، کیفرش خود اوست [و برده شما خواهد شد]. ما ستمکاران را این‌گونه کیفر می‌دهیم.»,گفت جام بارش کیفر اوست برده خواست ستمکار این‌گونه کیفر داد 
13,13,رعد با ستایش او و فرشتگان از بیم او تسبیح می‌کنند. و او صاعقه‌ها را فرومی‌فرستد تا هرکه را بخواهد، مورد اصابت قرار دهد، در حالی که آنان درباره خداوند به جدال می‌پردازند و او سخت کیفر است.,رعد ستایش فرشتگ بیم تسبیح صاعقه فرومی‌فرستد هرکه خواست اصابت قرار خداوند جدال پرداخت سخت کیفر 
16,61,و اگر خداوند مردم را به خاطر ستمشان بازخواست و عذاب کند، هیچ جنبنده‌ای را روی آن [زمین] باقی نمی‌گذارد، ولی [خداوند] کیفر آنان را تا زمان معینی به تأخیر می‌اندازد، پس همین که اجلشان فرارسد، نه ساعتی دیر می‌کنند و نه ساعتی پیش می‌افتند.,خداوند مردم خاطر ستم بازخواست عذاب جنبنده زمین باقی گذارد خداوند کیفر زمان معینی تأخیر انداخت اجل فرارسد ساعتی دیر ساعتی افتاد 
16,111,روزی که هر کس می‌آید، [تنها] از خویش دفاع می‌کند و به هر کس [پاداش و کیفر] آنچه کرده است، تمام داده می‌شود و آنان مورد ستم قرار نمی‌گیرند.,روزید کس دفاع کس پاداش کیفر ستم قرار گرفت 
16,126,و اگر [ستمگر را] کیفر می‌کنید، چنان مجازات کنید که شما را بدان کیفر کردند، و البته اگر شکیبایی ورزید [و از مجازات کردن بگذرید،] این کار برای شکیبایان بهتر است.,ستمگر کیفر کرد چنان مجازات بدان کیفر شکیبایی ورزید مجازات گدشت کار شکیبا 
17,16,و هرگاه بخواهیم [مردم] منطقه‌ای را [به كیفر گناهشان] هلاک كنیم، به مرفّهین و خوش‌گذرانانشان فرمانِ [بندگی و دوری از گناه‌] می‌دهیم، چون در آن، سرپیچی و عصیان می‌كنند، مستحق عذاب و قهر الهی می‌شوند، سپس آنجا را به سختی در هم می‌كوبیم.,هرگاه خواست مردم منطقه‌ای کیفر گناه هلاک مرفهین خوش‌گذرانانشان فرمان بندگی دوری گناه داد سرپیچی عصیان مستحق عذاب قهر الهی سختی کفت 
17,63,[خداوند به ابلیس] فرمود: «برو! هر كس از آدمیان از تو پیروی كند، قطعاً كیفرتان دوزخ است، كیفری سخت و كامل!,خداوند ابلیس فرمود برو کس آدمیان پیروی قطعا کیفر دوزخ کیفری سخت 
