sureh,ayeh,matn,processed matn
4,34,مردان، سرپرست امور زنان [و خانواده‌ی خویش] هستنند، به خاطر برتری‌هایی که خداوند [در اداره‌ی خانواده] برای بعضی نسبت به بعضی قرار داده است، و به خاطر آن که از اموالشان، نفقه [زنان و خانواده را] می‌پردازند. پس زنانِ شایسته، مطیع و متواضع‌اند و به پاس حقوقی که خدا [برای آنان قرار داده و] حفظ کرده، در غیاب [همسران خود،]، حافظ [ناموس و حقوق] آنان‌اند. و زنانی را که از سرکشی آنان بیم دارید، [نخست] پند و اندرزشان دهید و [اگر مؤثّر نشد] در بستر از آنان دوری کنید و [اگر پند و قهر اثر نکرد، در محدوده‌ی دستور شرع] آنان را تنبیه کنید، پس اگر از شما اطاعت کردند، [برای ستم و آزار] بهانه‌ای بر آنان مجویید. همانا خداوند بلند مرتبه و بزرگ است.,مردان سرپرست امور زنان خانواده هستنند خاطر برتری خداوند اداره خانواده قرار خاطر آن‌که اموال نفقه زنان خانواده پرداخت زنان شایسته مطیع متواضع‌اند پاس حقوقی خدا قرار حفظ غیاب همسر حافظ ناموس حقوق آنان‌اند زنانی سرکشی بیم داشت پند اندرز داد مؤثر شد بستر دوری پند قهر کرد محدوده دستور شرع تنبیه اطاعت ستم آزار بهانه مجویید همانا خداوند بلند مرتبه 
4,92,و برای هیچ مؤمنی سزاوار نیست که مؤمنی را به قتل برساند، مگر [این که] از روی خطا و اشتباه [مرتکب این کار شود]. و هر کس مؤمنی را به خطا کشت، پس باید برده‌ی مؤمنی را آزاد کند و خون‌بهای کشته را به خانواده‌اش بپردازد، مگر آن که [خانواده‌ی مقتول] بگذرند و اگر [مقتول] با آن که مؤمن است، از قومی است که با شما دشمنند، [جریمه‌اش فقط] آزاد کردن یک برده‌ی مؤمن است [و پرداخت خون‌بها به دشمن لازم نیست]. و اگر از قومی باشد که میان شما و آنان پیمانی برقرار است، باید دیه‌ی او را به خانواده‌اش بپردازد و برده‌ی مؤمنی را نیز آزاد کند. و اگر [برده‌ای برای آزاد کردن، یا پولی برای خرید برده] نیافت، پس دو ماه پیاپی روزه بگیرد. [این تخفیف در حکم، گذشت و] بازگشتی است از جانب خداوند، و خداوند همواره دانا و حکیم است.,مؤمنی سزاوار مؤمنی قتل رساند مگر این‌که خطا اشتباه مرتکب کار کس مؤمنی خطا کشت برده مؤمنی آزاد خون‌بهای کشته خانواده پرداخت مگر آن‌که خانواده مقتول گدشت مقتول آن‌که مؤمن قومی دشمنند جریمه آزاد برده مؤمن پرداخت خون‌بها دشمن قومی پیمانی برقرار دیه خانواده پرداخت برده مؤمنی آزاد برد آزاد پولی خرید برده یافت ماه پیاپی روزه گرفت تخفیف حکم گذشت بازگشتی جانب خداوند خداوند دانا حکیم 
7,68,رسالت‌های پروردگارم را به شما ابلاغ می‌کنم، و من خیرخواه امینی برای شما هستم.,رسالت پروردگار ابلاغ خیرخواه امینی  
7,79,[صالح] از آنها روی برتافت و گفت: «ای قوم! من رسالت پروردگارم را به شما ابلاغ کردم و شرط خیرخواهی را انجام دادم؛ ولی [چه کنم که] شما خیرخواهان را دوست ندارید؟!»,صالح برتافت ای قوم رسالت پروردگار ابلاغ شرط خیرخواهی انجام دادم؛ خیرخواه دوست ندارید؟ 
12,93,این پیراهن مرا ببرید و آن را بر صورت پدرم بیندازید تا بینا شود و همه‌ی خانواده‌ی خود را نزد من بیاورید.»,پیراهن مرا برد صورت پدر بیندازید بینا همه خانواده نزد بیاورید 
20,10,آن‌گاه که [در سفر از مَدین به مصر،] آتشی را دید، پس به خانواده‌ی خود گفت: «قدری درنگ کنید، من آتشی دیدم، شاید شعله‌ای از آن را برای شما بیاورم، یا نزد آتش راهنمایی بیابم.»,آن‌گاه سفر مدین مصر آتشی دید خانواده قدری درنگ آتشی دید شعله بیاورم نزد آتش راهنمایی یابید 
27,7,[یاد کن] هنگامی که موسی به خانواده‌ی خود گفت: «من آتشی دیدم، به زودی برای شما خبری از آن خواهم آورد، یا شعله‌ی آتشی برای شما می‌آورم، باشد که خود را گرم کنید.»,یاد کن هنگامی‌که موسی خانواده آتشی دید زودی خبری خواست شعله آتشی آورد گرم 
27,57,پس ما لوط و خانواده‌اش را نجات دادیم، جز زنش را که [به خاطر انحراف،] مقدّر کرده بودیم از بازماندگان [و نابودشدگان] باشد.,لوط خانواده نجات داد زنش خاطر انحراف مقدر بود بازماندگان نابودشدگان 
28,12,و ما [شیر] زنان شیرده را از پیش بر او ممنوع کردیم، [تا به آغوش مادر بازگردد.] پس [خواهر موسی که مأموران را در جستجوی دایه دید،] گفت: «آیا می‌خواهید شما را به خانواده‌ای راهنمایی کنم که سرپرستی او را برای شما بپذیرند و خیرخواه او باشند؟»,شیر زنان شیرده ممنوع کرد آغوش مادر بازگشت خواهر موسی مأمور جستجوی دایه دید خواست خانواده راهنمایی سرپرستی پذیرفت خیرخواه باشند؟ 
28,29,پس چون موسی، مدّت [قرارداد] را به پایان رساند و با خانواده‌اش [از مَدین به سوی مصر] رهسپار گردید، از سوی [کوه] طور آتشی را دید. به خانواده‌اش گفت: «قدری درنگ کنید! من آتشی دیدم، [می‌روم تا] شاید خبری برای شما بیاورم، یا شعله‌ای از آتش را، تا [با آن] گرم شوید.»,موسی قرارداد پایان رساند خانواده مدین مصر رهسپار گشت کوه آتشی دید خانواده قدری درنگ آتشی دید رفت خبری بیاورم شعله آتش گرم شد 
