sureh,ayeh,matn,processed matn
3,38,در این هنگام زکریا پروردگارش را خواند و گفت: «پروردگارا! از جانب خود نسلی پاک و پسندیده به من [نیز] عطا کن که تو دعا را می‌شنوی.»,زکریا پروردگار خواند پروردگارا جانب نسلی پاک پسندیده عطا کن دعا شنفت 
7,100,آیا کسانی که وارث زمین بعد از صاحبان قبلی آن می‌شوند، عبرت نمی‌گیرند؟ که اگر بخواهیم آنها را نیز به گناهانشان هلاک می‌کنیم و بر دل‌هایشان مهر می‌نهیم تا [صدای حق را] نشنوند.,وارث زمین صاحبان قبلی عبرت نمی‌گیرند؟ خواست گناهانشان هلاک دل مهر نهاد صدای حق شنفت 
7,179,و بسیاری از جنّ و انس را برای دوزخ آفریدیم، [و سرانجامشان به آنجا می‌کشد، چرا که] آنان دل‌هایی دارند که با آن حقّ را درک نمی‌کنند و چشمانی دارند که با آن نمی‌بینند و گوش‌هایی دارند که با آن نمی‌شنوند. آنان همچون چهارپایان، بلکه گمراه‌ترند. آنان همان غافلانند.,جن انس دوزخ آفرید سرانجام کشت دل حق درک کرد چشمانی دید گوش شنفت چهارپایان گمراه‌ترند غافلانند 
7,198,و اگر آنان را به هدایت فراخوانی، نمی‌شنوند و می‌بینی که آنان به تو نگاه می‌کنند و حال آن که نمی‌بینند.,هدایت فراخوانی شنفت دید نگاه آن‌که دید 
9,6,و [ای پیامبر!] اگر یکی از مشرکان از تو امان و پناه خواست، پس به او پناه بده تا کلام خدا را بشنود، سپس او را به مکان امنش برسان. چرا که آنان گروهی ناآگاهند.,و پیامبر مشرک امان پناه خواست پناه بده کلام خدا شنفت مکان امن برسان ناآگاهند 
16,65,و خداوند از آسمان آبی فرستاد، پس به واسطه آن زمین را پس از آن که پژمرده بود، زنده کرد. البته در این [باریدن و روییدن] برای گروهی که [سخن حق را با جان و دل] می‌شنوند، نشانه‌ای روشن است.,خداوند آسمان آبی فرستاد واسطه زمین آن‌که پژمرده زنده باریدن روییدن سخن حق جان دل شنفت نشانه روشن 
19,62,در آنجا سخن بیهوده‌ای نمی‌شنوند، بلکه آنچه می‌شنوند فقط سلام و درود است و در آنجا هر بامداد و شامگاه، روزی آنان برایشان [آماده‌] است.,سخن بیهوده شنفت شنفت سلام درود بامداد شامگاه روزید برایشان آماده 
20,46,[خداوند] فرمود: نترسید! من با شما هستم [و همه چیز را] می‌شنوم و می‌بینم.,خداوند فرمود ترسید  شنفت دید 
21,45,بگو: «من تنها با وحی، به شما هشدار می‌دهم!» امّا کسانی که کر هستند، زمانی که بیم داده می‌شوند، آن را نمی‌شنوند!,بگو وحی هشدار داد کر زمانی بیم شنفت 
21,100,برای آنان در دوزخ، ناله‌ها و نعره‌هاست و آنان در آنجا [هیچ پاسخی] نمی‌شنوند.,دوزخ ناله نعره‌هاست پاسخ شنفت 
21,102,آنان صدای [زبانه کشیدن] آن را نمی‌شنوند و در آنچه [از نعمت‌ها و کامیابی‌ها] که دلخواه آنهاست، جاودانه‌اند.,صدای زبانه کشیدن شنفت نعمت کامیابی دلخواه آنهاست جاودانه‌اند 
25,12,چون [دوزخ] از فاصله‌ی دور آنان را ببیند، خشم و خروشی [هولناک] از آن می‌شنوند.,دوزخ فاصله دید خشم خروشی هولناک شنفت 
26,25,فرعون به اطرافیان خود گفت: «آیا نمی‌شنوید [چه می‌گوید]؟»,فرعون اطرافیان شنفت می‌گوید؟ 
28,55,و هرگاه [سخن بیهوده و] لغوی را بشنوند، از آن روی برمی‌گردانند و می‌گویند: «کردارِ ما برای ما و کارهای شما برای شما! [ما را به خیر و] شما را به سلامت! ما به سراغ نادانان نمی‌رویم.»,هرگاه سخن بیهوده لغوی شنفت برمی‌گردانند کردار کارهای خیر سلامت سراغ نادان رست 
35,14,اگر آن بت‌ها را بخوانید، دعای شما را نمی‌شنوند. و اگر بشنوند، پاسخی به شما نمی‌دهند. و روز قیامت شرک شما را انکار خواهند کرد. و هیچ‌کس مانند [خداوند] آگاه، تو را [از حقیقت کارها] باخبر نمی‌کند.,بت خواند دعای شنفت شنفت پاسخ داد روز قیامت شرک انکار خواست هیچ‌کس خداوند آگاه حقیقت کارها باخبر کرد 
36,58,سلام، سخنی از [سوی] پروردگار مهربان [که می‌شنوند].,سلام سخنی پروردگار مهربان شنفت 
39,18,آنان که سخن را می‌شنوند و بهترینِ آن را پیروی می‌کنند. آنانند که خداوند هدایتشان کرده، و آنانند همان خردمندان.,سخن شنفت پیروی آنانند خداوند هدایت آنانند خردمندان 
41,4,[کتابی] نویدبخش و هشداردهنده؛ پس [با این حال] بسیاری از مردم روی‌گردان شدند و [ندای قرآن را] نمی‌شنوند.,کتابی نویدبخش هشداردهنده؛ مردم روی‌گردان ندای قرآن شنفت 
41,26,و کسانی که کافر شدند، گفتند: «به این قرآن گوش ندهید، و در [هنگام تلاوت] آن، [سخنان] لغو و بیهوده بیافکنید، [تا کسی آن را نشنود!] شاید پیروز شوید.»,کافر گفت قرآن گوش داد تلاوت سخنان لغو بیهوده بیافکنید شنفت پیروز شد 
47,23,آنانند کسانی که خداوند از رحمت خویش دور و [گوششان را] کر و چشم‌هایشان را کور ساخته است. [نه حقّی می‌شنوند و نه حقّی می‌بینند.],آنانند خداوند رحمت گوششان کر چشم کور ساخته حقی شنفت حقی دید 
56,25,در آنجا نه سخن بیهوده‌ای می‌شنوند و نه نسبت گناهی به دیگری،,سخن بیهوده شنفت گناهی 
56,26,تنها چیزی که می‌شنوند سلام است، سلام!,شنفت سلام سلام 
64,16,پس هر قدر می‌توانید، از خداوند پروا کنید و [سخن او را] بشنوید و اطاعت کنید و انفاق کنید که برای شما بهتر است و کسانی که از شرّ بخل و آز نفس خویش در امان بمانند، آنان همان رستگارانند.,قدر توانست خداوند پروا سخن شنفت اطاعت انفاق شر بخل آز نفس امان ماند رستگارانند 
67,7,هنگامی که [کافران] به دوزخ پرتاب شوند، خروش هولناک و دلخراش آن را می‌شنوند، در حالی که جوشش و فوران دارد.,هنگامی‌که کافر دوزخ پرتاب خروش هولناک دلخراش شنفت جوشش فوران 
68,51,و کافران، چون قرآن را می‌شنوند، نزدیک است تو را چشم بزنند و می‌گویند: «او دیوانه است.»,کافر قرآن شنفت چشم زد دیوانه 
78,35,در آنجا نه سخن بیهوده‌ای می‌شنوند و نه دروغ و تکذیبی.,سخن بیهوده شنفت دروغ تکذیب 
86,14,و بیهوده و شوخی نیست.,بیهوده شوخی 
88,11,آنجا سخن بیهوده‌ای نشنوند.,سخن بیهوده شنفت 
