sureh,ayeh,matn,processed matn
1,6,[خداوندا!] ما را به راه راست هدایت فرما.,خداوندا راست هدایت فرما 
2,16,آنان کسانی هستند که به بهای [از دست دادن] هدایت، خریدار ضلالت و گمراهی شدند؛ امّا این داد و ستد، سودشان نبخشید و در شمار هدایت‌یافتگان درنیامدند.,بهای دست هدایت خریدار ضلالت گمراهی شدند؛ ستد سود بخشید هدایت‌یافتگان درنیامدند 
2,38,گفتیم: «همگی از آن [جایگاه] فرود آیید، و آن‌گاه که هدایتی از طرف من برای شما آمد، پس کسانی که از هدایت من پیروی کنند، نه برایشان بیمی است و نه غمگین خواهند شد.»,گفت همگی جایگاه فرود آمد آن‌گاه هدایت هدایت پیروی برایشان بیم غمگین خواست 
2,120,[ای پیامبر!] هرگز یهود و نصارا از تو راضی نخواهند شد تا [آنکه تسلیم خواسته‌ی آنان شوی و] از آیین آنان پیروی کنی. بگو: «هدایت، تنها هدایت الهی است.» و اگر از هوا و هوس‌های آنان پیروی کنی، بعد از آنکه علم [الهی] نزد تو آمد، هیچ سرور و یاوری از ناحیه‌ی خداوند برای تو نخواهد بود.,ای پیامبر هرگز یهود نصارا راضی خواست تسلیم خواسته شد آیین پیروی کرد بگو هدایت هدایت الهی هوا هوس پیروی کرد علم الهی نزد سرور یاوری ناحیه خداوند خواست 
2,135,[اهل کتاب] گفتند: «یهودی یا نصارا شوید تا هدایت یابید.» بگو: «بلکه [پیروی از] آیین حق‌گرایِ ابراهیم [مایه‌ی هدایت است، زیرا] او از مشرکان نبود.»,اهل کتاب گفت یهودی نصارا شد هدایت یابید بگو پیروی آیین حق‌گرا ابراهیم مایه هدایت مشرک 
2,157,آنانند که درودها و رحمت پروردگارشان، شامل حالشان شده و همان‌ها هدایت‌یافتگانند.,آنانند درود رحمت پروردگار حال همان هدایت‌یافتگانند 
2,170,و هنگامی که به آنها گفته شود: «از آنچه خدا نازل کرده است، پیروی کنید» می‌گویند: «بلکه ما از آنچه پدرانِ خود را بر آن یافتیم، پیروی می‌نماییم.» آیا حتی اگر پدران آنها، چیزی را درک نمی‌کردند و به هدایت نمی‌رسیدند [باز هم باید از آنها پیروی کنند]؟,هنگامی‌که خدا نازل پیروی پدران یافت پیروی نمود پدران درک کرد هدایت رسید پیروی کنند؟ 
2,185,ماه رمضان ماهی است که قرآن در آن نازل شده است. [کتابی که] هدایت‌گر مردم با دلایل روشنِ هدایت و وسیله‌ی تشخیص حقّ از باطل است، پس هر کس از شما که این ماه را دریابد، باید روزه بگیرد. و آن کس که بیمار یا در سفر باشد، روزهای دیگری را به همان تعداد روزه بگیرد. خداوند برای شما آسانی می‌خواهد، نه دشواری. [قضای روزه] برای آن است که شماره‌ی مقرّر روزها را تکمیل کنید و خدا را به خاطر این که شما را هدایت کرده، به بزرگی یاد کنید، باشد که شکرگزار گردید.,ماه رمضان ماهی قرآن نازل کتابی هدایت‌گر مردم دلایل روشن هدایت وسیله تشخیص حق باطل کس ماه دریابد روزه گرفت کس بیمار سفر روزهای روزه گرفت خداوند آسانی خواست دشواری قضای روزه شماره مقرر روز تکمیل خدا خاطر این‌که هدایت بزرگی یاد شکرگزار گشت 
2,272,هدایت یافتن آنان بر عهده‌ی تو نیست، بلکه خداوند هر که را بخواهد [و شایسته باشد،] هدایت می‌کند. [بنابراین، ترک انفاق به بینوایان غیر مسلمان، برای اجبار آنان به اسلام، صحیح نیست،] و هر مالی که انفاق کنید، به نفع خودتان است و جز برای کسب رضای خدا انفاق نکنید. و هر مالی که انفاق کنید، [پاداش] آن را به طور کامل دریافت می‌کنید و بر شما ستم نخواهد شد.,هدایت یافتن عهده خداوند خواست شایسته هدایت ترک انفاق بینوا مسلمان اجبار اسلام صحیح مالی انفاق نفع خودتان کسب رضای خدا انفاق کرد مالی انفاق پاداش دریافت کرد ستم خواست 
3,86,چگونه خداوند گروهی را هدایت کند که بعد از ایمان و گواهی بر حقّانیت رسول و آمدن معجزات و دلایل روشن بر ایشان، باز هم کافِر شدند؟ و خداوند گروه ستمکاران را هدایت نمی‌کند.,خداوند هدایت ایمان گواهی حقانیت رسول آمدن معجزات دلایل روشن کافر شدند؟ خداوند گروه ستمکار هدایت کرد 
