sureh,ayeh,matn,processed matn
2,86,آنها کسانی هستند که زندگی دنیا را به بهای [از دست دادن] آخرت خریده‌اند، از این رو از عذاب آنها کاسته نمی‌شود و آنها یاری نخواهند شد.,زندگی دنیا بهای دست آخرت خرید عذاب کاسته یاری خواست 
2,201,[امّا] بعضی از مردم می‌گویند: «پروردگارا! در این دنیا به ما نیکی عطا کن و در آخرت نیز نیکی مرحمت فرما و ما را ازعذاب آتش نگه‌دار!»,مردم پروردگارا دنیا نیکی عطا کن آخرت نیکی مرحمت فرما ازعذاب آتش نگه‌دار 
2,204,و گفتارِ بعضی از مردم درباره‌ی زندگی دنیا، مایه‌ی اعجاب تو می‌شود و خداوند را بر آنچه در دل دارد، گواه می‌گیرد [در حالی که] او سرسخت‌ترینِ دشمنان است.,گفتار مردم درباره زندگی دنیا مایه اعجاب خداوند دل گواه سرسخت دشمن 
3,22,آنان کسانی هستند که اعمالشان در دنیا و آخرت تباه شده و هیچ یاوری ندارند.,اعمال دنیا آخرت تباه یاوری 
3,56,و امّا گروهی که کافر شدند، [و با شناخت حقّ، آن را انکار کردند،] در دنیا و آخرت به عذابی سخت مجازاتشان خواهم کرد. و برای آنها هیچ یاوری نیست.,کافر شناخت حق انکار دنیا آخرت عذاب سخت مجازات خواست یاوری 
4,74,آری، کسانی باید در راه خدا نبرد کنند که زندگی دنیا را به آخرت می‌فروشند و کسی که در راه خدا می‌جنگد، چه کشته شود و چه پیروز گردد، به زودی پاداشی بزرگ به او خواهیم داد.,آری خدا نبرد زندگی دنیا آخرت فروخت خدا جنگید کشته پیروز زودی پاداش خواست 
6,28,[چنین نیست،] بلکه آنچه قبلاً [در دنیا] پنهان می‌کردند، [در آن روز] برایشان آشکار شده و اگر آنان به دنیا بازگردانده شوند، بی‌گمان باز هم به آنچه از آن نهی شده‌اند، بازمی‌گردند. و آنان قطعاً دروغگویانند.,قبلا دنیا پنهان روز برایشان آشکار دنیا بازگردانده بی‌گمان نهی شد بازمی‌گردند قطعا دروغگویانند 
6,32,و زندگی دنیا جز بازی و سرگرمی نیست. و البتّه خانه‌ی آخرت، برای تقواپیشگان بهتر است. آیا نمی‌اندیشید؟,زندگی دنیا بازی سرگرمی خانه آخرت تقواپیشگان نمی‌اندیشید؟ 
9,38,ای کسانی که ایمان آورده‌اید! چرا وقتی به شما گفته می‌شود: «در راه خدا [و برای جهاد] حرکت کنید!» سنگین و زمین‌گیر می‌شوید؟ آیا به جای آخرت، به زندگی دنیا راضی شده‌اید؟ پس بدانید بهره‌ی زندگی دنیا در [برابر] آخرت، فقط اندکی است.,ای ایمان آورد خدا جهاد حرکت سنگین زمین‌گیر می‌شوید؟ آخرت زندگی دنیا راضی شده‌اید؟ دانست بهره زندگی دنیا آخرت اندکی 
9,55,پس اموال و فرزندان منافقان، تو را به شگفتی نیندازد. جز این نیست که خداوند می‌خواهد به این وسیله، آنان را در زندگیِ دنیا عذاب کند و جانشان در حال کفر، خارج شود.,اموال فرزندان منافق شگفت نیندازد خداوند خواست وسیله زندگی دنیا عذاب جان کفر خارج 
10,7,قطعاً آنان که به دیدار ما [و دریافت نعمت‌های اخروی،] امید ندارند و [تنها] به زندگی دنیا دل‌خوش کرده‌اند و به آن آرام گرفته و تکیه می‌کنند و نیز کسانی که از نشانه‌های [قدرت] ما غافلند،,قطعا دیدار دریافت نعمت اخروی امید زندگی دنیا دل‌خوش کرد آرام‌گرفته تکیه نشانه قدرت غافلند 
10,23,پس چون خداوند نجاتشان داد، در زمین به ناحقّ سرکشی می‌کنند. ای مردم! سرکشی شما فقط به زیانِ خودتان است. کامیابی زندگی دنیا [چند روزی بیش نیست]، سپس بازگشت شما به سوی ماست که شما را به عملتان آگاه خواهیم ساخت.,خداوند نجات زمین ناحق سرکشی ای مردم سرکشی زیان خودتان کامیابی زندگی دنیا روزید بازگشت ماست عمل آگاه خواست ساخت 
10,64,برای آنان، در زندگی دنیا و آخرت بشارت است. تبدیل و تغییری در سخنان [و وعده‌های] الهی نیست، و آن همان رستگاری بزرگ است.,زندگی دنیا آخرت بشارت تغییر سخنان وعده الهی رستگاری 
11,15,کسانی که زندگانی دنیا و زیبایی‌های آن را بخواهند، ما در همین دنیا [نتیجه‌ی] اعمالشان را به طور کامل می‌دهیم، و در آن، هیچ کم و کاستی نخواهد بود.,زندگانی دنیا زیبایی خواست دنیا نتیجه اعمال داد کاستی خواست 
13,26,خداوند برای هر که بخواهد، روزی را گسترش می‌دهد و [برای هر که بخواهد] تنگ می‌گرداند. و [مردم] به زندگی دنیا دل‌خوشند، در حالی که زندگی دنیا در [برابر زندگی] آخرت، جز یک کامیابی [موقت و اندک] نیست.,خداوند خواست روزید گسترش خواست تنگ گرداند مردم زندگی دنیا دل‌خوشند زندگی دنیا زندگی آخرت کامیابی موقت اندک 
13,34,برای آنان در زندگی دنیا عذابی است و قطعاً عذاب آخرت سخت‌تر است. و در برابر خدا هیچ محافظی برایشان نیست.,زندگی دنیا عذاب قطعا عذاب آخرت سخت خدا محافظ برایشان 
14,3,کسانی که زندگی دنیا را بر آخرت ترجیح می‌دهند و [مردم را] از راه خدا بازمی‌دارند و می‌خواهند آن را منحرف کنند. آنها در گمراهی عمیقی هستند.,زندگی دنیا آخرت ترجیح مردم خدا بازمی‌دارند خواست منحرف گمراهی عمیق 
14,27,خداوند در زندگی دنیا و در آخرت، اهل ایمان را با کلام [و عقیده‌ی حقّ و] ثابت، پایدار قرار می‌دهد. و خداوند ستمگران را [به حال خود رها کرده،] گمراه می‌کند. و خداوند آنچه بخواهد [طبق عدل و حکمت خود] انجام می‌دهد.,خداوند زندگی دنیا آخرت اهل ایمان کلام عقیده حق ثابت پایدار قرار خداوند ستمگر رها گمراه خداوند خواست عدل حکمت انجام 
14,30,آنان برای خداوند شریک‌هایی قرار دادند، تا مردم را از راه خدا گمراه نمایند. بگو: «[چند روزی از زندگی زودگذر دنیا] برخوردار شوید که قطعاً پایان کار شما آتش است.»,خداوند شریک قرار مردم خدا گمراه نمایند بگو روزید زندگی زودگذر دنیا برخوردار شد قطعا پایان کار آتش 
16,107,آن [قهر الهی] به خاطر این است که آنان، زندگی دنیا را بر آخرت برگزیدند، و قطعاً خداوند گروه کافران را هدایت نمی‌کند.,قهر الهی خاطر زندگی دنیا آخرت برگزیدند قطعا خداوند گروه کافر هدایت کرد 
16,122,و در دنیا به او نیکی دادیم. و قطعاً او در آخرت [نیز] از صالحان و شایستگان است.,دنیا نیکی داد قطعا آخرت صالحان شایستگان 
17,20,ما از عطای پروردگارت، هر یك از دو گروه دنیاطلب و آخرت‌خواه را [در این دنیا] كمك می‌كنیم. و عطای پروردگارت [در این دنیا از كسی‌] منع نمی‌شود.,عطا پروردگار گروه دنیاطلب آخرت‌خواه دنیا کمک عطا پروردگار دنیا منع 
17,72,و هر كس در این دنیا كوردل و گمراه باشد، در آخرت نیز كور، و گمراه‌تر خواهد بود.,کس دنیا کوردل گمراه آخرت کور گمراه خواست 
