sureh,ayeh,matn,processed matn
2,226,کسانی که [به قصد آزار همسر،] سوگند می‌خورند که با زنان خویش نیامیزند، باید چهار ماه انتظار بکشند. پس اگر [از سوگند خود دست برداشته و به آشتی] برگشتند، خداوند آمرزنده و مهربان است.,قصد آزار همسر سوگند خورد زنان نیامیزند ماه انتظار کشت سوگند دست برداشته آشتی برگشت خداوند آمرزنده مهربان 
5,89,خداوند، شما را به خاطر سوگندهای لغو و بیهوده بازخواست نمی‌کند؛ لیکن برای شکستن سوگندهایی که [از روی اراده] بسته‌اید، مؤاخذه می‌کند. پس کفاره‌ی آن، طعام دادن به ده بینواست، از نوع متوسط آنچه به خانواده‌ی خود می‌خورانید، یا پوشاندن ده فقیر است، یا آزاد کردن برده‌ای. پس کسی که [غذا و لباس نداشت یا برده‌ای] نیافت، سه روز روزه بگیرد. این کفاره‌ی سوگندهای شماست، هرگاه که سوگند خوردید، [و آن را شکستید.] و سوگندهایتان را مراقبت کنید، این گونه خداوند آیات خود را برای شما بیان می‌کند، تا او را شکر کنید.,خداوند خاطر سوگند لغو بیهوده بازخواست نمی‌کند؛ لیکن شکستن سوگند اراده بست مؤاخذه کفاره طعام ده بینواست متوسط خانواده خوراند پوشاندن ده فقیر آزاد برد غذا لباس داشت برد یافت روز روزه گرفت کفاره سوگند شماست هرگاه سوگند خورد شکست سوگند مراقبت این‌گونه خداوند آیات شکر 
5,107,پس اگر معلوم شد که آن دو شاهد گناه کرده‌اند [و سوگندشان ناحقّ بوده]، دو نفر دیگر برخاسته، به خدا سوگند یاد نمایند که: «قطعاً گواهی ما از گواهی آن دو نفر به حقّ نزدیک‌تر است.» [و بگویند:] «ما [از حدّ و حقّ] تجاوز نکرده‌ایم که اگر چنین کنیم، قطعاً از ستمکارانیم.»,معلوم شاهد گناه کرد سوگند ناحق نفر برخاسته خدا سوگند یاد نمایند قطعا گواهی گواهی نفر حق نزدیک گفت حق تجاوز کرد قطعا ستمکارانیم 
5,108,این [روش به درستی] نزدیک‌تر است. برای این که شهادت را به نحو درست ادا کنند و یا بترسند که بعد از سوگند خوردنشان، سوگندهایی برگردانده شود [و جای سوگند آنان را بگیرد]. و از خداوند پروا کنید و [فرمان‌های او را] گوش کنید. و خداوند، گروه فاسق را هدایت نمی‌کند.,درستی نزدیک این‌که شهادت نحو درست ادا ترسید سوگند خوردن سوگند برگردانده سوگند گرفت خداوند پروا فرمان گوش خداوند گروه فاسق هدایت کرد 
6,23,پس [در پیشگاه خداوند] عذری نیابند، جز آن که بگویند: «سوگند به خدا! پروردگارمان، ما هرگز مشرک نبوده‌ایم!»,پیشگاه خداوند عذری یابید آن‌که گفت سوگند خدا پروردگار هرگز مشرک بود 
7,18,فرمود: «از آن [مقام] با ننگ و عار و خواری بیرون رو! و سوگند یاد می‌کنم که هر کس از آنها، تو را پیروی کند، جهنم را از شما همگی پر می‌کنم!,فرمود مقام ننگ عار خواری سوگند یاد کس پیروی جهنم همگی 
7,21,و برای آنها سوگند یاد کرد که: «من خیرخواه شما هستم!»,سوگند یاد خیرخواه  
7,124,سوگند می‌خورم که دست‌ها و پاهای شما را به طور مخالف قطع می‌کنم، سپس همگی شما را به دار می‌آویزم.»,سوگند خورد دست پا مخالف قطع همگی آویخت 
9,12,امّا اگر [به جای توبه،] سوگندهای خویش را پس از بستنِ پیمانشان شکستند و در دین شما، زبان به طعنه گشودند، پس با سران کفر بجنگید. زیرا آنان را [پای‌بندی به] سوگندی نیست، باشد که [با شدّتِ عمل شما،] از کردار خود بازایستند.,توبه سوگند بستن پیمان شکست دین زبان طعنه گشود سران کفر جنگید پای‌بندی سوگند شدت عمل کردار بازایستند 
12,73,گفتند: «به خدا سوگند خودتان می‌دانید که ما نیامده‌ایم در این سرزمین فساد کنیم، و ما هرگز دزد نبوده‌ایم!»,گفت خدا سوگند خودتان دانست نیامده سرزمین فساد هرگز دزد بود 
