sureh,ayeh,matn,processed matn
2,25,و به کسانی که ایمان آورده و کارهای شایسته انجام داده‌اند، مژده بده که برایشان باغ‌هایی بهشتی است که نهرها از پای [درختان] آن جاری است، هرگاه میوه‌ای از آن [باغ‌ها] روزی آنان شود، می‌گویند: «این همان است که قبلاً نیز به ما روزی داده شده بود.» در حالی که همانند آن نعمت‌ها به ایشان داده شده است، [نه خود آنها] و برای آنان در بهشت همسرانی پاک و پاکیزه است و در آنجا جاودانه‌اند.,ایمان آورده کارهای شایسته انجام داد مژده بده برایشان باغ بهشتی نهر پای درختان هرگاه میوه‌ای باغ روزید قبلا روزید داده‌شده همانند نعمت داده‌شده بهشت همسرانی پاک پاکیزه جاودانه‌اند 
2,266,آیا کسی از شما دوست دارد که باغی از درختان خرما و انگور داشته باشد که از زیر درختان آن، نهرها بگذرد و برای او در آن [باغ] از هرگونه میوه‌ای وجود داشته باشد و در حالی که به سن پیری رسیده و فرزندانی [کوچک و] ناتوان دارد، گردبادی [شدید،] همراه با آتش سوزان به آن باغ بوزد و باغ را یکسره بسوزاند؟ این چنین خداوند آیات را برای شما بیان می‌کند، شاید بیندیشید!,دوست باغی درختان خرما انگور درختان نهر گدشت باغ هرگونه میوه‌ای سن پیری رسیده فرزندان ناتوان گردباد شدید همراه آتش سوزان باغ بخت باغ یکسره بسوزاند؟ این‌چنین خداوند آیات بیندیشید 
3,15,بگو: «آیا شما را به چیزی بهتر از اینها خبر دهم؟ برای کسانی که تقوا داشته باشند، نزد پروردگارشان باغ‌هایی [بهشتی] است که از زیر [درختان] آن نهرها جاری است. برای همیشه در آنجا [بهره‌مند] هستند. و همسرانی پاک [خواهند داشت] و رضا و خشنودی خداوند [شامل حالشان می‌شود]. و خداوند به حال بندگان بیناست.»,بگو اینها خبر دهم؟ تقوا نزد پروردگار باغ بهشتی درختان نهر بهره‌مند همسرانی پاک خواست رضا خشنودی خداوند حال خداوند بندگان بیناس 
3,136,پاداش چنین کسانی آمرزش پروردگار است، و باغ‌هایی بهشتی که از زیر درختان آنها نهرها جاری است و برای همیشه در آن [باغ‌ها] هستند. و چه نیکوست پاداش عمل‌کنندگان!,پاداش آمرزش پروردگار باغ بهشتی درختان نهر باغ نیکوست پاداش عمل‌کنندگان 
3,198,ولی کسانی که از [نافرمانی] پروردگارشان می‌پرهیزند، برای آنان باغ‌هایی است که از زیر درختانش نهرها جاری است. جاوِدانه در آن خواهند بود. این [نخستین] پذیرایی از جانب خداوند است، و آنچه در نزد خداست، برای نیکان بهتر است.,نافرمانی پروردگار پرهیخت باغ درختان نهر جاودانه خواست پذیرایی جانب خداوند نزد خداست نیکان 
4,13,آن [چه در احکام ارث گفته شد،] حدود و مقررّات الهی است، و هرکس از خدا و رسولش اطاعت کند، خداوند او را به باغ‌هایی وارد کند که از زیر درختانش نهرها جاری است، جاودانه در آن خواهند ماند، و این است کامیابی و رستگاری بزرگ.,احکام ارث مقررات الهی هرکس خدا رسول اطاعت خداوند باغ درختان نهر جاودانه خواست ماند کامیابی رستگاری 
4,57,و کسانی را که ایمان آورده و کارهای نیک انجام داده‌اند، به زودی در باغ‌هایی که از زیر [درختان] آن نهرها جاری است، وارد می‌کنیم. جاودانه در آن خواهند ماند، در آنجا همسرانی پاکیزه دارند، و آنان را در سایه‌ای پایدار درآوریم.,ایمان آورده کارهای نیک انجام داد زودی باغ درختان نهر جاودانه خواست ماند همسرانی پاکیزه سایه پایدار درآوریم 
4,122,و کسانی که ایمان آورده و کارهای شایسته کرده‌اند، به زودی آنان را در باغ‌هایی وارد می‌کنیم که از زیرِ [درختان] آن جوی‌ها روان است. جاودانه در آن خواهند بود. وعده‌ی الهی راست است. و چه کسی در سخن گفتن، راستگوتر از خداوند است؟,ایمان آورده کارهای شایسته کرد زودی باغ درختان جوی روان جاودانه خواست وعده الهی راست سخن گفتن راستگو خداوند است؟ 
5,119,خداوند فرمود: «این، روزی است که راستگویان را صداقتشان سود دهد. برایشان باغ‌هایی است که زیر [درختان] آن نهرها جاری است. همیشه در آن ماندگارند، خداوند از آنان راضی است، آنان نیز از او راضی‌اند. این رستگاری بزرگ است.»,خداوند فرمود روزید راستگویان صداقت سود برایشان باغ درختان نهر ماندگارند خداوند راضی راضی‌اند رستگاری 
9,21,پروردگارشان آنان را به رحمتی از ناحیه خود و رضایت خویش و باغ‌هایی از بهشت، بشارت می‌دهد که در آن نعمت‌هایی جاودانه دارند.,پروردگار رحمت ناحیه رضایت باغ بهشت بشارت نعمت جاودانه 
