sureh,ayeh,matn,processed matn
2,64,سپس شما بعد از این ماجرا [باز هم] روی‌گردان شدید و اگر فضل و رحمت خداوند بر شما نبود، قطعاً از زیانکاران بودید.,ماجرا روی‌گردان شدید فضل رحمت خداوند قطعا زیانکار بود 
2,82,و کسانی که ایمان آورده و کارهای شایسته انجام داده‌اند، آنان اهل بهشتند و در آن جاوِدانه خواهند ماند.,ایمان آورده کارهای شایسته انجام داد اهل بهشتند جاودانه خواست ماند 
3,20,پس اگر با تو به گفتگو و ستیز و محاجِّه برخاستند، بگو: «من و پیروانم با تمام وجود در برابر خداوند تسلیم شده‌ایم.» و به اهل کتاب و اُمیین [مشرکان بی‌سواد مکه] بگو: «آیا شما هم تسلیم شده‌اید؟» پس اگر تسلیم شدند و اسلام آوردند، هدایت یافته‌اند، و اگر سرپیچی کردند، وظیفه تو فقط رساندن دعوت الهی است، [نه اجبار و اکراه،] و خداوند به حال بندگان بیناست.,گفتگو ستیز محاجه برخاستند بگو پیروان خداوند تسلیم شد اهل کتاب امیین مشرک بی‌سواد مکه بگو تسلیم شده‌اید؟ تسلیم اسلام آورد هدایت یافت سرپیچی وظیفه رساندن دعوت الهی اجبار اکراه خداوند بندگان بیناس 
3,110,شما بهترین امّتی بوده‌اید که [به عنوان الگو] برای مردم پدیدار شده‌اید. به خوبی‌ها فرمان می‌دهید و از بدی‌ها و زشتی‌ها، نهی می‌کنید و به خدا ایمان دارید. و اگر اهل کتاب [نیز به چنین آیینی] ایمان می‌آوردند، قطعاً برایشان بهتر بود. برخی از آنان مؤمنند، ولی بیشترشان فاسق‌اند.,امتی بود عنوان الگو مردم پدیدار شد خوبی فرمان داد بدی زشتی نهی کرد خدا ایمان داشت اهل کتاب آیینی ایمان آورد قطعا برایشان مؤمنند بیشتر فاسق‌اند 
3,111,اهل کتاب هرگز نمی‌توانند به شما زیان برسانند، جز آزاری اندک، و اگر با شما بجنگند، به شما پشت می‌کنند و می‌گریزند، سپس یاری نخواهند شد.,اهل کتاب هرگز توانست زیان رساند آزاری اندک جنگید گریخت یاری خواست 
4,41,پس آن هنگام که از هر امّتی، گواهی [بر اعمالشان] بیاوریم و تو را نیز بر آنان گواه گیریم، [حالشان] چگونه خواهد بود؟,امتی گواهی اعمال بیاوریم گواه گرفت حال خواست بود؟ 
4,72,و در میان شما کسانی هستند که [هم خود سستی می‌ورزند و هم] عامل کندی و دلسردی رزمندگان می‌شوند، هر گاه برای شما مشکلی پیش آید، می‌گوید: «خدا بر من منّت نهاده که همراه آنان [در جبهه] حضور نیافتم و شاهد [آن مصیبت] نبودم.»,سستی ورزید عامل کندی دلسردی رزمندگان مشکل آمد خدا منت نهاده همراه جبهه حضور یافت شاهد مصیبت بود 
4,73,و اگر فضل و غنیمتی از سوی خداوند به شما برسد، چنان که گویی میان شما و او هرگز دوستی نبوده [تا نفع شما را نفع خود بداند،] خواهد گفت: «ای کاش [در جهاد] با آنان بودم تا به رستگاریِ بزرگ می‌رسیدم.»,فضل غنیمت خداوند رسید چنان‌که گفت هرگز دوستی نبوده نفع نفع دانست خواست ای کاش جهاد بود رستگاری رسید 
5,5,امروز چیزهای پاکیزه برای شما حلال شد و [همچنین] غذایِ اهلِ کتاب برای شما حلال است و غذای شما برای آنها حلال. و [نیز ازدواج با] زنان پاکدامن از مسلمانان و زنان پاکدامن از اهل کتاب، به شرط آن که مهریه آنها را بپردازید و پاکدامن باشید، نه زناکار و نه گیرندگان دوست پنهان. و کسی که آنچه را باید به آن ایمان بیاورد، انکار کند، اعمال او باطل و بی‌اثر می‌گردد و در سرای دیگر از زیانکاران خواهد بود.,امروز چیزهای پاکیزه حلال غذای اهل کتاب حلال غذای حلال ازدواج زنان پاکدامن مسلمان زنان پاکدامن اهل کتاب شرط آن‌که مهریه پرداخت پاکدامن باشید زناکار گیرندگان دوست پنهان ایمان بیاورد انکار اعمال باطل بی‌اثر گشت سرود زیانکار خواست 
5,82,بی‌گمان یهودیان و مشرکان را سرسخت‌ترینِ مردم در دشمنیِ اهل ایمان می‌یابی. و نزدیک‌ترینشان را در دوستی با مؤمنان، کسانی می‌یابی که می‌گویند: «ما نصارا هستیم.» این [دوستی] به آن جهت است که برخی از آنان کشیشان و راهبانی [حق‌جو] هستند و آنان [در برابر حق] تکبّر نمی‌ورزند.,بی‌گمان یهود مشرک سرسخت مردم دشمنی اهل ایمان یابید نزدیک‌ترینشان دوستی مؤمنان یابید نصارا دوستی جهت کش راهبانی حق‌جو حق تکبر ورزید 
