sureh,ayeh,matn,processed matn
2,205,و چون از تو روی گرداند [یا به قدرت و حکومت رسد]، برای فساد در زمین تلاش می‌کند و کشت و زرع و نسلِ انسان را نابود می‌سازد و خداوند فساد و تبهکاری را دوست ندارد.,گرداند قدرت حکومت رسید فساد زمین تلاش کشت زرع نسل انسان نابود ساخت خداوند فساد تبهکار دوست 
4,79,[ای انسان!] هر نیکی به تو برسد، از خداست و هر بدی به تو برسد، از خودِ توست. و [ای پیامبر!] ما تو را برای مردم به رسالت فرستادیم و گواهی خدا [در این باره] کافی است.,ای انسان نیکی رسید خداست بدی رسید توس و پیامبر مردم رسالت فرستاد گواهی خدا 
6,128,و روزی که خداوند، همه را گرد می‌آورد، [سپس به جنّیان خطاب می‌فرماید:] ای گروه جنّ! شما از انسان‌ها [پیروان] بسیاری یافتید. و دوستان ایشان از نسل بشر می‌گویند: «پروردگارا! ما انسان‌ها و شیاطین از یکدیگر بهره گرفتیم و اینک به سرانجامی که برایمان قرار داده بودی، رسیدیم.» خدا می‌فرماید: آتش جایگاه شماست که همیشه در آن خواهید بود، مگر آن که خداوند بخواهد [و شما را ببخشاید]. همانا پروردگار تو حکیم و داناست.,روزید خداوند گرد آورد جنیان خطاب فرمود ای گروه جن انسان پیروان یافت دوستان نسل بشر پروردگارا انسان شیاطین بهره گرفت اینک سرانجامی برایمان قرار بود رسید خدا فرمود آتش جایگاه شماست خواست مگر آن‌که خداوند خواست بخشایید همانا پروردگار حکیم داناست 
10,12,و هنگامی که ضرری به انسان برسد، در حالی که به پهلو خوابیده، یا نشسته و یا ایستاده است، ما را می‌خواند؛ ولی چون ضرر را از او برطرف ساختیم، چنان به راه خود می‌رود که گویی هرگز ما را برای گرفتاری که به وی رسیده بود، نخوانده است! این‌گونه برای اسرافکاران، عملشان زیبا جلوه می‌کند.,هنگامی‌که ضرری انسان رسید پهلو خوابیده نشسته ایستاده می‌خواند؛ ضرر برطرف ساخت چنان گفت هرگز گرفتاری رسیده نخوانده این‌گونه اسرافکاران عمل زیبا جلوه 
11,9,و اگر به انسان، از جانب خود نعمتی بچشانیم، سپس آن را از او بازپس‌گیریم، او نومید و ناسپاس خواهد بود.,انسان جانب نعمتی بچشانیم بازپس‌گیریم نومید ناسپاس خواست 
15,27,و قبل از انسان، جنّ را از آتشی سوزان و نافذ آفریدیم.,انسان جن آتشی سوزان نافذ آفرید 
16,9,و بر خداست که راه میانه [و مستقیم را به مردم نشان دهد،] و برخی از راه‌ها منحرف است. و اگر خداوند بخواهد، همه‌ی شما را [به اجبار] هدایت می‌کند. [ولی سنت خداوند بر آزاد گذاشتن انسان‌هاست.],خداست میانه مستقیم مردم نشان راه منحرف خداوند خواست همه اجبار هدایت سنت خداوند آزاد گذاشت انسان‌هاست 
17,11,و انسان، همان‌گونه كه نیکی را می‌طلبد، بدی را هم می‌طلبد. و انسان همواره عجول است.,انسان همان‌گونه نیکی طلبید بدی طلبید انسان عجول 
17,53,و به بندگانم بگو: سخنی بگویند كه نیكوتر است، چرا كه شیطان میان آنان فتنه و فساد می‌كند. شیطان همواره برای انسان، دشمنی آشكار بوده است.,بندگان بگو سخنی گفت نیکو شیطان فتنه فساد شیطان انسان دشمنی آشکار 
17,83,و هرگاه به انسان نعمتی عطا كردیم، [از ما] روی‌گرداند و خود را مغرورانه از ما دور كند. و چون گزندی به او برسد، مأیوس و نومید می‌شود.,هرگاه انسان نعمتی عطا کرد روی‌گرداند مغرورانه گزند رسید مأیوس نومید 
