sureh,ayeh,matn,processed matn
1,2,سپاس و ستایش مخصوص خداوندی است که پروردگار جهانیان است.,سپاس ستایش مخصوص خداوندی پروردگار جهانیان 
6,1,ستایش مخصوص خداوندی است که آسمان‌ها و زمین را آفرید و تاریکی‌ها و روشنی را قرار داد، امّا کافران [دیگران را] با پروردگارشان برابر و همتا می‌گیرند.,ستایش مخصوص خداوندی آسمان زمین آفرید تاریکی روشنی قرار کافر پروردگار همتا گرفت 
6,45,پس ریشه‌ی گروه ستمکار بریده شد. و سپاس، مخصوص خداوندی است که پروردگار جهانیان است.,ریشه گروه ستمکار بریده سپاس مخصوص خداوندی پروردگار جهانیان 
10,10,دعا و نیایش آنان در بهشت، این است که: «خدایا! تو پاک و منزّهی!» و درودشان در آنجا، سلام است و پایان نیایش آنان این است که: «سپاس و ستایش مخصوص خداوندی است که پروردگار جهانیان است.»,دعا نیایش بهشت خدایا پاک منزه درود سلام پایان نیایش سپاس ستایش مخصوص خداوندی پروردگار جهانیان 
14,39,ستایش خداوندی را که در پیری، اسماعیل و اسحاق را به من عطا فرمود. قطعاً پروردگارم شنونده دعاست [و آن را مستجاب می‌کند].,ستایش خداوندی پیری اسماعیل اسحاق عطا فرمود قطعا پروردگار شنونده دعاست مستجاب 
17,111,و بگو: «ستایش از آنِ خداوندی است كه نه فرزندی برای خود گرفته است، و نه در حاكمیت، شریكی برای او بوده، و نه هرگز به خاطر ذلّت و ناتوانی، یاوری گرفته است.» و او را چنان كه باید، بزرگ بشمار.,بگو ستایش خداوندی فرزندی حاکمیت شریکی هرگز خاطر ذلت ناتوانی یاوری چنان‌که بشمار 
18,1,ستایش مخصوص خدایی است كه كتاب بر بنده‌ی خود نازل كرد و برای آن هیچ‌گونه انحرافی قرار نداد.,ستایش مخصوص خدایی کتاب بنده نازل هیچ‌گونه انحرافی قرار داد 
20,8,خدایی که معبودی جز او نیست. نیکوترینِ نام‌ها مخصوص اوست.,خدایی معبود نیکو نام مخصوص اوست 
22,24,و [بهشتیان] به گفتار پاک [و دلنشین] هدایت می‌شوند. و به راه خداوندی که شایسته ستایش است، راهنمایی می‌گردند.,بهشتیان گفتار پاک دلنشین هدایت خداوندی شایسته ستایش راهنمایی گشت 
23,116,پس برتر است خداوندی که فرمانروای حقّ است. معبودی جز او نیست، او پروردگار عرش گران‌قدر است.,برتر خداوندی فرمانروا حق معبود پروردگار عرش گران‌قدر 
27,15,و به راستی به داود و سلیمان، دانشی [ویژه] عطا کردیم، و آن دو گفتند: «ستایش، مخصوص خداوندی است که ما را بر بسیاری از بندگان مؤمنش برتری بخشید.»,راستی داوید سلیمان دانشی عطا کرد گفت ستایش مخصوص خداوندی بندگان مؤمن برتری بخشید 
27,26,خداوندی که معبودی جز او نیست. پروردگار عرش بزرگ است.,خداوندی معبود پروردگار عرش 
28,70,اوست خدایی که معبودی جز او نیست. ستایش در دنیا و آخرت مخصوص اوست. حاکمیت تنها از آنِ اوست و به سوی او بازگردانده می‌شوید.,اوست خدایی معبود ستایش دنیا آخرت مخصوص اوست حاکمیت اوست بازگردانده شد 
30,18,و سپاس و ستایش در آسمان‌ها و زمین، مخصوص اوست. و [نیز] در پایان روز، و آن‌گاه که به نیمروز درمی‌آیید.,سپاس ستایش آسمان زمین مخصوص اوست پایان روز آن‌گاه نیمروز درمی‌آیید 
34,1,ستایش مخصوص خدایی است که آنچه در آسمان‌ها و آنچه در زمین است، از آنِ اوست. و در آخرت [نیز] حمد و ستایش تنها برای اوست. و اوست حکیمِ آگاه.,ستایش مخصوص خدایی آسمان زمین اوست آخرت حمد ستایش اوست اوست حکیم آگاه 
35,1,ستایش، مخصوص خداوندی است که آفریدگار آسمان‌ها و زمین است. فرشتگان را که دارای بال‌های دوگانه و سه‌گانه و چهارگانه هستند، رسولانی قرارداد. او هر چه را بخواهد، در آفرینش می‌افزاید. خداوند بر هر کاری تواناست.,ستایش مخصوص خداوندی آفریدگار آسمان زمین فرشتگ بال دوگانه سه‌گانه چهارگانه رسولان قرارداد خواست آفرینش افزود خداوند کاشت تواناست 
35,34,و می‌گویند: «سپاس برای خداوندی است که اندوه را از [دل] ما برد. پروردگار ما آمرزنده و سپاسگزار است.,سپاس خداوندی اندوه دل برد پروردگار آمرزنده سپاسگزار 
37,182,و سپاس و ستایش مخصوص خداوندی است که پروردگار جهانیان است.,سپاس ستایش مخصوص خداوندی پروردگار جهانیان 
39,75,و فرشتگان را می‌بینی که گرد عرش حلقه زده‌اند، پروردگارشان را همراه ستایش، تسبیح می‌گویند. و میان اهل محشر به حقّ داوری می‌شود و [بهشتیان همراه با فرشتگان] گویند: «سپاس و ستایش مخصوص خداوندی است که پروردگار جهانیان است.»,فرشتگ دید گرد عرش حلقه زد پروردگار همراه ستایش تسبیح اهل محشر حق داوری بهشتیان همراه فرشتگ گفت سپاس ستایش مخصوص خداوندی پروردگار جهانیان 
40,7,فرشتگانی که عرش [خدا] را حمل می‌کنند و آنان که اطراف آن هستند، پروردگارشان را با سپاس و ستایش، تسبیح می‌کنند و به او ایمان دارند. و برای مؤمنان، آمرزش می‌خواهند [و می‌گویند:] «پروردگارا! رحمت و علم تو همه چیز را فراگرفته است، پس کسانی را که توبه کردند و راه تو را پیروی نمودند بیامرز و آنان را از عذاب دوزخ نگاه دار!,فرشتگانی عرش خدا حمل اطراف پروردگار سپاس ستایش تسبیح ایمان مؤمنان آمرزش خواست پروردگارا رحمت علم فراگرفته توبه پیروی نمود بیامرز عذاب دوزخ نگاه 
40,65,اوست زنده‌ای که جز او معبودی نیست. پس او را در حالی بخوانید که دین را برایش خالص کرده‌اید. سپاس و ستایش مخصوص خداوندی است که پروردگار جهانیان است.,اوست زنده معبود خواند دین برایش خالص کرد سپاس ستایش مخصوص خداوندی پروردگار جهانیان 
45,36,پس سپاس و ستایش مخصوص خداوند است، پروردگار آسمان‌ها و پروردگار زمین، پروردگار جهانیان.,سپاس ستایش مخصوص خداوند پروردگار آسمان پروردگار زمین پروردگار جهانیان 
50,39,پس بر آنچه [مخالفان] می‌گویند، شکیبا باش! و پیش از طلوع خورشید و پیش از غروب، پروردگارت را با سپاس و ستایش، تسبیح گوی!,مخالف شکیبا باش طلوع خورشید غروب پروردگار سپاس ستایش تسبیح‌گوی 
110,3,پس پروردگارت را با سپاس و ستایش به پاکی یادکن و از او آمرزش بخواه که او همواره توبه‌پذیر است.,پروردگار سپاس ستایش پاکی یادکن آمرزش بخواه توبه‌پذیر 
