sureh,ayeh,matn,processed matn
2,26,خداوند پروا ندارد از این که به پشه‌ای یا فراتر از آن [در کوچکی] مثال بزند، پس آنهایی که ایمان دارند، می‌دانند که آن [مثال، گویای] حقیقتی است از طرف پروردگارشان، ولی کسانی که کفر ورزیده‌اند، [بهانه‌جویی کرده،] می‌گویند: «خداوند از این مثل چه منظوری داشته است؟» [آری،] خداوند بسیاری را بدان [مثال] گمراه و بسیاری را بدان هدایت می‌فرماید. [امّا آگاه باشید که] خداوند جز افراد فاسق را بدان گمراه نمی‌کند.,خداوند پروا این‌که پشه فراتر کوچکی مثال زد آنهایی ایمان دانست مثال گویا حقیقتی پروردگار کفر ورزید بهانه‌جویی خداوند منظور است؟ آری خداوند بدان مثال گمراه بدان هدایت فرمود آگاه باشید خداوند فاسق بدان گمراه کرد 
2,33,[خداوند] فرمود: «ای آدم! فرشتگان را از نام‌های آنان خبر ده!» پس چون آدم آنها را از نام‌هایشان خبر داد، خداوند فرمود: «آیا به شما نگفتم که اسرار آسمان‌ها و زمین را می‌دانم و آنچه را آشکار می‌کنید و آنچه را پنهان می‌داشتید، می‌دانم؟»,خداوند فرمود ای آدم فرشتگ نام خبر ده آدم نام خبر خداوند فرمود گفت اسرار آسمان زمین دانست آشکار کرد پنهان داشت می‌دانم؟ 
2,42,و حقّ را با باطل نپوشانید و حقیقت را با این که می‌دانید، کتمان نکنید.,حق باطل پوشاند حقیقت این‌که دانست کتمان کرد 
2,46,آنان که می‌دانند به پیشگاه پروردگارشان حاضر خواهند شد و به سوی او بازمی‌گردند.,دانست پیشگاه پروردگار حاضر خواست بازمی‌گردند 
2,57,و ابر را بر شما سایبان ساختیم و مَنّ و سَلوی را برای شما فرستادیم [و گفتیم]: «از نعمت‌های پاکیزه‌ای که به شما روزی دادیم بخورید». [ولی آنها با بهانه‌جویی‌های خود، کفران نعمت کردند. بدانید که] آنها به ما ستم نکردند، بلکه به خودشان ستم نمودند.,ابر سایبان ساخت سلوی فرستاد گفت نعمت پاکیزه روزید داد خورد بهانه‌جویی کفران نعمت دانست ستم کرد خودشان ستم نمود 
2,77,آیا نمی‌دانند که خداوند آنچه را پنهان می‌دارند و آنچه را آشکار می‌کنند، می‌داند؟!,دانست خداوند پنهان داشت آشکار می‌داند؟ 
2,78,و پاره‌ای از آنان (یهودیان) عوامانی هستند که کتاب خدا را جز [مشتی خیالات و] آرزوها نمی‌دانند و تنها به پندارهایشان دل بسته‌اند.,پاره‌ای (یهودیان) عوامان کتاب خدا مشت خیالات آرزوها دانست پندار دل بست 
2,106,هر [حکم و] آیه‌ای را نَسخ کنیم و یا [نزول] آن را به تأخیر اندازیم، بهتر از آن، یا همانند آن را می‌آوریم، آیا نمی‌دانی که خدا بر هر چیزی تواناست؟,حکم آیه نسخ نزول تأخیر انداخت همانند آورد دانست خدا تواناست؟ 
2,148,و هر امّتی قبله‌ای دارد که به آن سوی رو می‌کند. پس [درباره‌ی جهتِ قبله گفتگو نکنید و به جای آن] در نیکی‌ها و اعمال خیر بر یکدیگر سبقت جویید. [و بدانید] هر جا که باشید، خداوند همه شما را [در محشر] حاضر می‌کند، همانا خداوند بر هر کاری تواناست.,امتی قبله درباره جهت قبله گفتگو کرد نیکی اعمال خیر سبقت جست دانست باشید خداوند محشر حاضر همانا خداوند کاشت تواناست 
2,169,[شیطان،] شما را فقط به بدی و زشتی فرمان می‌دهد و این‌که آنچه را نمی‌دانید، به خدا نسبت دهید.,شیطان بدی زشتی فرمان این‌که دانست خدا داد 
