sureh,ayeh,matn,processed matn
2,21,ای مردم! پروردگارتان را که شما و پیشینیان شما را آفرید، پرستش کنید تا اهل تقوا شوید.,ای مردم پروردگار پیشینیان آفرید پرستش اهل تقوا شد 
2,179,ای صاحبان خرد! قصاص برای شما، مایه‌ی حیات است. باشد که شما تقوا پیشه کنید.,ای صاحبان خرد قصاص مایه حیات تقوا پیشه 
2,278,ای کسانی که ایمان آورده‌اید! تقوای الهی پیشه کنید و آنچه را از ربا باقی مانده است، رها کنید، اگر ایمان دارید.,ای ایمان آورد تقوا الهی پیشه ربا باقی‌مانده رها ایمان داشت 
3,179,خداوند بر آن نیست که [شما] مؤمنان را به همین‌گونه که اکنون هستید، رها کند، مگر این که [با پیش آوردن آزمایش‌های پی در پی،] ناپاک را از پاک جدا سازد. و خداوند بر آن نیست که شما را بر غیب آگاه کند، [تا مؤمنان و منافقان را از این راه بشناسید،] بلکه از میان پیامبرانش [نیز]، هر کس را بخواهد [برای آگاهی از غیب] برمی‌گزیند، پس به خدا و پیامبرانش ایمان آورید و [بدانید] اگر ایمان بیاورید و تقوا پیشه کنید، برای شما پاداش بزرگی خواهد بود.,خداوند مؤمنان همین‌گونه  رها مگر این‌که آوردن آزمایش ناپاک پاک جدا ساخت خداوند غیب آگاه مؤمنان منافق شناخت پیامبرانش کس خواست آگاهی غیب برمی‌گزیند خدا پیامبرانش ایمان آورد دانست ایمان بیاورید تقوا پیشه پاداش بزرگی خواست 
5,65,و اگر اهل کتاب ایمان می‌آوردند و تقوا پیشه می‌کردند، گناهانشان را می‌بخشیدیم و آنها را در باغ‌های پرنعمت بهشت وارد می‌ساختیم.,اهل کتاب ایمان آورد تقوا پیشه گناهانشان بخشید باغ پرنعمت بهشت ساخت 
7,96,و اگر ساکنان که در شهرها و آبادی‌ها، ایمان بیاورند و تقوا پیشه کنند، برکات آسمان و زمین را بر آنها می‌گشاییم؛ ولی [آنها حقایق را] تکذیب کردند، ما هم آنان را به کیفر اعمالشان مجازات کردیم.,ساکن شهر آبادی ایمان بیاورند تقوا پیشه برکات آسمان زمین می‌گشاییم؛ حقایق تکذیب کیفر اعمال مجازات کرد 
7,164,و هنگامی که گروهی از آنها گفتند: «چرا جمعی [گنهکار] را اندرز می‌دهید که سرانجام خدا آنها را هلاک خواهد کرد و یا به عذاب شدیدی گرفتار خواهد ساخت [آنها را به حال خود واگذارید تا نابود شوند].» گفتند: این اندرزها] برای آن است که عذری به پیشگاه پروردگارتان داشته باشیم [که وظیفه امر به معروف و نهی از منکر را انجام دادیم]. به علاوه، شاید آنها [هشدارهای ما را بپذیرند و از گناه بازایستند و] تقوا پیشه کنند.»,هنگامی‌که گفت گنهکار اندرز داد سرانجام خدا هلاک خواست عذاب شدید گرفتار خواست ساخت واگذاشت نابود گفت اندرز عذری پیشگاه پروردگار باشید وظیفه معروف نهی منکر انجام داد هشدار پذیرفت گناه بازایستند تقوا پیشه 
7,201,کسانی که تقوا پیشه کرده‌اند، هرگاه وسوسه‌های شیطانی به آنان نزدیک شود، متوجّه می‌شوند [و خدا را یاد می‌کنند]، آن‌گاه بینا می‌گردند.,تقوا پیشه کرد هرگاه وسوسه شیطانی متوجه خدا یاد آن‌گاه بینا گشت 
8,29,ای کسانی که ایمان آورده‌اید! اگر تقوای الهی پیشه کنید، خداوند برایتان فرقانی [که نیروی شناخت حقّ از باطل باشد،] قرار می‌دهد و بدی‌هایتان را می‌پوشاند و شما را می‌آمرزد و خداوند صاحب فضل و بخشش بزرگ است.,ای ایمان آورد تقوا الهی پیشه خداوند برا فرقان نیروی شناخت حق باطل قرار بدی پوشاند می‌آمرزد خداوند صاحب فضل بخشش 
12,57,و قطعاً برای کسانی که ایمان آورده و همواره تقوا پیشه کرده‌اند، پاداش آخرت بهتر است.,قطعا ایمان آورده تقوا پیشه کرد پاداش آخرت 
12,90,گفتند: «آیا به راستی تو همان یوسفی؟!» گفت: « [آری!] من یوسفم، و این برادرم [بنیامین]، که خداوند بر ما منّت گذارده است. بی‌گمان هر کس تقوا پیشه کند، و شکیبایی ورزد، خداوند پاداش [این] نیکوکاران را تباه نمی‌سازد.»,گفت راستی یوسفی؟ آری یوسف برادر بنیامین خداوند منت گذارده بی‌گمان کس تقوا پیشه شکیبایی ورزید خداوند پاداش نیکوکار تباه ساخت 
12,109,و ما پیش از تو نیز، مردانی از اهالی شهرها و روستاها را [به پیامبری] فرستادیم، و به آنها وحی می‌کردیم. آیا [مخالفان حق‌] در زمین نمی‌گردند تا ببینند سرانجام کسانی که پیش از آنان بوده‌اند، چگونه شد؟ و قطعاً سرای آخرت برای کسانی که تقوا پیشه کرده‌اند، بهتر است. آیا نمی‌اندیشید؟,مردانی اهالی شهر روستا پیامبری فرستاد وحی کرد مخالف حق زمین گشت دید سرانجام بود شد؟ قطعا سرود آخرت تقوا پیشه کرد نمی‌اندیشید؟ 
13,35,مثال بهشتی که به پرهیزکاران وعده داده شده، [چنین است که] نهرها از زیر [درختان] آن جاری است. میوه‌ها و سایه‌اش دائمی است. این است عاقبت کسانی که تقوا پیشه کردند. و سرانجامِ کافران آتش است.,مثال بهشتی پرهیزکار وعده داده‌شده نهر درختان میوه سایه دائمی عاقبت تقوا پیشه سرانجام کافر آتش 
16,128,زیرا که خداوند با کسانی است که تقوا پیشه کردند و [با] کسانی [است] که آنان نیکوکارند.,خداوند تقوا پیشه نیکوکارند 
33,55,بر زنان، [نداشتن حجاب] در [برابر] پدران و پسران و برادران و پسران برادر و پسران خواهر، و دیگر زنان [مسلمان] و کنیزانشان گناهی نیست. و تقوای الهی پیشه کنید؛ زیرا خداوند همواره بر هر چیزی گواه است.,زنان نداشتن حجاب پدران پسر برادر پسر برادر پسر خواهر زنان مسلمان کنیزانشان گناهی تقوا الهی پیشه کنید؛ خداوند گواه 
33,70,ای کسانی که ایمان آورده‌اید! تقوای الهی پیشه کنید و سخن استوار بگویید.,ای ایمان آورد تقوا الهی پیشه سخن استوار گفت 
39,61,و خداوند کسانی را که تقوا پیشه کرده‌اند، به سبب کارهایی که مایه‌ی رستگاریشان بود، نجات می‌دهد، در حالی که هیچ بدی به آنان نمی‌رسد و اندوهگین هم نمی‌شوند.,خداوند تقوا پیشه کرد کارهایی مایه رستگار نجات بدی رسید اندوهگین شد 
47,36,زندگانی دنیا، تنها بازیچه و سرگرمی است و اگر ایمان بیاورید و تقوا پیشه کنید، خداوند به شما پاداش می‌دهد و همه‌ی اموالتان را از شما نمی‌خواهد.,زندگانی دنیا بازیچه سرگرمی ایمان بیاورید تقوا پیشه خداوند پاداش همه اموال خواست 
54,27,ما برای آزمایش آنان آن ماده شتر را می‌فرستیم. پس مراقب [پایان] کار آنان باش و شکیبایی پیشه کن.,آزمایش ماده شتر فرستاد مراقب پایان کار باش شکیبایی پیشه کن 
81,28,برای هر کس از شما که بخواهد راستی و درستی پیشه کند.,کس خواست راستی درستی پیشه 
92,17,ولی با تقواترین [مردم] از آن دور داشته خواهد شد.,تقوا مردم خواست 
