sureh,ayeh,matn,processed matn
2,52,آن‌گاه پس از آن [انحراف] از شما درگذشتیم تا شاید شکر [این نعمت را] به جای آورید.,آن‌گاه انحراف درگذشت شکر نعمت آورد 
3,44,[ای پیامبر!] اینها از خبرهای غیبی است که ما به تو وحی می‌کنیم، حال آن که تو نزد آنان نبودی، آن‌گاه که قلم‌های خود را [برای قرعه‌کشی] می‌افکندند تا کدام یک کفالت و سرپرستیِ مریم را بر عهده بگیرد. و نزد آنها نبودی آن‌گاه که [برای کسب افتخار سرپرستی مریم] با هم کشمکش می‌کردند.,ای پیامبر اینها خبرهای غیبی وحی آن‌که نزد بود آن‌گاه قلم قرعه‌کشی افکند کدام‌یک کفالت سرپرستی مریم گرفت نزد بود آن‌گاه کسب افتخار سرپرستی مریم کشمکش 
3,122,آن‌گاه که دو گروه از شما بر آن شدند که [در جنگ] سستی نمایند [و از وسط راه بازگردند]، حال آن که خداوند یاور آنان بود، پس مؤمنان باید تنها بر خدا توکل کنند.,آن‌گاه گروه جنگ سستی نمایند وسط بازگشت آن‌که خداوند یاور مؤمنان خدا توکل 
5,110,[به یاد آور] زمانی که خداوند فرمود: ای عیسی پسر مریم! نعمتم را بر تو و بر مادرت یاد کن. آن‌گاه که تو را با روح‌القدس [جبرئیل] تأیید کردم. در گهواره [به اعجاز] و در بزرگسالی [به وحی] با مردم سخن گفتی و آن‌گاه که کتاب و حکمت و تورات و انجیل را به تو آموختم و به اذن من از گِل [چیزی] به صورت پرنده ساختی و در آن دمیدی، پس با اذن من پرنده‌ای شد و با اذن من کور مادرزاد و پیسی گرفته را شفا می‌دادی و آن‌گاه که به اذن من، مردگان را [زنده] از گور بیرون می‌آوردی و [به یاد آور] زمانی که [دستِ ظلمِ] بنی‌اسرائیل را از تو کوتاه کردم، آن‌گاه که تو دلایل روشن برایشان آوردی، پس کافرانِ از ایشان [درباره‌ی معجزات تو] گفتند: «این، چیزی جز سحر آشکار نیست.»,یاد آور زمانی خداوند فرمود ای عیسی پسر مریم نعم مادر یاد کن آن‌گاه روح‌القدس جبرئیل تأیید گهواره اعجاز بزرگسالی وحی مردم سخن گفت آن‌گاه کتاب حکمت تورات انجیل آموخت اذن گل صورت پرنده ساختی دمید اذن پرنده اذن کور مادرزاد پیسی شفا داد آن‌گاه اذن مردگان زنده گور آورد یاد آور زمانی دست ظلم بنی‌اسرائیل کوتاه آن‌گاه دلایل روشن برایشان آورد کافر درباره معجزات گفت سحر آشکار 
6,44,پس چون اندرزهایی را که به آنان داده شده بود، فراموش کردند، درهای هر گونه نعمت را به رویشان گشودیم، تا آن‌گاه که به آنچه داده شدند، دل خوش کردند، ناگهان آنان را [به کیفر] گرفتیم، پس یک‌باره محزون و نومید گردیدند.,اندرز داده‌شده فراموش در نعمت رو گشود آن‌گاه دل‌خوش ناگهان کیفر گرفت یک‌باره محزون نومید گردیدند 
12,35,آن‌گاه، با این که نشانه‌ها [و دلایلی بر پاکدامنی یوسف] دیدند، تصمیم گرفتند که او را تا مدتی زندانی کنند.,آن‌گاه این‌که نشانه دلایل پاکدامنی یوسف دید تصمیم گرفت مدتی زندانی 
15,52,آن‌گاه که بر او وارد شدند و سلام کردند. [ابراهیم] گفت: «ما از شما بیمناکیم!»,آن‌گاه سلام ابراهیم بیمناک 
16,4,او انسان را از نطفه‌ای آفرید، پس آن‌گاه او آشکارا با [خداوند] دشمنی می‌ورزد.,انسان نطفه آفرید آن‌گاه آشکارا خداوند دشمنی ورزید 
17,75,آن‌گاه دو برابر [كیفر مشركان] در زندگی، و دو برابر در مرگ، عذابت می‌چشاندیم. و برای خویش در برابر قهر ما یاوری نمی‌یافتی.,آن‌گاه کیفر مشرک زندگی مرگ عذاب می‌چشاندیم قهر یاوری یافت 
17,94,و آن‌گاه كه هدایت به سراغ مردم آمد، چیزی مردم را از ایمان آوردن بازنداشت، جز آن كه گفتند: «آیا خداوند، بشری را به عنوان پیامبر، برانگیخته است؟»,آن‌گاه هدایت سراغ مردم مردم ایمان آوردن بازنداشت آن‌که گفت خداوند بشری عنوان پیامبر برانگیخته است؟ 
18,10,آن‌گاه که آن جوانمردان [از شرّ حکومت طاغوت‌] به غار پناه بردند، گفتند: «پروردگارا! از سوی خود رحمتی به ما عطا کن و برای ما [زمینه‌ی‌] رشدی در کارمان فراهم ساز!»,آن‌گاه جوانمرد شر حکومت طاغوت غار پناه برد گفت پروردگارا رحمت عطا کن زمینه رشدی کار فراهم 
18,16,و آن‌گاه که از مشرکان و آنچه جز خدا می‌پرستند، فاصله گرفتید، پس به غار پناه برید، تا پروردگارتان رحمت خود را برای شما بگسترد، و در کارتان برای شما آسایشی فراهم آورد.»,آن‌گاه مشرک خدا پرستید فاصله گرفت غار پناه برد پروردگار رحمت گسترد کار آسایش فراهم 
18,39,و چرا آن‌گاه که وارد باغت شدی، نگفتی: آنچه خدا بخواهد [همان شود!] هیچ نیرویی جز به [قدرت] خدا نیست. اگر مرا از نظر مال و فرزند، کمتر از خویش می‌بینی،,آن‌گاه باغ شد گفت خدا خواست نیرویی قدرت خدا مرا مال فرزند کمتر دید 
18,86,تا آن‌گاه که به غروب‌گاهِ خورشید رسید. [غروب‌] خورشید را چنان یافت که در چشمه‌ای تیره و گل‌آلود فرومی‌رود و نزد آن قومی را یافت [که فساد و ستم می‌کردند]. گفتیم: «ای ذوالقرنین! یا [آنها را] عذاب می‌کنی و یا میان آنان نیکی در پیش می‌گیری [و همه را می‌بخشایی].»,آن‌گاه غروب‌گاه خورشید غروب خورشید چنان چشمه تیره گل‌آلود فرومی‌رود نزد قومی فساد ستم گفت ای ذوالقرنین عذاب کرد نیکی گرفت بخشایید 
18,93,تا آن‌گاه که به میان دو کوه رسید، پشت آن دو کوه، مردمی را یافت که گویا هیچ سخنی رانمی‌فهمیدند.,آن‌گاه کوه کوه مردمی گویا سخنی رانمی‌فهمیدند 
18,96,برای من پاره‌های آهن بیاورید [و در شکاف این دو کوه بریزید.]» تا آن‌گاه که میان دو کوه هم سطح و برابر شد. آن‌گاه گفت: «[اینک آتش بیفروزید و در کوره‌ها] بدمید.» تا وقتی که آن‌ها را [مانند] آتشی [سرخ] گرداند. گفت: «[اکنون] مس گداخته بیاورید تا روی آهن‌ها[ی مذاب] بریزم.»,پاره آهن بیاورید شکاف کوه برشت آن‌گاه کوه هم‌سطح آن‌گاه اینک آتش بیفروزید کوره بدمید وقتی‌که آن آتشی سرخ گرداند مس گداخته بیاورید آهن مذاب برشت 
19,11,آن‌گاه [زكریا] از محراب عبادت به سوی مردمش بیرون شد، پس به آنان اشاره كرد كه: بامدادان و شامگاهان خدا را تسبیح گویید.»,آن‌گاه زکریا محراب عبادت مردم اشاره بامدادان شامگاهان خدا تسبیح گفت 
19,17,آن‌گاه دور از دیگران، برای خود پرده‌ای قرار داد. پس ما روح [الامین] خود، [جبرئیل] را به سوی او فرستادیم که به شكل انسانی خوش‌اندام بر او نمایان شد.,آن‌گاه پرده قرار روح‌الامین جبرئیل فرستاد شکل انسانی خوش‌اندام نمایان 
19,59,آن‌گاه پس از آنان، جانشینان بد و ناشایستی آمدند که نماز را تباه کردند و هوس‌ها را پی گرفتند. پس به زودی [کیفر] گمراهی خود را خواهند دید.,آن‌گاه جانشین بد ناشایست آمد نماز تباه هوس گرفت زودی کیفر گمراهی خواست دید 
19,66,و انسان می‌گوید: «آیا آن‌گاه که مردم، دوباره زنده [از خاک‌] بیرونم می‌آورند؟»,انسان آن‌گاه مردم زنده خاک بیرون می‌آورند؟ 
19,70,آن‌گاه ما بهتر می‌دانیم چه کسانی برای سوختن در دوزخ سزاوارترند.,آن‌گاه دانست سوختن دوزخ سزاوارترند 
20,38,آن‌گاه که به مادرت آنچه را باید الهام کرد، وحی کردیم.,آن‌گاه مادر الهام وحی کرد 
20,50,[موسی] گفت: «پروردگار ما کسی است که هر چیزی را، آفرینشی که درخور اوست، عطا کرد و آن‌گاه [آن را به راه کمال] هدایت فرمود.»,موسی پروردگار آفرینش درخور اوست عطا آن‌گاه کمال هدایت فرمود 
20,104,[البتّه] ما به آنچه آنها می‌گویند، داناتریم، آن‌گاه که بهترینِ آنان در رفتار، می‌گوید: «شما یک روز [بیشتر] درنگ نکردید!»,داناتریم آن‌گاه رفتار روز درنگ کرد 
21,96,تا آن‌گاه که [راه بر] یأجوج و مأجوج [با شکستن سدّ] گشوده شود و آنان از هر بلندی بتازند و به شتاب سرازیر شوند.,آن‌گاه یأجوج مأجوج شکستن سد گشوده لندید تاخت شتاب سرازیر 
23,16,آن‌گاه روز قیامت برانگیخته می‌شوید.,آن‌گاه روز قیامت برانگیخته شد 
23,42,آن‌گاه پس از [نابودی] این گروه، نسل‌های دیگری پدید آوردیم.,آن‌گاه نابودی گروه نسل پدید آورد 
23,99,[آنها به کردارهای زشت ادامه می‌دهند،] تا زمانی که مرگ به سراغ یکی از آنان آید، [آن‌گاه] می‌گوید: «پروردگارا! مرا بازگردان!,کردار زشت ادامه زمانی مرگ سراغ آمد آن‌گاه پروردگارا مرا بازگردان 
24,15,آن‌گاه که از زبان یکدیگر [آن تهمت را] می‌گرفتید و با آنکه هیچ اطّلاعی از آن نداشتید، دهان به دهان می‌گفتید. و این را ساده و ناچیز می‌پنداشتید، در حالی که آن نزد خدا بزرگ است.,آن‌گاه زبان تهمت گرفت اطلاعی داشت دهان دهان گفت ساده ناچیز پنداشت نزد خدا 
25,42,اگر ما بر پرستش بت‌ها ایستادگی نمی‌کردیم، نزدیک بود که [او،] ما را از خدایانمان منحرف کند.» آن‌گاه که عذاب را ببینند، خواهند دانست که چه کسی گمراه‌تر است!,پرستش بت ایستادگی کرد خدایانمان منحرف آن‌گاه عذاب دید خواست گمراه 
26,46,آن‌گاه جادوگران بی‌اختیار به سجده درافتادند.,آن‌گاه جادوگر بی‌اختیار سجده درافتادند 
26,64,آن‌گاه گروه دیگر را [که لشكر فرعون بود،] به آنجا نزدیک كردیم.,آن‌گاه گروه لشکر فرعون کرد 
26,70,آن‌گاه كه به پدرش و قومش گفت: «شما چه می‌پرستید؟»,آن‌گاه پدرش قومش می‌پرستید؟ 
26,124,آن‌گاه كه برادرشان هود، به آنان گفت: «آیا پروا نمی‌كنید؟,آن‌گاه برادر هود پروا نمی‌کنید؟ 
26,142,آن‌گاه که برادرشان صالح به آنان گفت: «آیا پروا نمی‌کنید؟,آن‌گاه برادر صالح پروا نمی‌کنید؟ 
26,206,آن‌گاه عذاب موعود، به آنها خواهد رسید.,آن‌گاه عذاب موعود خواست 
27,28,این نامه‌ی مرا ببر و به سوی آنها بیفکن! آن‌گاه از آنان روی برتاب [و گوشه‌ای کمین کن]، پس بنگر چه پاسخی می‌دهند؟»,نامه مرا ببر بیفکن آن‌گاه برتاب گوشه کمین کن بنگر پاسخ می‌دهند؟ 
29,16,و [یاد کن] ابراهیم را. آن‌گاه که به قومش گفت: «خدا را بپرستید و از او پروا کنید. این برای شما بهتر است، اگر بدانید.,یاد کن ابراهیم آن‌گاه قومش خدا پرستید پروا دانست 
30,11,خداوند آفرینش را آغاز می‌کند، سپس آن را بازمی‌گرداند، آن‌گاه به سوی او بازگردانده می‌شوید.,خداوند آفرینش آغاز بازمی‌گرداند آن‌گاه بازگردانده شد 
30,52,[ای پیامبر! دل‌های اینان مرده است،] پس تو نمی‌توانی مردگان را شنوا کنی، و این دعوت را به گوش کران برسانی، آن‌گاه که پشت‌کنان روی می‌گردانند.,ای پیامبر دل اینان مرده توانست مردگان شنوا کرد دعوت گوش کران رساند آن‌گاه پشت‌کنان گرداند 
33,10,آن‌گاه که دشمنان از بالا و پایین [شهر] شما به سراغتان آمدند [و مدینه را محاصره کردند]، و آن‌گاه که چشم‌ها [از ترس] خیره شده بود و جان‌ها به حنجره‌ها رسیده بود، و شما به خداوند گمان‌ها[ی بد] می‌بردید.,آن‌گاه دشمن پایین شهر سراغ آمد مدینه محاصره آن‌گاه چشم ترس خیره جان حنجره رسیده خداوند گمان بد برد 
37,84,آن‌گاه که با قلبی سلیم به پیشگاه پروردگارش آمد.,آن‌گاه قلبی سلیم پیشگاه پروردگار 
37,124,آن‌گاه که به قوم خود گفت: «آیا [از خدا] پروا نمی‌کنید؟,آن‌گاه قوم خدا پروا نمی‌کنید؟ 
37,140,آن‌گاه که [از قوم خود] به سوی کشتیِ پر [از بار و مسافر] گریخت.,آن‌گاه قوم کشتی مسافر گریخت 
38,69,من دانشی به عالم بالا نداشتم، آن‌گاه که [فرشتگان درباره‌ی آفرینش آدم‌] مجادله می‌کردند.,دانشی عالم داشت آن‌گاه فرشتگ درباره آفرینش آدم مجادله 
38,71,آن‌گاه که پروردگارت به فرشتگان گفت: «من بشری از گِل می‌آفرینم.,آن‌گاه پروردگار فرشتگ بشری گل آفرید 
40,71,آن‌گاه که غل‌ها در گردن‌هایشان باشد و با زنجیرها کشیده می‌شوند.,آن‌گاه غل گردن زنجیر کشیده 
43,13,تا بر پشت آنها قرار گیرید. پس آن‌گاه که بر آنها سوار می‌شوید، نعمت پروردگارتان را یاد کنید و بگویید: «منزّه است آن که این [مرکب] را برای ما رام کرد وگرنه، ما توانایی این کار را نداشتیم.,قرار گرفت آن‌گاه سوار شد نعمت پروردگار یاد گفت منزه آن‌که مرکب رام وگرنه توانایی کار داشت 
46,6,و آن‌گاه که مردم محشور شوند، [معبودانی که مردم آنان را می‌خواندند،] با آنها دشمن خواهند بود و عبادتشان را انکار خواهند کرد.,آن‌گاه مردم محشور معبودانی مردم خواند دشمن خواست عبادت انکار خواست 
46,29,و آن‌گاه که گروهی از جنّ را به سوی تو روانه ساختیم تا قرآن را بشنوند، پس چون نزد آن حاضر شدند، گفتند: «خاموش باشید! [و گوش فرادهید.]» پس چون [شنیدن آیات] به انجام رسید، به سوی قوم خود بازگشتند تا آنان را هشدار دهند.,آن‌گاه جن روانه ساخت قرآن شنفت نزد حاضر گفت خاموش باشید گوش فرادهید شنیدن آیات انجام قوم بازگشت هشدار 
47,18,پس آیا [کافران] چشم به راه قیامت هستند، که ناگهان به سراغشان آید؟ در حالی که نشانه‌های آن آمده است. پس آن‌گاه که [رستاخیز] به سراغشان آید، متذکر شدن چه سودی برایشان خواهد داشت؟!,کافر چشم قیامت ناگهان سراغ آید؟ نشانه آن‌گاه رستاخیز سراغ آمد متذکر سودی برایشان خواست داشت؟ 
47,27,پس [حال آنان] چگونه خواهد بود، آن‌گاه که فرشتگان جانشان را بازگیرند، در حالی که به صورت و پشت آنان می‌کوبند.,خواست آن‌گاه فرشتگ جان بازگیرند صورت کفت 
48,22,و اگر کافران با شما بجنگند، حتماً پشت کرده، می‌گریزند. آن‌گاه هیچ سرپرست و یاوری نخواهند یافت.,کافر جنگید حتما گریخت آن‌گاه سرپرست یاوری خواست 
50,17,آن‌گاه که دو فرشته از راست و چپ، [در کمین] نشسته، [اعمال نیک و بد را] دریافت می‌کنند.,آن‌گاه فرشته راست چپ کمین نشسته اعمال نیک بد دریافت 
51,25,آن‌گاه که بر او وارد شدند، و گفتند: «سلام [بر تو]!» [ابراهیم در پاسخ] گفت: «سلام [بر شما که] گروهی ناشناسید.»,آن‌گاه گفت سلام ابراهیم پاسخ سلام ناشناسید 
51,43,و در [سرگذشت] قوم ثَمود [نیز نشانه‌های عبرتی است]، آن‌گاه که به آنان گفته شد: «تا زمانی کوتاه، [که سه روز بیشتر نیست، از زندگی] بهره ببرید.»,سرگذشت قوم ثمود نشانه عبرت آن‌گاه زمانی کوتاه روز زندگی بهره برد 
53,16,آن‌گاه که سدرة المنتهی را پوشاند، آن [نوری] که می‌پوشاند.,آن‌گاه سدرة المنتهی پوشاند نوری پوشاند 
53,32,کسانی که از گناهان بزرگ و زشتی‌های آشکار، مگر گناهان ناخواسته، پرهیز می‌کنند، بی‌شک آمرزش پروردگارت گسترده است. او به شما داناتر است، آن‌گاه که شما را از زمین پدید آورد و آن‌گاه که شما در شکم مادرانتان جنین بودید. پس خود را بی‌عیب نشمارید که او به تقواپیشگان داناتر است.,گناه زشتی آشکار مگر گناه ناخواسته پرهیز بی‌شک آمرزش پروردگار گسترده دانا آن‌گاه زمین پدید آن‌گاه شکم مادران جنین بود بی‌عیب شمرد تقواپیشگان دانا 
55,37,پس آن‌گاه که آسمان شکافته شود و چون روغن گداخته گلگون گردد.,آن‌گاه آسمان شکافته روغن گداخته گلگون 
56,1,آن‌گاه که آن واقعه [عظیم قیامت] روی دهد،,آن‌گاه واقعه عظیم قیامت 
56,4,آن‌گاه که زمین به سختی لرزانده شود.,آن‌گاه زمین سختی لرزانده 
56,83,پس چرا آن‌گاه که [جان] به گلوگاه می‌رسد،,آن‌گاه جان گلوگاه 
62,9,ای کسانی که ایمان آورده‌اید! آن‌گاه که برای نماز روز جمعه ندا داده شد، پس به سوی یاد خدا بشتابید و داد و ستد را رها کنید که این برای شما بهتر است، اگر بدانید.,ای ایمان آورد آن‌گاه نماز روز جمعه ندا یاد خدا شتابید ستد رها دانست 
71,8,آن‌گاه من آنان را با صدای بلند دعوت کردم.,آن‌گاه صدای بلند دعوت 
74,34,به صبح سوگند، آن‌گاه که آشکار می‌شود،,صبح سوگند آن‌گاه آشکار 
75,7,پس آن‌گاه که [در آستانه‌ی قیامت] چشم‌ها خیره گردد،,آن‌گاه آستانه قیامت چشم خیره 
75,19,آن‌گاه بیان آن بر عهده ماست.,آن‌گاه ماست 
75,26,[انسان می‌پندارد دنیای زودگذر همیشگی است،] هرگز! آن‌گاه که جان به گلوگاه برسد.,انسان پندارید دنیای زودگذر همیشگی هرگز آن‌گاه جان گلوگاه رسید 
77,8,پس آن‌گاه که ستارگان محو شوند.,آن‌گاه ستارگان محو 
77,9,و آن‌گاه که آسمان شکافته شود.,آن‌گاه آسمان شکافته 
77,10,و آن‌گاه که کوه‌ها از جا کنده شوند.,آن‌گاه کوه کنده 
77,11,و آن‌گاه که برای پیامبران وقت تعیین شود [تا بر امّت‌ها گواهی دهند].,آن‌گاه پیامبر وقت امت گواهی 
79,11,آن‌گاه که استخوان‌هایی پوسیده و ریز ریز شدیم؟!»,آن‌گاه استخوان پوسیده ریز ریز شدیم؟ 
