sureh,ayeh,matn,processed matn
10,22,او کسی است که شما را در خشکی و دریا سیر می‌دهد، تا آنگاه که در کشتی باشید و بادی موافق، کشتی‌ها را به جریان در آورد و [مسافران] بدین وسیله خوشحال شوند، ناگهان تندبادی بوزد و موج از هر سو سراغشان آید و گمان برند که در محاصره‌ی بلا گرفتارند، [در این هنگام،] خداوند را با اخلاص می‌خوانند [و می‌گویند:] «اگر ما را از این خطر نجات دهی، قطعاً از شاکران خواهیم بود.»,خشکی دریا سیر آنگاه کشتی باشید بادی موافق کشتی مسافر بدین وسیله خوشحال ناگهان تندباد بخت موج سو سراغ آمد گمان برد محاصره بلا گرفتارند خداوند اخلاص خواند نجات داد قطعا شاکر خواست 
11,40,[کفر و استهزا ادامه داشت] تا زمانی که قهر ما آمد و تنور فوران کرد. [به نوح] گفتیم که از هر زوج، یک جفت، [نر و ماده] در آن [کشتی] سوار کن و خانواده‌ی خودت را، جز کسانی که قبلاً در مورد آنها قول [عذاب] داده شده بود. و افرادی را که ایمان آورده‌اند، [سوار کن، امّا] جز گروه کمی، کسی همراه او ایمان نیاورده بود.,کفر استهزا ادامه زمانی قهر تنور فوران نوح گفت زوج جفت نر ماده کشتی سوار کن خانواده خودت قبلا قول عذاب داده‌شده ایمان آورد سوار کن گروه همراه ایمان نیاورده 
11,41,و [نوح به مسافران کشتی] گفت: «بر آن سوار شوید که حرکت و توقّفش با نام خداست. همانا پروردگار من آمرزنده و مهربان است.»,نوح مسافر کشتی سوار شد حرکت توقف نام خداست همانا پروردگار آمرزنده مهربان 
11,42,و آن [کشتی] آنها را از لابه‌لای امواجی همچون کوه، پیش می‌برد. نوح، فرزندش را که در گوشه‌ای قرار داشت، صدا زد [و گفت]: «پسرم! با ما سوار شو و با کافران مباش!»,کشتی لابه‌لا امواج کوه برد نوح فرزند گوشه قرار صدا زد پسرم سوار شو کافر مبا 
17,66,پروردگار شما كسی است كه برایتان كشتی را در دریا به حركت درمی‌آورد، تا با تلاش خود از فضل و رحمتش بهره برید. البتّه او همواره نسبت به شما مهربان است.,پروردگار برا کشتی دریا حرکت درمی‌آورد تلاش فضل رحمتش بهره برد مهربان 
18,79,اما آن کشتی، از آنِ بینوایانی بود که در دریا کار می‌کردند و در کمین آنان پادشاهی بود که به زور، هر کشتی [سالمی] را می‌گرفت. من خواستم معیوبش کنم [تا به دست آن ستمگر نیفتد].,کشتی بینوایانی دریا کار کمین پادشاهی زور کشتی سالمی گرفت خواست معیوب دست ستمگر نیفتد 
23,22,و بر آنها، و بر کشتی‌ها سوار می‌شوید.,کشتی سوار شد 
26,19,و با این حال،کارت را کردی، [و یکی از افراد ما را کشتی،] و تو [در برابر زحمات ما] از ناسپاسانی.»,حالکارت کردی کشتی زحمات ناسپاسانی 
26,107,من برای شما پیامبری امین هستم.,پیامبری امین  
26,125,من برای شما پیامبری امین هستم.,پیامبری امین  
26,143,من برای شما پیامبری امین هستم.,پیامبری امین  
26,162,من برای شما پیامبری امین هستم.,پیامبری امین  
26,178,من برای شما پیامبری امین هستم.,پیامبری امین  
26,193,[که جبرئیل] فرشته‌ی امین الهی آن را فرود آورده است،,جبرئیل فرشته امین الهی فرود آورده 
30,46,و از نشانه‌های او این است که بادها را مژده‌رسان [پیشاپیش باران] می‌فرستد، تا از رحمتش به شما بچشاند و کشتی‌ها به فرمانش حرکت کنند، و شما از فضل او [روزی] بجویید، شاید شکرگزاری کنید.,نشانه باد مژده‌رسان پیشاپیش باران فرستاد رحمتش بچشاند کشتی فرمان حرکت فضل روزید جست شکرگزاری 
31,31,آیا ندیدی کشتی‌ها در سایه‌ی نعمت خداوند در دریا حرکت می‌کنند، تا خدا بخشی از آیات [قدرت] خود را به شما نشان دهد؟ در این [حرکت کشتی‌ها]، برای هر شکیبای سپاس‌گزاری، نشانه‌هایی است.,دید کشتی سایه نعمت خداوند دریا حرکت خدا آیات قدرت نشان دهد؟ حرکت کشتی شکیبا سپاس‌گزار نشانه 
36,41,و نشانه‌ای [دیگر] برای آنان، این است که ما فرزندانشان را در کشتی‌های پر از بار سوار کردیم.,نشانه فرزندان کشتی سوار کرد 
36,42,و برای آنان چیزهای دیگری همانند کشتی آفریدیم که بر آن سوار می‌شوند.,چیزهای همانند کشتی آفرید سوار 
37,141,[کشتی به خطر افتاد، و قرار شد بر اساس قرعه، افرادی به دریا افکنده شوند،] پس یونس با سرنشینان کشتی قرعه انداخت. و از بازندگان شد.,کشتی افتاد قرار اساس قرعه دریا افکنده یونس سرنشین کشتی قرعه انداخت بازندگان 
40,80,و برای شما در دام‌ها منافع [دیگری نیز] هست. و تا سوار بر آنها، به نیازی که در دل دارید، برسید. و بر آنها و بر کشتی‌ها برده می‌شوید.,دام منافع هست سوار نیازیدن دل داشت رسید کشتی برده شد 
