sureh,ayeh,matn,processed matn
2,47,ای بنی‌اسرائیل! نعمتم را که به شما ارزانی داشتم، به خاطر بیاورید، و [نیز به یاد آورید که] من، شما را بر جهانیان، برتری بخشیدم.,ای بنی‌اسرائیل نعم ارزانی داشت خاطر بیاورید یاد آورد جهانیان برتری بخشید 
2,60,و زمانی که موسی برای قوم خویش آب طلبید، به او گفتیم: «عصایت را به سنگ بزن!» ناگاه دوازده چشمه‌ی آب از آن شکافت و جوشید، [به طوری که] هر گروهی [از طوایف دوازده‌گانه بنی‌اسرائیل] آبشخور خود را شناخت. [گفتیم:] «از روزیِ الهی بخورید و بیاشامید و در زمین، تبهکارانه فساد نکنید!»,زمانی موسی قوم آب طلبید گفت عصا سنگ بزن ناگاه دوازده چشمه آب شکافت جوشید طوری طوایف دوازده‌گانه بنی‌اسرائیل آبشخور شناخت گفت روزید الهی خورد بیاشامید زمین تبهکارانه فساد کرد 
2,108,آیا می‌خواهید از پیامبرتان سؤالات و درخواست‌هایی [نابجا] کنید، آن‌گونه که پیش از این، موسی [از طرف بنی‌اسرائیل] مورد سؤال قرار گرفت؟ و هر کس [با این بهانه‌جویی‌ها از ایمان سر باز زند و] کفر را به جای ایمان بپذیرد، قطعاً از راه مستقیم گمراه شده است.,خواست پیامبر سؤالات درخواست نابجا آن‌گونه موسی بنی‌اسرائیل سؤال قرار گرفت؟ کس بهانه‌جویی ایمان سر زند کفر ایمان پذیرفت قطعا مستقیم گمراه 
2,122,ای بنی‌اسرائیل! نعمت مرا که به شما ارزانی داشتم و شما را بر جهانیان برتری بخشیدم، یاد کنید.,ای بنی‌اسرائیل نعمت مرا ارزانی داشت جهانیان برتری بخشید یاد 
2,211,از بنی‌اسرائیل بپرس که چه اندازه دلایل روشن به آنها دادیم [و آنان کفران کردند]؟ و هر کس نعمتِ [هدایتِ] خدا را پس از آن که به سراغ او آمد، [کفران و] تبدیل کند همانا خداوند سخت‌کیفر است.,بنی‌اسرائیل بپرس اندازه دلایل روشن داد کفران کردند؟ کس نعمت هدایت خدا آن‌که سراغ کفران همانا خداوند سخت‌کیفر 
2,243,آیا ندیدی گروهی [از بنی‌اسرائیل] را که از ترس مرگ، [و به بهانه طاعون، از شرکت در میدان جهاد خودداری نمودند و] از خانه‌های خود فرار کردند، در حالی که هزاران نفر بودند، پس خداوند به آنها فرمود: «بمیرید!» سپس آنان را زنده کرد. همانا خداوند نسبت به مردم احسان می‌کند، ولی بیشتر مردم سپاس نمی‌گزارند.,دید بنی‌اسرائیل ترس مرگ بهانه طاعون شرکت میدان جهاد خودداری نمود خانه فرار هزاران نفر خداوند فرمود مرد زنده همانا خداوند مردم احسان مردم سپاس گزارد 
3,49,و [عیسی را به] پیامبری به سوی بنی‌اسرائیل [فرستاد تا بگوید]: «من از سوی پروردگارتان برای شما نشانه‌ای آورده‌ام. من برای شما از گِل، [مجسّمه‌ای] به شکل پرنده می‌سازم، سپس در آن می‌دمم، پس به اراده و اذن خداوند پرنده‌ای می‌گردد. و نیز با اذن خدا کور مادرزاد و مبتلایان به پیسی را بهبود می‌بخشم و مردگان را زنده می‌کنم و از آنچه می‌خورید و آنچه در خانه‌هایتان ذخیره می‌کنید به شما خبر می‌دهم، به راستی اگر ایمان داشته باشید، در این معجزات برای شما نشانه و عبرتی است.,عیسی پیامبری بنی‌اسرائیل فرستاد گفت پروردگار نشانه آورد گل مجسمه شکل پرنده ساخت می‌دمم اراده اذن خداوند پرنده گشت اذن خدا کور مادرزاد مبتلا پیسی بهبود بخشید مردگان زنده خورد خانه ذخیره کرد خبر داد راستی ایمان باشید معجزات نشانه عبرت 
3,93,همه‌ی خوراکی‌ها برای بنی‌اسرائیل حلال بود، مگر آنچه یعقوب پیش از نزول تورات بر خود حرام کرده بود. بگو: «اگر راست می‌گویید، تورات را بیاورید و آن را بخوانید»,همه خوراکی بنی‌اسرائیل حلال مگر یعقوب نزول تورات حرام بگو راست گفت تورات بیاورید خواند 
5,24,[بنی‌اسرائیل] گفتند: «ای موسی! تا آنها در آنجا هستند، ما هرگز وارد آن نخواهیم شد. تو و پروردگارت بروید و بجنگید، ما همین جا نشسته‌ایم!»,بنی‌اسرائیل گفت ای موسی هرگز خواست پروردگار رست جنگید شست 
5,32,به همین جهت بر بنی‌اسرائیل مقرر داشتیم که هر کس انسانی را بدون این که مرتکب قتل یا فسادی در زمین شده باشد، به قتل برساند، چنان است که گویی همه‌ی انسان‌ها را کشته و هر کس انسانی را از مرگ رهایی بخشد، چنان است که گویی همه‌ی مردم را زنده کرده است. و پیامبران ما با دلایل روشن به سوی بنی‌اسرائیل آمدند، اما بسیاری از آنها، بعد از آن، در زمین زیاده‌روی کردند.,جهت بنی‌اسرائیل مقرر داشت کس انسانی این‌که مرتکب قتل فسادی زمین قتل رساند چنان گفت همه انسان کشته کس انسانی مرگ رهایی بخشید چنان گفت همه مردم زنده پیامبر دلایل روشن بنی‌اسرائیل آمد زمین زیاده‌روی 
