sureh,ayeh,matn,processed matn
2,17,مَثل آنان (منافقان)، مَثل کسی است که آتشی افروخته [تا از تاریکی، رهایی یابد]، پس چون آتش، اطراف خود را روشن ساخت، خداوند روشنایی و نورشان را ببرد و آنان را در تاریکی‌هایی که [هیچ] نمی‌بینند، رهایشان کند.,(منافقان) آتشی افروخته تاریکی رهایی آتش اطراف روشن ساخت خداوند روشنایی نور برد تاریکی دید رهایشان 
2,167,و [در آن هنگام] پیروان می‌گویند: «ای کاش بار دیگر [به دنیا] برمی‌گشتیم تا از این پیشوایان بیزاری جوییم، همان‌گونه که آنها [امروز] از ما بیزاری جستند.» بدین‌سان خداوند اعمال آنها را که مایه‌ی حسرت آنهاست، به آنها نشان می‌دهد و هرگز از آتش دوزخ، بیرون نخواهند آمد.,پیروان ای کاش دنیا برمی‌گشتیم پیشوا بیزاری جست همان‌گونه امروز بیزاری جست بدین‌سان خداوند اعمال مایه حسرت آنهاست نشان هرگز آتش دوزخ خواست 
3,24,این [روی‌گردانی] برای آن بود که اهل کتاب می‌گفتند: «هرگز آتش دوزخ جز چند روزی به ما نمی‌رسد.» و این افتراها [و خیال‌بافی‌ها] آنان را در دینشان فریفته ساخت. [و گرفتار انواع گناهان شدند.],روی‌گردانی اهل کتاب گفت هرگز آتش دوزخ روزید رسید افترا خیال‌بافی دین فریفته ساخت گرفتار انواع گناه 
7,12,[خداوند به او] فرمود: «در آن هنگام که به تو فرمان دادم، چه چیز تو را مانع شد که سجده کنی؟» گفت: «من از او بهترم! مرا از آتش آفریده‌ای و او را از خاک!»,خداوند فرمود فرمان داد مانع سجده کنی؟ بهتر مرا آتش آفرید خاک 
7,38,[خداوند به آنها] می‌گوید: «در صف گروه‌های مشابه خود از جنّ و انس در آتش داخل شوید.» هر زمان گروهی وارد می‌شوند، گروه دیگر را لعن می‌کنند تا همگی با ذلت در آن قرار گیرند. پیروان درباره پیشوایان خود می‌گویند: «خداوندا! اینها بودند که ما را گمراه ساختند، پس کیفر آنها را از آتش دو برابر کن [کیفری برای گمراهی‌شان و کیفری به‌خاطر گمراه ساختن ما].» می‌فرماید: «برای هر کدام [از شما] عذاب مضاعف است، ولی نمی‌دانید [زیرا پیروان نیز اگر گرد پیشوایان گمراه را نگرفته بودند، آنها قدرتی برای فریب دیگران نداشتند].»,خداوند صف گروه مشابه جن انس آتش داخل شد زمان گروه لعن همگی ذلت قرار گرفت پیروان پیشوا خداوندا اینها گمراه ساخت کیفر آتش کن کیفری گمراهی کیفری به‌خاطر گمراه ساختن فرمود عذاب مضاعف دانست پیروان گرد پیشوا گمراه نگرفته قدرتی فریب داشت 
7,41,برای آنها بسترهایی از [آتش] دوزخ و روی آنها پوشش‌هایی [از آن] است. و این چنین ظالمان را جزا می‌دهیم.,بستر آتش دوزخ پوشش این‌چنین ظالمان جزا داد 
9,35,روزی که آن [طلاها و نقره‌ها]، در آتش دوزخ گداخته می‌شود و با آن پیشانی‌ها و پهلوها و پشت‌های آنان را داغ می‌نهند. [فرشتگان عذاب به آنان می‌گویند:] «این است آنچه برای خود اندوختید [و به محرومان ندادید]، پس [مزه‌ی] آنچه را که می‌اندوختید، بچشید!»,روزید طلا نقره آتش دوزخ گداخته پیشانی پهلو پشت داغ نهاد فرشتگ عذاب اندوخت محرومان داد مزه اندوخت چشید 
10,8,آنان به خاطر آنچه که عمل می‌کردند، جایگاهشان آتش است.,خاطر عمل جایگاه آتش 
11,16,آنان کسانی هستند که در قیامت، جز آتش چیزی ندارند. و آنچه در دنیا ساخته‌اند بر باد رفته، و اعمالی که انجام می‌دهند، باطل و بی‌اثر خواهد بود.,قیامت آتش دنیا ساخت باد رفته اعمال انجام باطل بی‌اثر خواست 
11,106,امّا کسانی که بدبخت شده‌اند، پس در آتش ناله‌ای [زار] و خروشی [سخت] دارند.,بدبخت شد آتش ناله زار خروشی سخت 
14,50,جامه‌های آنان از قَطِرانِ [بدبوی قیرگون] است، و صورت‌هایشان را آتش می‌پوشاند.,جامه قطران بدبوی قیرگون صورت آتش پوشاند 
21,39,اگر کفّار می‌دانستند زمانی که [آن فرارسد، دیگر] نمی‌توانند شعله‌های آتش را از صورت‌ها و از پشت‌هایشان دور کنند و کسی آنان را یاری نمی‌کند.,کفار دانست زمانی فرارسد توانست شعله آتش صورت پشت یاری کرد 
22,4,بر آن [شیطان] مقرّر شده که هر کس ولایت او را بپذیرد، قطعاً او را گمراه می‌کند و به آتش سوزانش می‌کشاند.,شیطان مقرر کس ولایت پذیرفت قطعا گمراه آتش سوزان کشاند 
23,104,آتش، صورت آنها را می‌سوزاند. و آنان در دوزخ، چهره‌ای [زشت و] عبوس دارند.,آتش صورت سوزاند دوزخ چهره زشت عبوس 
23,108,[خداوند] می‌فرماید: در آتش دور و گم شوید، و با من سخن مگویید.,خداوند فرمود آتش گم شد سخن مگویید 
24,57,هرگز گمان مبر که کافران، ما را در زمین ناتوان و درمانده می‌کنند. [آنان نمی‌توانند از مجازات الهی بگریزند!] جایگاهشان آتش است. و به راستی که سرانجام بدی است!,هرگز گمان مبر کافر زمین ناتوان درمانده توانست مجازات الهی گریخت جایگاه آتش راستی سرانجام بدی 
26,91,و آتشِ برافروخته برای گمراهان آشکار شود.,آتش برافروخته گمراه آشکار 
27,90,و كسانی كه كار بدی بیاورند، پس به رو در آتش سرنگون شوند، [و به آنان گفته شود:] «آیا جز آنچه می‌كردید، سزا داده می‌شوید؟»,کار بدی بیاورند آتش سرنگون کرد سزا می‌شوید؟ 
33,64,خداوند کافران را لعنت کرده [و از رحمت خود دور ساخته،] و برای آنان آتش فروزانی فراهم کرده است.,خداوند کافر لعنت رحمت ساخته آتش فروزان فراهم 
33,66,روزی که صورت‌های آنان در آتش گردانده می‌شود، [با حسرت] می‌گویند: «ای کاش خدا را اطاعت می‌کردیم و پیرو فرستاده‌اش بودیم.»,روزید صورت آتش گردانده حسرت ای کاش خدا اطاعت کرد پیرو فرستاده بود 
36,80,همان که برای شما از درخت سبز، آتش آفرید؛ پس هرگاه بخواهید، از آن آتش می‌افروزید.»,درخت سبز آتش آفرید؛ هرگاه خواست آتش افروخت 
37,97,گفتند: «برای [کیفر] او بنایی بسازید [که گنجایش آتشی بزرگ داشته باشد،] پس او را در آتش افروخته بیفکنید!»,گفت کیفر بنایی ساخت گنجایش آتشی آتش افروخته بیفکنید 
38,59,[به پیشوایان گمراه گفته می‌شود:] «این‌ها گروهی [از پیروان شما] هستند که همراهِ شما وارد [دوزخ] می‌شوند.» [در پاسخ می‌گویند:] خوش آمدی برای آنان نیست، زیرا که به آتش درافتند.»,پیشوا گمراه این پیروان همراه دوزخ پاسخ خوش آمد آتش درافتند 
38,64,همانا مجادله‌ی اهل آتش حتمی و واقع‌شدنی است.,همانا مجادله اهل آتش حتمی واقع‌شدن 
38,76,ابلیس گفت: من از او بهترم! مرا از آتش آفریده‌ای، و او را از گِل!»,ابلیس بهتر مرا آتش آفرید گل 
