sureh,ayeh,matn,processed matn
2,124,و هنگامی که پروردگارِ ابراهیم، او را با حوادث گوناگونی آزمود و او به خوبی از عهده‌ی آزمایش برآمد. خداوند به او فرمود: «من تو را امام مردم قرار دادم.» ابراهیم گفت: «از دودمان من نیز [امامانی قرار بده].» خداوند فرمود: «پیمان من به ستمکاران نمی‌رسد».,هنگامی‌که پروردگار ابراهیم حوادث گوناگونی آزمود عهده آزمایش برآمد خداوند فرمود امام مردم قرار داد ابراهیم دودمان امامان قرار بده خداوند فرمود پیمان ستمکار رسید 
2,125,و [به یادآور] هنگامی که خانه[ی کعبه] را محل بازگشت و اجتماع و مرکز امن برای مردم قرار دادیم [و گفتیم]: «از مقام ابراهیم، جایگاهی برای نماز انتخاب کنید.» و به ابراهیم و اسماعیل تکلیف کردیم که: «خانه‌ی مرا برای طواف‌کنندگان و معتکفان و رکوع‌کنندگانِ سجده‌گزار، پاک و پاکیزه کنید.»,یادآور هنگامی‌که خانهی کعبه محل بازگشت اجتماع مرکز امن مردم قرار داد گفت مقام ابراهیم جایگاه نماز انتخاب ابراهیم اسماعیل تکلیف کرد خانه مرا طواف‌کنندگان معتکف رکوع‌کنندگان سجده‌گزار پاک پاکیزه 
2,127,و هنگامی که ابراهیم و اسماعیل، پایه‌های خانه [کعبه] را بالا می‌بردند [و می‌گفتند]: «پروردگارا! از ما بپذیر! همانا تو شنوا و دانایی!,هنگامی‌که ابراهیم اسماعیل پایه خانه کعبه برد گفت پروردگارا بپذیر همانا شنوا دانایی 
2,130,کیست که از آیین ابراهیم روی بگرداند، مگر کسی که خود را به نادانی و بی‌خردی زده است؟ و ما او را در این جهان برگزیدیم و قطعاً او در جهان دیگر [نیز] از صالحان است.,کیست آیین ابراهیم گرداند مگر نادانی بی‌خردی زده است؟ جهان برگزیدیم قطعا جهان صالحان 
2,132,و ابراهیم و یعقوب، فرزندان خود را به همان آیین سفارش کردند [و گفتند]: «فرزندان من! خداوند برای شما این دین [توحیدی] را برگزیده است. پس [تا پایان عمر بر آن باشید و] جز در حال تسلیم [و فرمانبرداری] نمیرید.»,ابراهیم یعقوب فرزندان آیین سفارش گفت فرزندان خداوند دین توحیدی برگزیده پایان عمر باشید تسلیم فرمانبرداری رید 
2,133,آیا شما [یهودیان] هنگامی که مرگ یعقوب فرارسید، حاضر بودید!؟ آن هنگام که به فرزندان خود گفت: «پس از من چه می‌پرستید؟» گفتند: «خدای تو و خدای پدرانت ابراهیم و اسماعیل و اسحاق، خداوند یکتا را و ما در برابر او تسلیم هستیم.»,یهود هنگامی‌که مرگ یعقوب فرارسید حاضر بودید؟ فرزندان می‌پرستید؟ گفت خدای خدای پدران ابراهیم اسماعیل اسحاق خداوند یکتا تسلیم 
2,140,یا می‌گویید که: «ابراهیم و اسماعیل و اسحاق و یعقوب، و پیامبران از فرزندان یعقوب، یهودی یا نصرانی بودند!» بگو: «شما بهتر می‌دانید یا خدا؟» و چه کسی ستمکارتر است از آن کس که گواهی الهی [درباره‌ی پیامبران] را که نزد اوست، کتمان کند؟ و خدا از اعمال شما غافل نیست.,گفت ابراهیم اسماعیل اسحاق یعقوب پیامبر فرزندان یعقوب یهودی نصرانی بگو دانست خدا؟ ستمکار کس گواهی الهی درباره پیامبر نزد اوست کتمان کند؟ خدا اعمال غافل 
2,258,آیا نظر نکردی به [حال نمرود،] کسی که خداوند به او پادشاهی داده بود، ولی او با ابراهیم درباره‌ی پروردگارش گفتگو و ستیزه می‌کرد؟ آن‌گاه که ابراهیم گفت: «خدای من همان کسی است که زنده می‌کند و می‌میراند.» او گفت: «من هم زنده می‌کنم و می‌میرانم.» ابراهیم گفت: «خداوند خورشید را از مشرق می‌آورد، پس تو آن را از مغرب برآور!» آن مرد کافر مبهوت و درمانده شد. و خداوند قوم ستمگر را هدایت نمی‌کند.,کرد نمرود خداوند پادشاهی ابراهیم درباره پروردگار گفتگو ستیزه می‌کرد؟ آن‌گاه ابراهیم خدای زنده می‌راند زنده می‌می‌رانم ابراهیم خداوند خورشید مشرق آورد مغرب برآور مرد کافر مبهوت درمانده خداوند قوم ستمگر هدایت کرد 
3,33,به راستی که خداوند، آدم و نوح و خاندان ابراهیم و خاندان عمران را بر جهانیان برتری داد.,راستی خداوند آدم نوح خاندان ابراهیم خاندان عمران جهانیان برتری 
3,65,ای اهل کتاب! چرا درباره‌ی ابراهیم گفتگو و نِزاع می‌کنید [و هر کدام او را پیرو آیین خود می‌دانید]؟ در حالی که تورات و انجیل، پس از او نازل شده است. چرا نمی‌اندیشید؟!,ای اهل کتاب درباره ابراهیم گفتگو نزاع کرد پیرو آیین می‌دانید؟ تورات انجیل نازل نمی‌اندیشید؟ 
