sureh,ayeh,matn,processed matn
3,137,به یقین پیش از شما [اقوام و جوامعی با] آداب و سنت‌هایی [متفاوت، آمده و] از میان رفته‌اند. پس در روی زمین گردش کنید و بنگرید که سرانجام تکذیب‌کنندگانِ چگونه بوده است؟!,یقین اقوام جوامع آداب سنت رفت زمین گردش نگریست سرانجام تکذیب‌کنندگان است؟ 
3,184,پس اگر [این بهانه‌جویان] تو را تکذیب کردند، [چیز تازه‌ای نیست، زیرا] پیامبران پیش از تو نیز که همراه با معجزات و نوشته‌ها و کتاب روشنگر آمده بودند، تکذیب شدند.,بهانه‌جو تکذیب تازه پیامبر همراه معجزات نوشته کتاب روشنگر تکذیب 
6,11,[ای پیامبر! به آنان] بگو: «در زمین بگردید، پس بنگرید که سرنوشت تکذیب‌کنندگان چگونه شد؟»,ای پیامبر بگو زمین گشت نگریست سرنوشت تکذیب‌کنندگان شد؟ 
6,34,و پیش از تو نیز پیامبرانی تکذیب شدند، لیکن در برابر آنچه تکذیب شدند و آزار دیدند، صبر کردند، تا یاری ما به آنان رسید. [تو نیز چنین باش؛ زیرا] برای کلمات [و سنّت‌های] خداوند، تغییردهنده‌ای نیست. قطعاً از اخبار پیامبران برای تو آمده است [و با سرگذشت آنان آشنایی].,پیامبرانی تکذیب لیکن تکذیب آزار دید صبر یاری باش؛ کلمات سنت خداوند تغییردهنده قطعا اخبار پیامبر سرگذشت آشنایی 
7,92,آنها که شعیب را تکذیب کردند، [چنان نابود شدند که] گویا هرگز در آن [خانه‌ها] سکنی نداشتند. آنها که شعیب را تکذیب کردند، خود زیانکار بودند.,شعیب تکذیب چنان نابود گویا هرگز خانه‌ها سکنی داشت شعیب تکذیب زیانکار 
15,80,و [قوم ثمود که] اهالی حِجر [بودند] نیز، پیامبران را تکذیب کردند.,قوم ثمود اهالی حجر پیامبر تکذیب 
16,113,همانا پیامبری از میان خودشان به سراغشان آمد، اما او را تکذیب کردند، پس ایشان را در حالی که ستمکار بودند، عذاب فراگرفت.,همانا پیامبری خودشان سراغ تکذیب ستمکار عذاب فراگرفت 
22,42,و [ای پیامبر!] اگر تو را تکذیب می‌کنند، قوم نوح و عاد و ثمود نیز که پیش از اینها بودند، [پیامبران را] تکذیب کردند.,و پیامبر تکذیب قوم نوح عاد ثمود اینها پیامبر تکذیب 
22,44,و مردم مَدْین، [نیز پیامبرشان را تکذیب کردند،] و موسی [نیز از سوی فرعونیان] تکذیب شد، پس به کافران مهلت دادم [تا آن که] آنان را [به قهر] گرفتم. [دیدی] چگونه [کار آنها را] انکار کردم؟!,مردم مدین پیامبر تکذیب موسی فرعون تکذیب کافر مهلت داد آن‌که قهر گرفت دید کار انکار کردم؟ 
25,77,بگو: «اگر دعای شما نباشد، پروردگار من برای شما ارزشی قائل نیست. شما حقّ را تکذیب کرده‌اید، و به زودی کیفر تکذیبتان، دامن شما را خواهد گرفت.»,بگو دعای باشید پروردگار ارزش قائل حق تکذیب کرد زودی کیفر تکذیب دامن خواست 
26,105,قوم نوح پیامبران را تکذیب کردند.,قوم نوح پیامبر تکذیب 
26,123,قوم عاد [نیز] پیامبران را تكذیب كردند.,قوم عاد پیامبر تکذیب 
26,141,قوم ثمود [نیز] پیامبران را تکذیب کردند.,قوم ثمود پیامبر تکذیب 
