sureh,ayeh,matn,processed matn
1,1,به نام خداوند بخشنده‌ی مهربان.,نام خداوند بخشنده مهربان 
1,3,[خدایی که] بخشنده و مهربان است.,خدایی بخشنده مهربان 
2,163,و معبود شما خدایی یگانه است، جز او معبودی نیست، بخشنده‌ی مهربان است.,معبود خدایی یگانه معبود بخشنده مهربان 
2,182,پس کسی که از انحراف وصیت‌کننده [و تمایل او به بعضی وارثان] یا از گناه او [به وصیت،] بترسد و میان آنها را اصلاح دهد، گناهی بر او نیست، همانا خداوند آمرزنده و مهربان است.,انحراف وصیت‌کننده تمایل وارث گناه وصیت ترسید اصلاح گناهی همانا خداوند آمرزنده مهربان 
2,192,و اگر دست کشیدند، همانا خداوند آمرزنده و مهربان است.,دست کشید همانا خداوند آمرزنده مهربان 
2,199,سپس از همان جا که مردم کوچ می‌کنند، [به سوی سرزمین مِنی] کوچ کنید. و ازخداوند طلب آمرزش نمایید که خداوند آمرزنده‌ی مهربان است.,مردم کوچ سرزمین منی کوچ ازخداوند طلب آمرزش نمایید خداوند آمرزنده مهربان 
2,207,و از میان مردم کسی است که جان خود را برای کسب خشنودی خدا می‌فروشد و خداوند نسبت به بندگان مهربان است.,مردم جان کسب خشنودی خدا فروخت خداوند بندگان مهربان 
2,218,کسانی که ایمان آورده‌اند و کسانی که مهاجرت نموده و در راه خدا جهاد کرده‌اند، آنها به رحمت پروردگار امیدوار هستند و خداوند آمرزنده و مهربان است.,ایمان آورد مهاجرت نموده خدا جهاد کرد رحمت پروردگار امیدوار خداوند آمرزنده مهربان 
2,225,خداوند، شما را به خاطر سوگندهای بیهوده و بدون قصد، بازخواست نمی‌کند، امّا به آنچه دل‌های شما قصد کرده، بازخواست می‌کند. و خداوند آمرزنده و بردبار است.,خداوند خاطر سوگند بیهوده قصد بازخواست کرد دل قصد بازخواست خداوند آمرزنده بردبار 
3,129,و آنچه در آسمان‌ها و آنچه در زمین است، از آنِ خداست. او [طبق حکمت خود] هر کس را بخواهد می‌آمرزد و هر کس را بخواهد، عذاب می‌کند. و خداوند آمرزنده‌ی مهربان است.,آسمان زمین خداست حکمت کس خواست می‌آمرزد کس خواست عذاب خداوند آمرزنده مهربان 
