sureh,ayeh,matn,processed matn
1,5,[خدایا!] تنها تو را می‌پرستیم و تنها از تو یاری می‌جوییم.,خدایا پرستید یاری جست 
1,7,راه کسانی که به آنان نعمت دادی، نه کسانی که مورد غضب واقع شدند و نه گمراهان.,نعمت داد غضب واقع گمراه 
2,7,خداوند بر دل‌ها و بر گوش آنان مهر زده است و در برابر چشمانشان پرده‌ای است و عذاب بزرگی در انتظار آنهاست.,خداوند دل گوش مهر زده چشمانشان پرده عذاب بزرگی انتظار آنهاست 
2,15,خداوند آنان را به استهزا می‌گیرد و آنان را در طغیانشان مهلت می‌دهد تا سرگردان شوند.,خداوند استهزا طغیان مهلت سرگردان 
2,18,آنان [از شنیدن حقّ] کر و [از گفتن حقّ] گنگ و [از دیدن حقّ] کورند، پس ایشان [به سوی حقّ] بازنمی‌گردند.,شنیدن حق کر گفتن حق گنگ دیدن حق کورند حق بازنمی‌گردند 
2,19,یا چون [گرفتاران در] بارانی تند از آسمانند که در شبی تاریک همراه با رعد و برق [در بیابان] ببارد، [آنان] از ترس صاعقه‌ها و بیم مرگ، انگشتان خود را در گوش‌هایشان قرار می‌دهند، و[لی] خداوند بر کافران احاطه دارد.,گرفتار بارانی تند آسمانند شبی تاریک همراه رعد برق بیابان ببارد ترس صاعقه بیم مرگ انگشتان گوش قرار خداوند کافر احاطه 
2,20,نزدیک است که [روشنایی خیره‌کننده‌ی] برق، نور چشمانشان را برباید. هرگاه که [برق آسمان در آن صحرای تاریک و بارانی] برای آنان بدرخشد، [چند گامی] در پرتو آن راه می‌روند؛ ولی همین که تاریکی، ایشان را فراگیرد، می‌ایستند و اگر خداوند بخواهد، شنوایی و بینایی آنان را [از بین] می‌برد، همانا خداوند بر هر چیزی تواناست.,روشنایی خیره‌کننده برق نور چشمانشان ربود هرگاه برق آسمان صحرا تاریک بارانی درخشید گام پرتو می‌روند؛ تاریکی فراگرفت ایستاد خداوند خواست شنوایی بینایی برد همانا خداوند تواناست 
2,56,سپس شما را پس از مرگتان [حیات بخشیدیم و] برانگیختیم، شاید شکرگزاری کنید.,مرگ حیات بخشید برانگیختیم شکرگزاری 
2,59,امّا ستمگران [آن را] به سخن دیگری غیر از آنچه به ایشان گفته شده بود، تبدیل کردند [به جای حِطَََّه، گفتند: «حِنطَه»] پس بر آن ستمکاران به سزای گناهی که مرتکب می‌شدند، عذابی از آسمان فروفرستادیم.,ستمگر سخن گفته‌شده حطه گفت حنطه ستمکار سزید گناهی مرتکب شد عذاب آسمان فروفرستادیم 
2,71,[موسی] گفت: «خداوند می‌فرماید: آن گاوی است که نه چنان رام باشد که زمین را شخم زند و نه کشت‌زار را آبیاری کند. [بی‌عیب و] سالم است و هیچ لکه‌ای در [رنگ] آن نیست.» گفتند: «الآن حقّ [مطلب] را آوردی!» پس [چنان گاوی را پیدا کردند و] آن را سر بریدند، ولی نزدیک بود انجام ندهند.,موسی خداوند فرمود گاوی چنان رام زمین شخم زند کشت‌زار آبیاری بی‌عیب سالم لکه رنگ گفت الآن حق مطلب آورد چنان گاوی سر برید انجام داد 
2,81,آری، کسانی که مرتکب گناه شوند و گناهشان آنان را فراگیرد [و آثار گناهان سراسر وجودشان را بپوشاند]، آنها اهل آتشند و همیشه در آن خواهند بود.,آری مرتکب گناه گناه فراگرفت آثار گناه وجود پوشاند اهل آتشند خواست 
2,115,مشرق و مغرب از آن خداست، پس به هر سو رو کنید، آنجا رو به خداست، زیرا که خداوند بر همه چیز احاطه دارد و داناست.,مشرق مغرب خداست سو خداست خداوند احاطه داناست 
2,118,افراد ناآگاه گفتند: «چرا خدا با خود ما سخن نمی‌گوید؟ یا آیه و نشانه‌ای برای خود ما نمی‌آید؟» پیشینیانِ آنها نیز، همین‌گونه سخن می‌گفتند، دل‌ها [و افکار]شان مشابه یکدیگر است، ولی ما [به اندازه‌ی کافی] آیات و نشانه‌ها را برای اهل یقین [و حقیقت‌جویان] روشن ساخته‌ایم.,ناآگاه گفت خدا سخن نمی‌گوید؟ آیه نشانه نمی‌آید؟ پیشینیان همین‌گونه سخن گفت دل افکار مشابه اندازه آیات نشانه اهل یقین حقیقت‌جو روشن ساخت 
2,155,و قطعاً شما را با چیزی از قبیل ترس، گرسنگی، زیان مالی و جانی و کمبود محصولات، می‌آزماییم و صابران [در این حوادث و بلاها] را بشارت بده!,قطعا قبیل ترس گرسنگی زیان مالی جانی کمبود محصولات آزمود صابر حوادث بلا بشارت بده 
2,158,صفا و مروه، از شعائر خداست. پس هر که حجّ خانه‌ی خدا و یا عمره به جای آورد، مانعی ندارد که بین صفا و مَروه طواف کند. و [علاوه بر واجبات،] هر کس داوطلبانه کار خیری انجام دهد، همانا خداوند سپاس‌گزار داناست.,صفا مروه شعائر خداست حج خانه خدا عمره مانعی صفا مروه طواف واجبات کس داوطلبانه کار خیری انجام همانا خداوند سپاس‌گزار داناست 
2,166,در آن هنگام که عذاب را مشاهده کنند و پیوندِ میانشان بریده [و دستشان از همه چیز قطع] گردد، پیشوایان [کفر]، از پیروان خود بیزاری می‌جویند.,عذاب مشاهده پیوند میان بریده دستشان قطع پیشوا کفر پیروان بیزاری جست 
2,171,و مَثَل [تو در دعوت] کافران، چنان است که کسی حیوانی را بانگ زند که جز صدایی و آوایی نمی‌شنود؛ اینان کر و گنگ و کورند و از این روست که نمی‌اندیشند.,دعوت کافر چنان حیوانی بانگ زند صدایی آوا نمی‌شنود؛ اینان کر گنگ کورند روس اندیشید 
2,178,ای کسانی که ایمان آورده‌اید! [قانون] قِصاص در مورد کشتگان، بر شما [چنین] مقرّر گردیده است: آزاد در برابر آزاد و برده در برابر برده و زن در برابر زن، پس اگر کسی از سوی برادر [دینی] خود [که صاحب خون است،] مورد عفو قرار گیرد، [یا قصاص او به خون‌بها تبدیل شود،] باید شیوه‌ای پسندیده پیش گیرد و به نیکی [دیه را به ولیّ مقتول] بپردازد، این حکم، تخفیف و رحمتی است از ناحیه پروردگارتان، پس کسی که بعد از این [از حکم خدا] تجاوز کند، عذاب دردناکی خواهد داشت.,ای ایمان آورد قانون قصاص کشتگان مقرر گردیده آزاد آزاد برده برده زن زن برادر دینی صاحب خون عفو قرار قصاص خون‌بها شیوه پسندیده نیکی دیه مقتول پرداخت حکم تخفیف رحمت ناحیه پروردگار حکم خدا تجاوز عذاب دردناکی خواست 
2,184,روزهای محدودی [روزه بر شما مقرّر شده است]، ولی هر کس از شما بیمار یا مسافر باشد، پس [به همان] تعداد از روزهای دیگر [را روزه بگیرد]، و بر کسانی که طاقت روزه ندارند [همچون بیماران مزمن و پیران]، لازم است با اطعام مستمندی، کفّاره دهند. و هر کس به میل خود بیشتر نیکی کند، برای او بهتر است، و روزه گرفتن، برایتان بهتر است، اگر [آثار روزه را] بدانید.,روزهای محدودی روزه مقرر کس بیمار مسافر روزهای روزه گرفت طاقت روزه بیمار مزمن پیران اطعام مستمندی کفاره کس میل نیکی روزه گرفتن برا آثار روزه دانست 
2,188,و اموال یکدیگر را به باطل [و ناحقّ] در میان خود نخورید و برای خوردن بخشی از اموال مردم به گناه، آنها را به [عنوان رشوه، به کیسه‌ی] حاکمان و قاضی‌ها سرازیر نکنید. در حالی که خود می‌دانید [این کار، گناه است].,اموال باطل ناحق خورد خوردن اموال مردم گناه عنوان رشوه کیسه حاکمان قاضی سرازیر کرد دانست کار گناه 
