sureh,ayeh,matn,processed matn
3,59,مَثلِ [آفرینشِ] عیسی نزد خداوند، همچون مَثلِ [آفرینشِ] آدم است که او را از خاک آفرید و سپس به او فرمود: «باش!» پس [بی‌درنگ] موجود شد.,آفرینش عیسی نزد خداوند آفرینش آدم خاک آفرید فرمود باش بی‌درنگ موجود 
4,1,ای مردم! از پروردگارتان پروا کنید، همان که شما را از یک انسان آفرید و همسرش را نیز از [جنس] او آفرید و از آن دو، مردان و زنان بسیاری را پراکنده ساخت. و از خدایی که [با سوگند به نام] او از یکدیگر درخواست می‌کنید، پروا کنید. و از [قطع رابطه با] خویشاوندان بپرهیزید که خداوند همواره مراقب شماست.,ای مردم پروردگار پروا انسان آفرید همسر جنس آفرید مردان زنان پراکنده ساخت خدایی سوگند نام درخواست کرد پروا قطع رابطه خویشاوندان پرهیخت خداوند مراقب شماست 
6,98,و اوست کسی که شما را از یک نفس آفرید. پس برخی قرار یافته [و به دنیا آمده‌اند] و برخی [در پشت پدرها و رحم مادرها] به امانت گذاشته شده‌اند. ما آیات خویش را برای گروهی که می‌فهمند، به تفصیل بیان کردیم.,اوست یک‌نفس آفرید قرار دنیا آمد پدر رحم مادر امانت گذاشته شد آیات فهمید تفصیل کرد 
6,142,[و او کسی است که] از چهارپایان برای شما حیوانات باربر و حیوانات کوچک آفرید. از آنچه او به شما روزی داده است، بخورید و از گام‌های شیطان، پیروی ننمایید، که او دشمن آشکار شماست.,چهارپایان حیوانات باربر حیوانات آفرید روزید خورد گام شیطان پیروی نمود دشمن آشکار شماست 
6,143,هشت جفت از چهارپایان [برای شما آفرید]؛ از میش دو جفت و از بز دو جفت، بگو: «آیا خداوند، نرهای آنها را حرام کرده یا ماده‌های آنها را؟ یا آنچه رحم ماده‌های آنها در بر گرفته است؟ اگر راست می‌گویید [و بر تحریم آنها دلیلی دارید،] به من خبر دهید.»,هشت جفت چهارپایان آفرید؛ میش جفت بز جفت بگو خداوند نر حرام ماده را؟ رحم ماده است؟ راست گفت تحریم دلیلی داشت خبر داد 
7,29,بگو: «پروردگارم به عدالت فرمان داده است. و توجه خویش را در هر مسجد [و به هنگام عبادت،] به سوی او کنید و او را بخوانید و دین [خود] را برای او خالص گردانید. [و بدانید] همان گونه که در آغاز شما را آفرید، [بار دیگر در رستاخیز] بازمی‌گردید.»,بگو پروردگار عدالت فرمان توجه مسجد عبادت خواند دین خالص گرداند دانست آغاز آفرید رستاخیز بازمی‌گردید 
7,181,و از کسانی که آفریده‌ایم، گروهی [دیگران را] به حقّ هدایت می‌کنند و به آن حکم می‌نمایند.,آفرید حق هدایت حکم نمود 
7,191,آیا چیزهایی را شریک خدا قرار می‌دهند که چیزی نمی‌آفرینند و خودشان نیز مخلوق‌اند؟!,چیزهایی شریک خدا قرار آفرید خودشان مخلوق‌اند؟ 
10,3,پروردگارتان، خدایی است که آسمان‌ها و زمین را در شش روز [و دوران] آفرید، سپس بر عرش [قدرت] قرار گرفت. کار جهان را تدبیر و سامان‌دهی می‌کند. هیچ شفاعت‌کننده‌ای جز با اذن او نیست. آن خداوند است که پروردگار شماست، پس او را بپرستید. آیا پند نمی گیرید؟,پروردگار خدایی آسمان زمین روز دوران آفرید عرش قدرت قرار کار جهان تدبیر سامان‌دهی شفاعت‌کننده‌ای اذن خداوند پروردگار شماست پرستید پند نمی‌گیرید؟ 
11,7,او کسی است که آسمان‌ها و زمین را در شش روز [و دوران] آفرید و عرش او بر آب قرار داشت، تا شما را بیازماید که کدام یک نیکوکارترید. و اگر بگویی که: «شما پس از مرگ زنده خواهید شد.» کافران خواهند گفت: «این سحری آشکار است!»,آسمان زمین روز دوران آفرید عرش آب قرار بیازماید کدام‌یک نیکوکارترید گفت مرگ زنده خواست کافر خواست سحری آشکار 
14,19,[ای انسان!] آیا ندیدی که خداوند آسمان‌ها و زمین را به حق آفرید؟ اگر بخواهد شما را می‌برد و آفریده‌ای جدید می‌آورد.,ای انسان دید خداوند آسمان زمین حق آفرید؟ خواست برد آفرید آورد 
15,33,[ابلیس] گفت: «من این‌گونه نیستم که برای بشری که او را از گِلی خشکیده، سیاه و بدبو آفریده‌ای، سجده کنم.»,ابلیس این‌گونه نیستم بشری گلی خشکیده سیاه بدبو آفرید سجده 
16,3,او آسمان‌ها و زمین را بر اساس حق آفرید، او از آنچه با او شریک می‌سازند، برتر است.,آسمان زمین اساس حق آفرید شریک ساخت برتر 
