sureh,ayeh,matn,processed matn
2,126,و هنگامی که ابراهیم گفت: «پروردگارا! این [سرزمین] را شهری امن قرار ده و اهل آن را، آنان که به خدا و روز قیامت ایمان آورده‌اند، از ثمرات [گوناگون] روزی ده!» [خداوند] فرمود: «و به آنهایی که کافر شوند [نیز] بهره‌ی اندکی خواهم داد. سپس آنها را به قهر به سوی عذاب آتش می‌کشانم و چه بد، سرانجامی است.»,هنگامی‌که ابراهیم پروردگارا سرزمین شهری امن قرار ده اهل خدا روز قیامت ایمان آورد ثمرات گوناگون روزی‌ده خداوند فرمود آنهایی کافر بهره اندکی خواست قهر عذاب آتش کشاند بد سرانجامی 
3,114,آنان به خدا و روز قیامت ایمان دارند و امر به معروف و نهی از منکر می‌کنند و در کارهای خیر شتاب می‌ورزند و آنان از افراد صالح و شایسته هستند.,خدا روز قیامت ایمان معروف نهی منکر کارهای خیر شتاب ورزید صالح شایسته 
3,161,ممکن نیست هیچ پیامبری خیانت کند. و هر کس خیانت کند، آنچه را که [در آن] خیانت نموده، روز قیامت به همراه می‌آورد، آن‌گاه [نتیجه‌ی] اعمال هرکس، به طور کامل به او داده می‌شود. و به آنها ستم نخواهد شد.,پیامبری خیانت کس خیانت خیانت نموده روز قیامت همراه آورد آن‌گاه نتیجه اعمال هرکس ستم خواست 
3,185,هر کسی [طعم] مرگ را می‌چشد. و بی‌گمان روز قیامت پاداش‌های شما به طور کامل داده خواهد شد. پس هر که را از آتش [دوزخ] دور کنند و به بهشت درآورند، قطعاً رستگار است. و زندگانی دنیا، جز مایه‌ی فریب نیست.,طعم مرگ چشید بی‌گمان روز قیامت پاداش خواست آتش دوزخ بهشت درآورند قطعا رستگار زندگانی دنیا مایه فریب 
4,38,و کسانی که اموال خود را از روی ریا و برای نشان دادن به مردم انفاق می‌کنند، و به خدا و روز قیامت ایمان ندارند، و کسی که شیطان همدم او باشد، چه بد همدمی است!,اموال ریا نشان مردم انفاق خدا روز قیامت ایمان شیطان همدم بد همدمی 
4,39,و اگر به خدا و روز قیامت ایمان می‌آوردند و از آنچه خدا، روزی‌شان کرده انفاق می‌کردند، چه زیانی برایشان داشت؟ و خداوند از نیت آنان آگاه است.,خدا روز قیامت ایمان آورد خدا روزی‌شان انفاق زیانی برایشان داشت؟ خداوند نیت آگاه 
4,87,خداوند که معبودی جز او نیست، همه‌ی شما را در روز قیامت، که هیچ شکی در آن نیست گرد می‌آورد. و راستگوتر از خدا در سخن کیست؟,خداوند معبود همه روز قیامت شکی گرد آورد راستگو خدا سخن کیست؟ 
4,109,آری! شما همان کسانی هستید که در زندگی دنیا از [منافقان و خیانت‌های] آنان جانبداری می‌کردید، امّا کیست که در روز قیامت در برابر خداوند از آنان جانبداری کند؟ یا چه کسی کارساز آنان خواهد شد؟,آری  زندگی دنیا منافق خیانت جانبداری کرد کیست روز قیامت خداوند جانبداری کند؟ کارساز خواست شد؟ 
4,159,و اهل كتاب همه پیش از مرگ به او ایمان می‌آورند و او روز قیامت، درباره‌ی آنها گواهی خواهد داد.,اهل کتاب مرگ ایمان آورد روز قیامت درباره گواهی خواست 
6,12,بگو: «آنچه در آسمان‌ها و زمین است، برای کیست؟» بگو: «برای خداوند است که بر خود، رحمت را مقرّر کرده است.» او قطعاً شما را در روز قیامت که شکی در آن نیست جمع خواهد کرد. کسانی که خود را باختند، همانان ایمان نمی‌آورند.,بگو آسمان زمین کیست؟ بگو خداوند رحمت مقرر قطعا روز قیامت شکی خواست باخت همانان ایمان آورد 
