sureh,ayeh,matn,processed matn
6,99,و او کسی است که از آسمان، آبی نازل کرد، پس به وسیله‌ی آن، هر گونه گیاه برآوردیم و از آن سبزه‌ها خارج ساختیم. از آن [سبزه‌ها] دانه‌های بر هم نشسته و چیده شده بیرون آوریم. و از شکوفه‌ی خرما خوشه‌هایی نزدیک به هم [پدید آوریم] و نیز باغ‌هایی از [انواع] انگورها و زیتون و انار [پرورش دهیم] که برخی شبیه به هم و برخی غیر متشابهند. به میوه‌ی آن، آن گاه که بار دهد و آن گاه که میوه می‌رسد، بنگرید. همانا در آن، نشانه‌هایی برای گروه با ایمان است.,آسمان آبی نازل وسیله گیاه برآورد سبزه خارج ساخت سبزه دانه نشسته چیده آورد شکوفه خرما خوشه پدید آورد باغ انواع انگور زیتون انار پرورش داد شبیه متشابهند میوه میوه نگریست همانا نشانه گروه ایمان 
6,141,اوست که باغ‌های معروش، [که درختانش روی داربست‌ها قرار می‌گیرند] و باغ‌های غیر معروش، [که درختانش نیاز به داربست ندارند،] را آفرید و همچنین نخل و انواع زراعت را که از نظر میوه و طعم با هم متفاوتند و [نیز] درخت زیتون و انار را که از جهتی با هم شبیه هستند و از جهتی تفاوت دارند. از میوه آن به هنگامی که به ثمر می‌نشیند، بخورید و حقِ آن را به هنگام درو بپردازید و زیاده‌روی نکنید که خداوند مسرفان را دوست نمی‌دارد.,اوست باغ معروش درختان داربست قرار گرفت باغ معروش درختان داربست آفرید نخل انواع زراعت میوه طعم متفاوتند درخت زیتون انار جهت شبیه جهت تفاوت میوه هنگامی‌که ثمر نشست خورد حق درو پرداخت زیاده‌روی کرد خداوند مسرف دوست داشت 
7,130,و ما فرعونیان را به خشکسالی و کمبود میوه‌ها گرفتار کردیم، شاید متذکّر گردند.,فرعون خشکسالی کمبود میوه گرفتار کرد متذکر گشت 
12,31,پس چون [همسر عزیز، بدگویی زنان مصر و] نیرنگ آنان را شنید، کسی را به سراغ آنها فرستاد و [مجلس باشکوهی ترتیب داد و] برای آنان پشتی [های گران‌بها] آماده کرد و به هر یک چاقویی داد [تا میوه میل کنند]. در این حال، به یوسف گفت: «بر زنان وارد شو!» همین که او را دیدند، بزرگش یافتند و [چُنان مبهوت او شدند که به جای میوه] دست‌های خود را بریدند و گفتند: «پناه بر خدا! این بشر نیست. بلکه فرشته‌ای بزرگوار است!»,همسر عزیز بدگویی زنان مصر نیرنگ شنید سراغ فرستاد مجلس باشکوه پشتی گران‌بها آماده چاقو میوه میل یوسف زنان شو دید بزرگ یافت چنان مبهوت میوه دست برید گفت پناه خدا بشر فرشته بزرگوار 
13,4,و در زمین قطعاتی است کنار هم. و باغ‌هایی از انواع انگور و کشت‌زار و درختان خرما [و محصولاتی مختلف،] همانند و غیر همانند، که همه با یک آب آبیاری می‌شوند. و بعضی میوه‌ها را در خوردن بر بعضی برتری دادیم. همانا در این [تنوع میوه‌ها و مزه‌ها با آن که از یک آب و خاک تغذیه می‌شوند،] برای کسانی که می‌اندیشند، نشانه‌هایی است.,زمین قطعات باغ انواع انگور کشت‌زار درختان خرما محصولات مختلف همانند همانند آب آبیاری میوه خوردن برتری داد همانا تنوع میوه مزه آن‌که آب خاک تغذیه اندیشید نشانه 
14,25,با اذن پروردگارش، همواره میوه می‌دهد. و خداوند برای مردم مثل‌هایی می‌زند، باشد که به یاد آرند و پند گیرند.,اذن پروردگار میوه خداوند مردم مثل زد یاد آرد پند گرفت 
16,11,خداوند به وسیله آن آب، برای شما کشت‌زار و زیتون و درختان خرما و انگور، و از هر نوع میوه‌ای می‌رویانَد. همانا در این امر برای آنان که می‌اندیشند، نشانه‌ای روشن است.,خداوند وسیله آب کشت‌زار زیتون درختان خرما انگور میوه‌ای رویاند همانا اندیشید نشانه روشن 
16,67,و از میوه‌های درختان خرما و انگور، هم [نوشیدنی] مست‌کننده، و هم رزق نیکو می‌سازید. البته در این امر برای گروهی که می‌اندیشند، نشانه‌ی روشنی است.,میوه درختان خرما انگور نوشیدنی مست‌کننده رزق نیکو ساخت اندیشید نشانه روشنی 
18,33,هر دو باغ، میوه [فراوان] خود را داد و چیزی از آن نکاست و میان آن دو [باغ]، نهری روان ساختیم.,باغ میوه فراوان کاست باغ نهری روان ساخت 
18,34,و آن مرد را میوه‌ای [فراوان] بود. پس به دوستش که با او گفتگو می‌کرد، گفت: «من از تو مالدارترم، و از نظر نفرات، [نیز] نیرومندترم.»,مرد میوه‌ای فراوان دوست گفتگو مالدارترم نفرات نیرومندترم 
18,42,و [سرانجام] میوه‌‌های باغ آن [مرد مغرور، با قهر خدا] احاطه شد [و از بین رفت]. پس او چنان شد که دو دست خویش را به خاطر خرج‌هایی که در باغ کرده بود، [از شدّت حسرت] برهم می‌مالید، در حالی که همه داربست‌ها فروریخته بود و می‌گفت: «ای کاش کسی را شریک پروردگارم قرار نمی‌دادم.»,سرانجام میوه باغ مرد مغرور قهر خدا احاطه چنان دست خاطر خرج باغ شدت حسرت برهم مالید داربست فروریخته گفت ای کاش شریک پروردگار قرار داد 
23,19,پس به وسیله‌ی آن [آب] برای شما باغ‌هایی از خرما و انگور پدید آوردیم که در آن باغ‌ها برای شما میوه‌های فراوانی است، و از آنها می‌خورید.,وسیله آب باغ خرما انگور پدید آورد باغ میوه فراوانی خورد 
25,8,یا [چرا از آسمان] بر او گنجی نمی‌افکنند؟ یا چرا او باغی ندارد تا از [میوه‌های] آن بخورد؟» و ستمگران [به مؤمنان] گفتند: «شما جز مردی جادو شده را پیروی نمی‌کنید.»,آسمان گنجی نمی‌افکنند؟ باغی میوه بخورد؟ ستمگر مؤمنان گفت مردی جادو پیروی کرد 
