sureh,ayeh,matn,processed matn
2,45,و از صبر و نماز یاری جویید، [و با شکیبایی و توجه به پروردگار، نیرو بگیرید،] و این کار جز برای خاشعان، دشوار و سنگین است.,صبر نماز یاری جست شکیبایی توجه پروردگار نیرو گرفت کار خاشع دشوار سنگین 
2,250,و هنگامی که در برابر جالوت و سپاهیان او قرار گرفتند، گفتند: «پروردگارا! صبر و شکیبایی بر ما فرو ریز و قدم‌های ما را ثابت و استوار بدار و ما را بر گروه کافران پیروز فرما!»,هنگامی‌که جالوت سپاه قرار گرفت گفت پروردگارا صبر شکیبایی فرو ریز قدم ثابت استوار بدار گروه کافر پیروز فرما 
3,125,البتّه اگر صبر و مقاومت کنید و پرهیزکاری نمایید، [گر چه] دشمنان با خشم و خروش بر شما بتازند، پروردگارتان شما را با پنج هزار فرشته‌ی نشان‌دار یاری می‌رساند.,صبر مقاومت پرهیزکاری نمایید‌گر دشمن خشم خروش تاخت پروردگار هزار فرشته نشان‌دار یاری رساند 
3,147,و سخنشان تنها این بود که گفتند: «پروردگارا! گناهان ما و زیاده‌روی ما را در کارمان بر ما ببخش و گام‌های ما را استوار بدار و ما را بر گروه کافران یاری ده.»,سخن گفت پروردگارا گناه زیاده‌روی کار ببخش گام استوار بدار گروه کافر یاری ده 
3,186,به یقین [همه شما] در اموال و جان‌های خود آزمایش می‌شوید و از کسانی که پیش از شما به آنها کتاب [آسمانی] داده شده و از مشرکان، سخنان آزاردهنده بسیاری می‌شنوید. و اگر صبوری و پرهیزکاری پیشه کنید، [برای شما شایسته‌تر است، زیرا] این [استقامت] از کارهای بزرگ و استوار است.,یقین اموال جان آزمایش شد کتاب آسمانی داده‌شده مشرک سخنان آزاردهنده شنفت صبوری پرهیزکاری پیشه شایسته استقامت کارهای استوار 
3,200,ای کسانی که ایمان آورده‌اید! [در برابر مشکلات و ناملایمات] صبر کنید و یکدیگر را به صبر فراخوانید [و در برابر دشمنان پایدار باشید] و از مرزها مراقبت کنید و از خداوند پروا داشته باشید، شاید رستگار شوید.,ای ایمان آورد مشکلات ناملایمات صبر صبر فراخوانید دشمن پایدار باشید مرز مراقبت خداوند پروا باشید رستگار شد 
8,8,تا حقّ را استوار و باطل را نابود سازد، هر چند مجرمان خوش نداشته باشند.,حق استوار باطل نابود ساخت مجر خوش نداشته 
11,11,مگر کسانی که اهل صبر و عمل صالح هستند، [که نه با رفتن نعمت، نومید می‌شوند و نه با آمدنش، فخر می‌فروشند.] برای آنان مغفرت و پاداشی بزرگ خواهد بود.,مگر اهل صبر عمل صالح رفتن نعمت نومید آمدن فخر فروخت مغفرت پاداش خواست 
11,112,پس [ای پیامبر!] همان‌گونه که مأمور شده‌ای، استوار باش و [نیز] هر کس که با تو، به سوی خدا آمده است، [استوار باشد،] و سرکشی نکنید که او به آنچه می‌کنید، بیناست.,پس پیامبر همان‌گونه مأمور شد استوار باش کس خدا استوار سرکشی کرد کرد بیناس 
15,29,پس هرگاه معتدل و استوارش ساختم و از روح خود در او دمیدم، سجده‌کنان پیش او بیفتید.»,هرگاه معتدل استوار ساخت روح دمید سجده‌کنان بیفتید 
