sureh,ayeh,matn,processed matn
27,23,من زنی را یافتم که بر مردم پادشاهی می‌کرد و از همه چیز برخوردار بود. و تخت بزرگی داشت.,زنی یافت مردم پادشاهی برخوردار تخت بزرگی 
27,41,[آنگاه] گفت: «تخت را [با تغییراتی‌] برایش ناشناس گردانید، تا ببینیم آیا [به شناخت آن‌] راه می‌یابد، یا از کسانی است که [بدین چیزها] راه نمی‌برند.»,آنگاه تخت تغییراتی برایش ناشناس گرداند دید شناخت بدین چیزها برد 
36,56,آنان و همسرانشان در زیر سایه‌ها بر تخت‌های آراسته تکیه می‌زنند.,همسرانشان سایه تخت آراسته تکیه زد 
37,44,بر تخت‌هایی در برابر یکدیگر [تَکیه زده‌اند].,تخت تکیه زد 
37,54,[آن بنده‌ی خدا به دوستان بهشتی‌اش] می‌گوید: «آیا شما می‌توانید [بر حال او] اطّلاع یابید؟»,بنده خدا دوستان بهشتی توانست اطلاع یابید؟ 
38,34,و به راستی ما سلیمان را آزمودیم. و بر تخت او جسدی [بی‌جان از فرزندش‌] افکندیم، پس به درگاه خدا توبه کرد.,راستی سلیمان آزمود تخت جسدی بی‌جان فرزند افکند درگاه خدا توبه 
38,51,در آنجا [بر تخت‌ها] تکیه می‌زنند. [و] میوه‌های فراوان و نوشیدنی در آنجا می‌طلبند.,تخت تکیه زد میوه فراوان نوشیدنی طلبید 
43,34,و برای خانه‌هایشان، درب‌های نقره‌ایِ متعدّد قرار می‌دادیم، و تخت‌هایی سیمین که بر آنها تکیه زنند.,خانه درب نقره‌ای متعدد قرار داد تخت سیمین تکیه زد 
43,72,و این است بهشتی که به خاطر عملکردتان به میراث برده‌اید.,بهشتی خاطر عملکرد میراث برد 
44,53,لباس‌های ابریشمی نازک و ضخیم می‌پوشند، در حالی که در برابر هم [بر تخت‌ها] نشسته‌اند.,لباس ابریشمی نازک ضخیم پوشید تخت شست 
47,6,و آنان را در بهشتی که به آنان شناسانده، وارد می‌سازد.,بهشتی شناسانده ساخت 
52,20,بر تخت‌های ردیف شده تکیه می‌کنند و زیبارویانی سیاه‌چشم را به همسری آنان در می‌آوریم.,تخت ردیف تکیه زیبارویانی سیاه‌چشم همسری آورد 
56,15,بر تخت‌هایی چیده شده و جواهرنشان،,تخت چیده جواهرنشان 
69,22,در بهشتی برین.,بهشتی برین 
76,12,و آنها را برای صبری که کردند، بهشتی [برین] و ابریشمی [نازنین] پاداش می‌دهد،,صبری بهشتی برین ابریشمی نازنین پاداش 
76,13,در حالی که در آن [بهشت] بر تخت‌ها تکیه زده‌اند، در آنجا نه آفتابی [آزار دهنده] بینند و نه سرمایی [سوزان].,بهشت تخت تکیه زد آفتابی آزار دهنده دید سرما سوزان 
83,23,بر تخت‌ها [تکیه می‌زنند و] می‌نگرند.,تخت تکیه زد نگریست 
83,35,آنان بر تخت‌های بهشتی نظاره‌گرند،,تخت بهشتی نظاره‌گرند 
88,13,در آنجا تخت‌هایی است پرارج و برافراشته.,تخت پرارج برافراشته 
