sureh,ayeh,matn,processed matn
2,119,[ای رسول!] ما تو را به حقّ فرستادیم تا بشارت‌گر و بیم‌دهنده باشی و تو مسئول دوزخیان [و جهنّم رفتن آنان] نیستی.,ای رسول حق فرستاد بشارت‌گر بیم‌دهنده باشید مسئول دوزخ جهنم رفتن نیستی 
4,165,پیامبرانی كه بشارت‌دهنده و بیم‌دهنده بودند، تا پس از [آمدن] این پیامبران، برای مردم در مقابل خدا [بهانه و] حجّتی باقی نماند. و خداوند همواره شكست‌ناپذیر و حكیم است.,پیامبرانی بشارت‌دهنده بیم‌دهنده آمدن پیامبر مردم مقابل خدا بهانه حجتی باقی ماند خداوند شکست‌ناپذیر حکیم 
5,19,ای اهل کتاب! به راستی رسول ما پس از فاصله‌ای میان فرستادگان، به سوی شما آمد در حالی که حقایق را برای شما بیان می‌کند تا مبادا بگویید: «نه بشارت‌دهنده‌ای به سوی ما آمد و نه بیم‌دهنده‌ای.» [هم اکنون،] بشارت‌دهنده و بیم‌دهنده به سوی شما آمد و خداوند بر همه چیز تواناست.,ای اهل کتاب راستی رسول فاصله فرستادگان حقایق مبادا گفت بشارت‌دهنده بیم‌دهنده‌ای هم‌اکنون بشارت‌دهنده بیم‌دهنده خداوند تواناست 
6,48,و ما پیامبران را جز به عنوان بشارت‌دهنده و بیم‌دهنده نمی‌فرستیم. پس کسانی که ایمان آورند و [کار خود را] اصلاح کنند، بیمی بر آنان نیست و اندوهگین نمی‌شوند.,پیامبر عنوان بشارت‌دهنده بیم‌دهنده فرستاد ایمان آورد کار اصلاح بیم اندوهگین شد 
7,56,و در زمین فساد مکنید بعد از آن که اصلاح شده است و او را با بیم و امید بخوانید، [بیم از مسئولیت‌ها و امید به رحمتش، و نیکی کنید،] زیرا رحمت خدا به نیکوکاران نزدیک است.,زمین فساد مکنید آن‌که اصلاح‌شده بیم امید خواند بیم مسئولیت امید رحمتش نیکی رحمت خدا نیکوکار 
11,2,كه: «جز خداوند یكتا را نپرستید! من از طرف او برای شما هشداردهنده و بشارت‌دهنده‌ام.,خداوند یکتا پرستید هشداردهنده بشارت‌دهنده 
13,7,و کسانی که کفر ورزیدند، می‌گویند: «چرا از طرف پروردگارش نشانه‌ای بر او نازل نشده است؟» [ای پیامبر!] تو فقط بیم‌دهنده‌ای و برای هر قومی راهنمایی است.,کفر ورزید پروردگار نشانه نازل نشده است؟ ای پیامبر بیم‌دهنده‌ای قومی راهنمایی 
17,31,فرزندان خود را از بیم تنگدستی نكشید! ما هستیم كه آنان و شما را روزی می‌دهیم. یقیناً كشتن آنان گناهی است بزرگ!,فرزندان بیم تنگدستی کشت روزید داد یقینا کشتن گناهی 
17,105,و آن [قرآن‌] را به حقّ فروفرستادیم و به حقّ فرود آمد و ما تو را جز بشارت‌دهنده و بیم‌رسان نفرستادیم.,قرآن حق فروفرستادیم حق فرود بشارت‌دهنده بیم‌رسان فرستاد 
18,4,و تا بیم دهد به آنان كه گفتند: «خداوند برای خود فرزندی گرفته است!»,بیم گفت خداوند فرزندی 
18,56,و ما پیامبران را جز بشارت‌دهندگان و بیم‌دهندگان نمی‌فرستیم، ولی کافران به باطل مجادله و ستیز می‌کنند تا به وسیله‌ی آن حقّ را درهم کوبند و آنان نشانه‌ها و آیات مرا و آنچه را که به آن بیم داده شدند، به مسخره گرفتند.,پیامبر بشارت‌دهندگان بیم‌دهندگان فرستاد کافر باطل مجادله ستیز وسیله حق درهم کفت نشانه آیات مرا بیم مسخره گرفت 
25,7,[کافران] گفتند: «این چه پیامبری است که [مانند ما] غذا می‌خورد، و در بازارها راه می‌رود؟ چرا فرشته‌ای به سوی او نازل نشده تا همراه او بیم‌دهنده باشد؟,کافر گفت پیامبری غذا خورد بازارها می‌رود؟ فرشته نازل نشده همراه بیم‌دهنده باشد؟ 
25,56,و تو را نفرستادیم، مگر [آنکه] مژده‌رسان و بیم‌دهنده [باشی].,فرستاد مگر مژده‌رسان بیم‌دهنده باشید 
33,45,ای پیامبر! ما تو را گواه [بر مردم] و بشارت‌دهنده و بیم‌دهنده فرستادیم.,ای پیامبر گواه مردم بشارت‌دهنده بیم‌دهنده فرستاد 
34,28,و ما تو را نفرستادیم مگر برای این که مردم را [از خطا و گناه] بازداری، [و] مژده‌دهنده و بیم‌دهنده [باشی]. ولی بیشتر مردم نمی‌دانند.,فرستاد مگر این‌که مردم خطا گناه بازداری مژده‌دهنده بیم‌دهنده باشید مردم دانست 
