sureh,ayeh,matn,processed matn
3,60,[سخن] حقّ از جانب پروردگار توست، پس از تردید‌کنندگان مباش.,سخن حق جانب پروردگار توس تردید‌کنندگان مبا 
4,128,و اگر زنی از ناسازگاری یا بی‌اعتنایی شوهرش بیم داشته باشد، مانعی ندارد که آن‌دو به‌‌گونه‌ای پسندیده با یکدیگر مصالحه کنند [و از پاره‌ای حقوق خود، چشم بپوشند.] و صلح و سازش بهتر است؛ ولی جان‌ها در معرض بخل و آزمندی است. و اگر [به همسرانتان] نیکی کنید و [از ناسازگاری] بپرهیزید، بی‌تردید خداوند به آنچه می‌کنید، آگاه است.,زنی ناسازگاری بی‌اعتنایی شوهرش بیم مانعی آن‌دو به‌گونه‌ای پسندیده مصالحه پاره‌ای حقوق چشم پوشید صلح سازش است؛ جان معرض بخل آزمندی همسرانتان نیکی ناسازگاری پرهیخت بی‌تردید خداوند کرد آگاه 
6,37,و گفتند: «چرا بر او معجزه‌ای [که ما می‌خواهیم] از سوی پروردگارش نازل نشده؟» بگو: «بی‌تردید خداوند قادر است که معجزه‌ای [را که می‌خواهید] بیاورد؛ ولی بیشتر آنها نمی‌دانند.»,گفت معجزه خواست پروردگار نازل نشده؟ بگو بی‌تردید خداوند قادر معجزه خواست بیاورد؛ دانست 
11,109,پس [ای پیامبر!] از آنچه این کفّار می‌پرستند، در شک و تردید مباش، آنها عبادت نمی‌کنند مگر همان‌گونه که قبلاً پدرانشان [بت‌ها را] عبادت می‌کردند، و ما نصیب آنها را به طور کامل و بی‌کم و کاست خواهیم پرداخت.,پس پیامبر کفار پرستید شک تردید مبا عبادت کرد مگر همان‌گونه قبلا پدران بت عبادت نصیب بی‌کم کاست خواست پرداخت 
12,7,بی‌تردید در [داستان] یوسف و برادرانش، نشانه‌ها [و عبرت‌ها]یی برای اهل [تحقیق و] پرسش است.,بی‌تردید داستان یوسف برادرانش نشانه عبرت اهل تحقیق پرسش 
15,63,[فرشتگان] گفتند: «در واقع ما آنچه را [از نزول عذاب که] درباره‌اش تردید داشتند، برای تو آورده‌ایم.,فرشتگ گفت واقع نزول عذاب درباره تردید آورد 
17,27,بی‌تردید اسراف‌كاران برادران شیطان‌هایند. و شیطان نسبت به پروردگارش همواره ناسپاس است.,بی‌تردید اسراف‌کار برادر شیطان‌هایند شیطان پروردگار ناسپاس 
20,64,پس [اینک تمام] حیله و نیرنگ خود را گرد آورید، سپس در یک صف [و منظّم] بیایید. که بی‌تردید امروز پیروزی از آنِ کسی است که برتری یابد [و سحر او غالب شود].»,اینک حیله نیرنگ گرد آورد صف منظم بیایید بی‌تردید امروز پیروزی برتری سحر غالب 
21,54,[ابراهیم] گفت: «بی‌تردید شما و پدرانتان در گمراهی آشکار بوده و هستید!»,ابراهیم بی‌تردید پدران گمراهی آشکار  
22,59,بی‌تردید خداوند آنان را به جایگاهی وارد می‌کند که مورد رضایتشان باشد، همانا خداوند دانا و بردبار است.,بی‌تردید خداوند جایگاه رضایت همانا خداوند دانا بردبار 
23,15,سپس شما بی‌تردید بعد از آن [مراحل،] می‌میرید.,بی‌تردید مراحل می‌می‌رید 
26,153,[قوم ثمود، به صالح] گفتند: «بی‌تردید تو جادو شده‌ای!,قوم ثمود صالح گفت بی‌تردید جادو شد 
26,185,[مردم] گفتند: «بی‌تردید تو جادو شده‌ای!,مردم گفت بی‌تردید جادو شد 
28,37,و موسی [در پاسخ تکذیب فرعونیان] گفت: «پروردگار من به کسی که از نزد او هدایت آورده، آگاه‌تر است و [می‌داند] سرانجام [نیک] آخرت برای چه کسانی است. بی‌تردید ستمکاران رستگار نخواهند شد.»,موسی پاسخ تکذیب فرعون پروردگار نزد هدایت آورده آگاه دانست سرانجام نیک آخرت بی‌تردید ستمکار رستگار خواست 
28,76,قارون از قوم موسی بود و بر آنان ستم کرد. و ما آن‌قدر از گنج‌ها به او داده بودیم که حمل کلیدهایش بر گروهی نیرومند نیز دشوار بود. هنگامی که قومش به او گفتند: «مغرورانه شادی مکن! بی‌تردید خداوند شادمانانِ مغرور را دوست نمی‌دارد.,قارون قوم موسی ستم آن‌قدر گنج بود حمل کلید نیرومند دشوار هنگامی‌که قومش گفت مغرورانه شادی مکن بی‌تردید خداوند شادمان مغرور دوست داشت 
29,3,در حالی که بی‌تردید کسانی را که پیش از ایشان بودند، آزمودیم. قطعاً خداوند کسانی را که راست گفتند، می‌شناسد، و دروغگویان را [نیز] می‌شناسد,بی‌تردید آزمود قطعا خداوند راست گفت شناخت دروغگو شناخت 
29,48,و تو پیش از این، هیچ نوشته‌ای را نمی‌خواندی، و آن را با دست خود نمی‌نوشتی، مبادا آنان که در صدد [تکذیب و] ابطال [سخنان] تو هستند، [در وحی بودن و حقّانیت قرآن‌] شک و تردید کنند.,نوشت خواند دست نوشت مبادا صدد تکذیب ابطال سخنان وحی حقانیت قرآن شک تردید 
29,69,و کسانی که در [راه] ما [خالصانه با نفس خود یا دشمن ما] جهاد کردند، بی‌تردید آنان را به راه‌های خود، راهنمایی می‌کنیم. و همانا خداوند با نیکوکاران است.,خالصانه نفس دشمن جهاد بی‌تردید راه راهنمایی همانا خداوند نیکوکار 
31,22,و هر کس روی خود را به سوی خدا کند، و نیکوکار باشد، پس بی‌تردید به دستگیره محکمی چنگ زده، و پایان همه‌ی کارها به سوی اوست.,کس خدا نیکوکار بی‌تردید دستگیره محکمی چنگ زده پایان همه کارها اوست 
33,12,و آن‌گاه که منافقان و کسانی که در دل‌هایشان بیماری [شک و تردید] بود، گفتند: «خدا و پیامبرش فقط وعده‌هایی فریبنده به ما دادند.»,آن‌گاه منافق دل بیماری شک تردید گفت خدا پیامبر وعده فریبنده 
34,54,[سرانجام] میان آنان و آنچه می‌خواستند، جدایی افتاد. همان‌گونه که از دیرباز با همانندان ایشان چنین شد؛ زیرا آنان همواره در شک و تردید سختی بودند.,سرانجام خواست جدایی افتاد همان‌گونه دیرباز همانند شد؛ شک تردید سختی 
37,144,بی‌تردید تا روز قیامت در شکم ماهی می‌ماند.,بی‌تردید روز قیامت شکم ماهی ماند 
38,24,[داود] گفت: «بی‌تردید او با درخواست افزودن میش تو به میش‌های خودش، به تو ستم کرده است. و البتّه بسیاری از شریکان، بر یکدیگر ستم می‌کنند، مگر کسانی که ایمان آورده‌اند و کارهای شایسته کرده‌اند. و آنان اندکند.» و [داود] متوجّه شد که ما او را [با این ماجرا] آزمایش کرده‌ایم، پس از پروردگارش آمرزش خواست و به رکوع افتاد و توبه کرد.,داوید بی‌تردید درخواست افزود میش میش ستم شریک ستم مگر ایمان آورد کارهای شایسته کرد اندکند داوید متوجه ماجرا آزمایش کرد پروردگار آمرزش خواست رکوع افتاد توبه 
38,88,و بی‌تردید پس از مدّتی خبر [درستی آیات و وعده‌های‌] آن را خواهید دانست.»,بی‌تردید مدتی خبر درستی آیات وعده خواست 
39,65,و قطعاً به تو، و به کسانی [از پیامبران] که پیش از تو بوده‌اند، وحی شده است که: «اگر شرک ورزی، بی‌تردید عمل تو تباه می‌شود و قطعاً از زیانکاران خواهی شد.,قطعا پیامبر بود وحی‌شده شرک ورزید بی‌تردید عمل تباه قطعا زیانکار خواست 
41,25,و [به خاطر کفر و طغیانشان] برای آنان همنشینانی گماشتیم، که لذّت‌های مادّی حال و آینده را برایشان آراستند. و فرمان عذابی که پیش از آنان گروه‌هایی از جنّ و انس را فراگرفته بود، بر آنان نیز ثابت شد. آنان بی‌تردید زیانکارند.,خاطر کفر طغیان همنشینانی گماشت لذت مادی آینده برایشان آراست فرمان عذاب گروه جن انس فراگرفته ثابت بی‌تردید زیانکارند 
44,9,[کافران این را باور ندارند،] بلکه آنان در شک و تردید خود سرگرمند.,کافر باور شک تردید سرگرمند 
44,50,این همان است که همواره در آن تردید داشتید.»,تردید داشت 
48,18,بی‌تردید خداوند از مؤمنان خشنود شد، آن‌گاه که [در حُدَیبِیه] زیر آن درخت با تو بیعت می‌کردند و خدا آنچه را در دل‌هایشان [از ایمان و صداقت] بود، می‌دانست، پس آرامش را بر آنان فروفرستاد و پیروزی نزدیکی را [در خیبر] پاداش آنان قرار داد.,بی‌تردید خداوند مؤمنان خشنود آن‌گاه حدیبیه درخت بیعت خدا دل ایمان صداقت دانست آرامش فروفرستاد پیروزی نزدیکی خیبر پاداش قرار 
54,51,و بی‌تردید ما کسانی را [از پیشینیان] که مانند شما [کافر] بودند، نابود کردیم. پس آیا پندپذیری هست؟,بی‌تردید پیشینیان کافر نابود کرد پندپذیر هست؟ 
63,8,می‌گویند: «اگر به مدینه بازگردیم، بی‌تردید عزیزترینِ افراد خوارترینِ مردم را بیرون خواهد کرد.» در حالی که عزّت و اقتدار مخصوص خدا و پیامبرش و مؤمنان است؛ ولی منافقان نمی‌دانند.,مدینه بازگشت بی‌تردید عزیز خوار مردم خواست عزت اقتدار مخصوص خدا پیامبر مؤمنان است؛ منافق دانست 
68,7,بی‌تردید پروردگارت، خود بهتر می‌داند چه کسی از راه او گمراه شده و او به ره‌یافتگان داناتر است.,بی‌تردید پروردگار دانست گمراه ره‌یافتگان دانا 
68,27,بلکه ما بی‌بهره مانده‌ایم!»,بی‌بهره ماند 
77,46,[به کافران بگو:] «اندک زمانی [در این دنیا] بخورید و بهره گیرید! که شما گناهکارید [و بی‌تردید به کیفر اعمالتان گرفتار خواهید شد.]»,کافر بگو اندک زمانی دنیا خورد بهره گرفت گناهکارید بی‌تردید کیفر اعمال گرفتار خواست 
80,11,این چنین [برخوردی شایسته‌] نیست! بی‌تردید این [قرآن] مایه‌ی پند است.,این‌چنین برخوردی شایسته بی‌تردید قرآن مایه پند 
84,6,ای انسان! بی‌تردید تو با تلاشی سخت به سوی پروردگارت رهسپاری و سرانجام به دیدار او خواهی رسید.,ای انسان بی‌تردید تلاشی سخت پروردگار رهسپار سرانجام دیدار خواست 
86,8,بی‌تردید او بر بازگرداندن انسان تواناست،,بی‌تردید بازگرداندن انسان تواناست 
92,12,بی‌تردید هدایت [مردم] بر عهده‌ی ماست.,بی‌تردید هدایت مردم عهده ماست 
93,4,و بی‌تردید آخرت برای تو بهتر از دنیاست.,بی‌تردید آخرت دنیاست 
100,8,و بی‌تردید سخت شیفته‌ی مال [و ثروت] است.,بی‌تردید سخت شیفته مال ثروت 
103,2,[که‌] بی‌تردید انسان در زیان‌کاری بزرگی است،,بی‌تردید انسان زیان‌کاری بزرگی 
108,1,[ای پیامبر!] بی‌تردید ما به تو خیر فراوان عطا کردیم.,ای پیامبر بی‌تردید خیر فراوان عطا کرد 
