sureh,ayeh,matn,processed matn
2,73,سپس گفتیم: «قسمتی از گاو ذبح شده را به مقتول بزنید [تا زنده شود و قاتل را معرّفی کند]. خداوند این‌گونه مردگان را زنده می‌کند و آیات خود را به شما نشان می‌دهد، شاید بیندیشید.»,گفت قسمتی گاو ذبح مقتول زد زنده قاتل معرفی خداوند این‌گونه مردگان زنده آیات نشان بیندیشید 
2,154,و به آنها که در راه خدا کشته می‌شوند مرده نگویید، بلکه آنان زنده‌اند، ولی شما نمی‌فهمید.,خدا کشته مرده گفت زنده‌اند فهمید 
3,2,خداوند که معبودی جز او نیست، زنده و پاینده است.,خداوند معبود زنده پاینده 
3,169,و هرگز گمان مبر کسانی که در راه خدا کشته شده‌اند، مرده‌اند؛ بلکه آنها زنده‌اند و نزد پروردگارشان روزی داده می‌شوند.,هرگز گمان مبر خدا کشته شد مرده‌اند؛ زنده‌اند نزد پروردگار روزید 
6,95,همانا خداوند، شکافنده‌ی دانه و هسته است. زنده را از مرده بیرون می‌آورد و بیرون آورنده‌ی مرده از زنده است. آن است خداوند شما. پس چگونه [از حقّ] منحرف می‌شوید؟,همانا خداوند شکافنده دانه هسته زنده مرده آورد آورنده مرده زنده خداوند حق منحرف می‌شوید؟ 
6,139,و گفتند: «آنچه در شکم این چهارپایانِ [نذر شده برای بت‌ها] است، [اگر زنده به دنیا آید،] مخصوص مردان ماست و بر زنان ما حرام است. و اگر مرده به دنیا آید، پس همه، [زن و مرد] در آن شریکند.» خداوند به زودی آنان را به سزای این‌گونه وصف‌های باطل، کیفر خواهد داد. همانا او حکیم و داناست.,گفت شکم چهارپایان نذر بت زنده دنیا آمد مخصوص مردان ماست زنان حرام مرده دنیا آمد زن مرد شریکند خداوند زودی سزید این‌گونه وصف باطل کیفر خواست همانا حکیم داناست 
7,25,فرمود: در آن [زمین] زنده می‌شوید و در آن می‌میرید و از آن [در رستاخیز] بیرون خواهید آمد.,فرمود زمین زنده شد می‌می‌رید رستاخیز خواست 
7,57,او کسی است که بادها را مژده‌ای پیشاپیش [بارانِ] رحمتش می‌فرستد تا زمانی که ابرهای سنگین، بار را [بر دوش خود] حمل کنند، در این هنگام آنها را به ‌سوی سرزمین‌های مرده می‌فرستیم و به‌ وسیله آن آب [حیات بخش] نازل می‌کنیم، و با آن از هرگونه میوه‌ای [از خاک تیره] بیرون می‌آوریم و این‌گونه [در قیامت،] مردگان را زنده می‌کنیم تا متذکر شوید.,باد مژده پیشاپیش باران رحمتش فرستاد زمانی ابرهای سنگین دوش حمل سرزمین مرده فرستاد وسیله آب حیات‌بخش نازل هرگونه میوه‌ای خاک تیره آورد این‌گونه قیامت مردگان زنده متذکر شد 
9,116,حکومت آسمان‌ها و زمین تنها از آنِ خداست. زنده می‌کند و می‌میراند و شما را جز خداوند، هیچ سرپرست و یاوری نیست.,حکومت آسمان زمین خداست زنده می‌راند خداوند سرپرست یاوری 
10,31,بگو: «چه کسی از آسمان و زمین، شما را روزی می‌دهد؟ یا چه کسی مالک گوش و چشم‌هاست؟ و چه کسی زنده را از مرده، و مرده را از زنده، بیرون می‌آورد؟ و چه کسی کار هستی را سامان می‌دهد؟» خواهند گفت: «خدا.» بگو: «آیا از کیفر پرستش غیر خدا، پروا نمی‌کنید؟»,بگو آسمان زمین روزید می‌دهد؟ مالک گوش چشم‌هاست؟ زنده مرده مرده زنده می‌آورد؟ کار هستی سامان می‌دهد؟ خواست خدا بگو کیفر پرستش خدا پروا نمی‌کنید؟ 
10,56,اوست که زنده می‌کند و می‌میراند، و به سوی او بازگردانده می‌شوید.,اوست زنده می‌راند بازگردانده شد 
15,23,و البتّه این ماییم که زنده می‌کنیم و می‌میرانیم. و ماییم که [بعد از مرگِ همه، می‌مانیم و] وارث می‌شویم.,ما زنده می‌می‌رانیم ما مرگ ماند وارث شد 
16,40,[زنده کردن مردگان برای ما دشوار نیست‌؛ زیرا] فرمان ما درباره چیزی، چون اراده کنیم، تنها این است که می‌گوییم: باش، پس [بی‌دِرنگ‌] خواهد بود.,زنده مردگان دشوار نیست؛ فرمان اراده گفت باش بی‌درنگ خواست 
19,15,و سلامی [شایسته] بر او باد، روزی که زاده شد و روزی که می‌میرد و روزی که زنده برانگیخته می‌شود.,سلامی شایسته باد روزید روزید مرد روزید زنده برانگیخته 
21,21,آیا خدایانی که [کفّار] از زمین برگزیده‌اند، مردگان را زنده می‌کنند؟,خدایانی کفار زمین برگزیده‌اند مردگان زنده می‌کنند؟ 
22,6,[بیان] این [مطالب] به خاطر آن است که [بدانید] خداوند حقّ است، و اوست که مردگان را زنده می‌کند و بر هر چیزی تواناست.,مطالب خاطر دانست خداوند حق اوست مردگان زنده تواناست 
22,7,و این که قیامت آمدنی است و شکی در آن نیست. و خداوند تمام کسانی را که در قبرها آرمیده‌اند، زنده خواهد کرد.,این‌که قیامت آمدنی شکی خداوند قبر آرمیده‌اند زنده خواست 
22,66,و او کسی است که به شما زندگی بخشید، سپس شما را می‌میراند، بار دیگر زنده می‌کند؛ البتّه انسان بسیار ناسپاس است.,زندگی بخشید می‌راند زنده می‌کند؛ انسان ناسپاس 
23,80,و اوست که زنده می‌کند و می‌میراند؛ و رفت و آمد شب و روز از آنِ او [و به دست او] است، پس آیا نمی‌اندیشید؟,اوست زنده می‌می‌راند؛ شب روز دست نمی‌اندیشید؟ 
25,49,تا با آن سرزمینی مرده را زنده گردانیم، و آن را به آفریده‌های خود از چهارپایان و مردمان بسیار بنوشانیم.,سرزمین مرده زنده گرداند آفریده چهارپایان مردمان بنوشانیم 
25,58,و بر زنده‌ای که هرگز نمی‌میرد، توکّل کن! و به ستایش او تسبیح گوی! همین بس که او به گناهان بندگانش آگاهی دقیق دارد.,زنده هرگز مرد توکل کن ستایش تسبیح‌گوی بس گناه بندگانش آگاهی دقیق 
26,81,و او كسی است كه مرا می‌میراند، سپس زنده‌ام می‌كند.,مرا می‌راند زنده 
30,19,[خداوند] زنده را از مرده بیرون می‌آورد، و مرده را از زنده بیرون می‌کشد. و زمین را پس از مرگش، [در بهار] زنده می‌کند، و شما نیز [روز قیامت] این‌گونه [از خاک] بیرون آورده می‌شوید.,خداوند زنده مرده آورد مرده زنده کشت زمین مرگ بهار زنده روز قیامت این‌گونه خاک آورده شد 
30,50,پس به آثار رحمت خدا بنگر که چگونه زمین را بعد از مرگش زنده می‌کند. همانا خداست زنده‌کننده‌ی مردگان. و او بر هر چیزی تواناست.,آثار رحمت خدا بنگر زمین مرگ زنده همانا خداست زنده‌کننده‌ی مردگان تواناست 
31,28,آفرینش و رستاخیز [همه‌ی] شما [نزد خدا چیزی] جز مانند [آفریدن و زنده کردن] یک تن نیست. خداوند شنوا و بیناست.,آفرینش رستاخیز همه نزد خدا آفریدن زنده تن خداوند شنوا بیناس 
35,9,و خداوند است که بادها را فرستاد تا ابر را برانگیزاند، پس آن را به سوی سرزمینی مرده راندیم و به وسیله‌ی آن زمین را بعد از مردنش زنده کردیم. رستاخیز نیز چنین است.,خداوند باد فرستاد ابر برانگیزاند سرزمین مرده راند وسیله زمین مردن زنده کرد رستاخیز 
36,12,ما خود مردگان را زنده می‌کنیم. و آنچه را از پیش فرستاده‌اند و آنچه را از آنان بر جای مانده است، می‌نویسیم. و هر چیزی را در پیشوایی روشن برشمرده‌ایم.,مردگان زنده فرستاد مانده نوشت پیشوایی روشن برشمرده‌ایم 
36,33,و زمین مرده، که ما آن را زنده کردیم و دانه‌ای از آن بیرون آوردیم که از آن می‌خورند، برای آنان نشانه‌ای است [بر امکان معاد].,زمین مرده زنده کرد دانه آورد خورد نشانه معاد 
40,68,او کسی است که زنده می‌کند و می‌میراند. پس چون به [وجود] چیزی حکم کند، فقط به آن می‌گوید: «باش!» پس بی‌درنگ موجود می‌شود.,زنده می‌راند حکم باش بی‌درنگ موجود 
41,39,و از نشانه‌های خداوند آن است که زمین را پژمرده [و بی‌جان] می‌بینی، پس همین که [از آسمان] آب را بر آن فروفرستادیم، به جنبش در می‌آید و می‌بالد. البتّه همان کسی که [زمین مرده را] زنده کرد، قطعاً زنده‌کننده‌ی مردگان است. بی‌شک او بر هر کاری تواناست.,نشانه خداوند زمین پژمرده بی‌جان دید آسمان آب فروفرستادیم جنبش بالید زمین مرده زنده قطعا زنده‌کننده‌ی مردگان بی‌شک کاشت تواناست 
42,9,آیا به جای خداوند، سرپرستان دیگری گرفته‌اند، با آن که تنها خدا ولیّ و سرپرست [واقعی] است. و اوست که مردگان را زنده می‌کند، و اوست که بر هر کاری تواناست.,خداوند سرپرستان گرفت آن‌که خدا سرپرست واقعی اوست مردگان زنده اوست کاشت تواناست 
43,11,و آن که از آسمان به اندازه‌ای معین، آبی فروفرستاد، پس با آن، سرزمین مرده را زنده کردیم. شما نیز این‌گونه [از قبرها] خارج می‌شوید.,آن‌که آسمان اندازه معین آبی فروفرستاد سرزمین مرده زنده کرد این‌گونه قبر خارج شد 
44,8,هیچ معبودی جز او نیست. اوست که زنده می‌کند و می‌میراند. پروردگار شما و پروردگار نیاکان شماست.,معبود اوست زنده می‌راند پروردگار پروردگار نیاکان شماست 
44,35,«جز این مرگ نخستین ما، [چیز دیگری در کار] نیست. و ما بار دیگر زنده نخواهیم شد.,مرگ کار زنده خواست 
45,24,وگفتند: «جز همین زندگی دنیایی، زندگی دیگری نیست. [گروهی] می‌میریم و [گروهی] زنده می‌شویم و ما را چیزی جز طبیعت و روزگار نابود نمی‌کند.» در حالی که هیچ‌گونه علمی بر این ادّعا ندارند. آنان تنها گروهی خیال‌بافند.,وگفتند زندگی دنیایی زندگی مرد زنده شد طبیعت روزگار نابود کرد هیچ‌گونه علمی ادعا خیال‌بافند 
