sureh,ayeh,matn,processed matn
2,30,و [به یاد آور] هنگامی که پروردگارت به فرشتگان گفت: «من بر آنم که در زمین جانشینی قرار دهم.» فرشتگان گفتند: «آیا کسی را در زمین قرار می‌دهی که در آن فساد کند و خون‌ها بریزد؟ در حالی که ما با حمد و ستایش، تو را تنزیه و تقدیس می‌کنیم.» خداوند فرمود: «به راستی من حقایقی را می‌دانم که شما نمی‌دانید.»,یاد آور هنگامی‌که پروردگار فرشتگ آن زمین جانشینی قرار دهم فرشتگ گفت زمین قرار داد فساد خون بریزد؟ حمد ستایش تنزیه تقدیس خداوند فرمود راستی حقایق دانست دانست 
2,34,و هنگامی که به فرشتگان گفتیم: «برای آدم سجده کنید.» همگی سجده کردند. جز ابلیس که سر باز زد و تکبّر کرد، و از کافران گردید.,هنگامی‌که فرشتگ گفت آدم سجده همگی سجده ابلیس سر زد تکبر کافر گشت 
2,206,و هنگامی که به او گفته شود: «از خدای پروا کن!» غرور و نخوت، او را به گناه می‌کشاند. پس آتش دوزخ برای او کافی است و چه بد جایگاهی است!,هنگامی‌که خدای پروا کن غرور نخوت گناه کشاند آتش دوزخ بد جایگاه 
3,12,به کسانی که کافر شدند بگو: «[از پیروزی خود در جنگ اُحُد، شاد نباشید،] به زودی شکست می‌خورید و به سوی جهنّم رانده می‌شوید. و چه بد جایگاهی است!»,کافر بگو پیروزی جنگ احد شاد باشید زودی شکست خورد جهنم رانده شد بد جایگاه 
3,42,و هنگامی که فرشتگان گفتند: «ای مریم! خدا تو را برگزیده و پاک ساخته و بر زنان جهان برتری داده است.,هنگامی‌که فرشتگ گفت ای مریم خدا برگزیده پاک ساخته زنان جهان برتری 
3,80,و [خداوند] به شما فرمان نمی‌دهد که فرشتگان و پیامبران را [به عنوان] پروردگار انتخاب کنید. آیا ممکن است پس از آن که تسلیم خدا شدید، او شما را به کفر فرمان دهد؟!,خداوند فرمان داد فرشتگ پیامبر عنوان پروردگار انتخاب آن‌که تسلیم خدا شدید کفر فرمان دهد؟ 
3,117,آنچه در این زندگی دنیا انفاق می‌کنند، چون بادی است که در آن سرما یا گرمای شدیدی باشد، [و] بر کشت‌زارِ قومی که بر خود ستم کرده [و در جایگاه نامناسب، کشت نموده] اند، بوزد، پس آن را از بین ببرد. خداوند به آنان ستم نکرده است، بلکه آنان به خویشتن ستم می‌کنند.,زندگی دنیا انفاق بادی سرما گرما شدید کشت‌زار قومی ستم جایگاه نامناسب کشت نمود بخت برد خداوند ستم نکرده خویشتن ستم 
3,151,به زودی در دل‌های کسانی که کفر ورزیدند، بیم خواهیم افکند، زیرا چیزی را برای خدا شریک قرار داده‌اند که [خداوند] بر [حقّانیت] آن دلیلی نازل نکرده است. و جایگاه آنان آتش دوزخ است و چه بد است جایگاه ستمگران!,زودی دل کفر ورزید بیم خواست افکند خدا شریک قرار داد خداوند حقانیت دلیلی نازل نکرده جایگاه آتش دوزخ بد جایگاه ستمگر 
3,162,آیا کسی که در پی خشنودی خداوند است، مانند کسی است که به خشم و غضب خدا دچار گشته و جایگاه او جهنّم است؟ و چه بد بازگشت‌گاهی است!,خشنودی خداوند خشم غضب خدا گشته جایگاه جهنم است؟ بد بازگشت‌گاهی 
3,197,[بهره‌ی آنها] کالایی ناچیز است، سپس جایگاه ابدی آنان دوزخ است. و چه بد جایگاهی است!,بهره کالا ناچیز جایگاه ابدی دوزخ بد جایگاه 
