sureh,ayeh,matn,processed matn
2,79,پس وای بر کسانی که مطالبی را با دست خود می‌نویسند، سپس می‌گویند: «این، از طرف خداست.» تا به آن، بهایِ اندکی بستانند، پس وای بر آنها از آنچه دست‌هایشان نوشت و وای بر آنها از آنچه [از این راه] به دست می‌آورند!,وای مطالبی دست نوشت خداست بهای اندکی ستاند وای دست نوشت وای دست آورد 
2,141,آن امّت بگذشت، آنچه آنان به دست آوردند، برای خودشان است و آنچه شما به دست آوردید، برای خودتان است و شما از آنچه آنان کرده‌اند، سؤال نخواهید شد.,امت بگذشت دست آورد خودشان دست آورد خودتان کرد سؤال خواست 
2,193,و با آنها بجنگید تا فتنه و آشوبی باقی نماند و دین، تنها از آنِ خدا شود. پس اگر دست برداشتند، تعدّی جز بر ستمکاران روا نیست.,جنگید فتنه آشوبی باقی ماند دین خدا دست برداشتند تعدی ستمکار روا 
2,256,در [پذیرش] دین، هیچ اجباری نیست. راه رشد از گمراهی روشن شده است، پس هر که به طاغوت کافر شود و به خداوند ایمان آورد، قطعاً به دستگیره‌ی محکمی دست یافته، که گسستنی برای آن نیست. و خداوند شنوای داناست.,پذیرش دین اجباری گمراهی روشن طاغوت کافر خداوند ایمان قطعا دستگیره محکمی دست‌یافته گسستنی خداوند شنوا داناست 
2,275,کسانی که ربا می‌خورند، از جا برنمی‌خیزند، مگر همانند برخاستن کسی که بر اثر تماس شیطان، آشفته و دیوانه شده [، تعادل خود را از دست داده] است. این [آسیب] بدان سبب است که گفتند: «خرید و فروش مانند رباست.» در حالی که خداوند خرید و فروش را حلال، و ربا را حرام کرده است. پس هر کس که موعظه‌ای از پروردگارش به او رسید و [از رباخواری] خودداری کرد، آنچه در گذشته [به دست آورده] مال اوست، و کار او به خدا واگذار می‌شود. امّا کسانی که [به رباخواری] بازگردند، آنان اهل آتش خواهند بود و در آن جاودانه می‌مانند.,ربا خورد برنمی‌خیزند مگر همانند برخاستن تماس شیطان آشفته دیوانه تعادل دست آسیب بدان گفت خرید فروش رباست خداوند خرید فروش حلال ربا حرام کس موعظه پروردگار رباخواری خودداری گذشته دست آورده مال اوست کار خدا واگذار رباخواری بازگشت اهل آتش خواست جاودانه ماند 
3,73,[بزرگان یهود، به آنان می‌گفتند:] «جز به کسی که آیین شما را پیروی کند، ایمان نیاورید. [زیرا دینِ حقّ منحصر به ماست.]» [ای پیامبر! به آنان] بگو: «راه سعادت، راهی است که خدا بنماید [و مانعی ندارد] که به امّتی دیگر نیز همانند آنچه [از کتاب و شریعت] به شما داده شده، داده شود، تا در نزد پروردگار با شما بحث و گفتگو کنند.» [به آنان] بگو: «فضل و رحمت به دست خداست، او به هر که بخواهد، عطا می‌کند و خداوند دارای رحمت گسترده و علم بی‌انتهاست.,بزرگان یهود گفت آیین پیروی ایمان نیاورید دین حق منحصر ماست پیامبر بگو سعادت راهی خدا نمود مانعی امتی همانند کتاب شریعت داده‌شده نزد پروردگار بحث گفتگو بگو فضل رحمت دست خداست خواست عطا خداوند رحمت گسترده علم بی‌انتهاست 
3,140,اگر [در جنگ اُحُد] به شما آسیبی رسید، [در جنگ بدر نیز] به آن قومِ [کافر] آسیبی همانند آن رسید. و این روزگار را در میان مردم [دست به دست] می‌گردانیم تا خداوند کسانی را که ایمان آورده‌اند، معلوم دارد و از میان شما گواهانی [بر دیگران] بگیرد. و خداوند ستمگران را دوست نمی‌دارد. [گر چه گاهی به ظاهر پیروز شوند.],جنگ احد آسیبی جنگ بدر قوم کافر آسیبی همانند روزگار مردم دست دست گرداند خداوند ایمان آورد معلوم گواهانی گرفت خداوند ستمگر دوست نمی‌دارد‌گر گاهی ظاهر پیروز 
4,32,هرگز برتری‌هایی را که خداوند برای بعضی از شما بر بعضی دیگر قرار داده، آرزو نکنید. [این تفاوت‌ها، برای حفظ نظام زندگی است. با این حال،] مردان از آنچه به دست آورده‌اند، بهره‌ای دارند و زنان نیز بهره‌ای. [و نباید حقوق هیچ یک پایمال گردد]. و [به جای آرزو و حسادت،] از فضل خداوند درخواست کنید، که خداوند به هر چیزی داناست.,هرگز برتری خداوند قرار آرزو کرد تفاوت حفظ نظام زندگی مردان دست آورد بهره زنان بهره حقوق هیچ‌یک پایمال آرزو حسادت فضل خداوند درخواست خداوند داناست 
5,6,ای کسانی که ایمان آورده‌اید! هنگامی که برای نماز برمی‌خیزید، صورت و دست‌ها را تا آرنج بشویید و بخشی از سرتان را مسح کنید و نیز پاهای خود را تا برآمدگی روی پا مسح نمایید و اگر جنب هستید، پس [با غسل کردن خود را] پاک کنید. و اگر بیمار یا مسافر باشید یا از قضای حاجت برگشته باشید، یا با زنان، آمیزش جنسی کرده‌اید و آب [برای غسل یا وضو] نیابید، پس با خاک پاکی تیمم کنید و از آن بر بخشی از صورت و دست‌ها نیز بکشید. خداوند نمی‌خواهد که بر شما سخت بگیرد، بلکه می‌خواهد شما را پاک سازد و نعمتش را بر شما تمام نماید، شاید شکر او را به جای آورید.,ای ایمان آورد هنگامی‌که نماز برمی‌خیزید صورت دست آرنج شست سر مسح پا برآمدگی پا مسح نمایید جنب  غسل پاک بیمار مسافر باشید قضای حاجت برگشته باشید زنان آمیزش جنسی کرد آب غسل وضو یابید خاک پاکی تیمم صورت دست کشت خداوند خواست سخت گرفت خواست پاک ساخت نعمت نمود شکر آورد 
5,28,اگر تو برای کشتنِ من دست دراز کنی، من دست به قتل تو دراز نمی‌کنم، چون از پروردگار جهانیان می‌ترسم.,کشتن دست دراز کرد دست قتل دراز کرد پروردگار جهانیان ترسید 
