sureh,ayeh,matn,processed matn
2,96,[ای پیامبر!] هر آینه یهود را حریص‌ترینِ مردم، حتّی [حریص‌تر] از مشركان، بر زندگی [این دنیا و اندوختن ثروت] خواهی یافت، [تا آنجا كه] هر یك از آنها دوست دارد هزار سال عمر كند، در حالی كه [اگر] این عمر طولانی به آنان داده شود، آنان را از عذاب خداوند باز نخواهد داشت و خداوند به اعمال آنها بیناست.,ای پیامبر آینه یهود حریص مردم حریص مشرک زندگی دنیا اندوختن ثروت خواست دوست هزار سال عمر عمر طولانی عذاب خداوند خواست خداوند اعمال بیناس 
2,233,مادرانی که می‌خواهند دوران شیردهی را کامل سازند، دو سالِ تمام فرزندانشان را شیر دهند. و خوراک و پوشاک این مادران، به وجهی نیکو بر عهده‌ی [پدر و] صاحب فرزند است. [البته] هیچ کس تکلیفی بیش از مقدار توانایی خود ندارد. هیچ مادری به خاطر فرزندش و نیز هیچ پدری به خاطر فرزندش نباید دچار ضرر شود. و [اگر پدر نباشد، هزینه مادر] بر عهده‌ی وارث اوست. و اگر پدر و مادر با توافق و مشورت یکدیگر بخواهند کودک را [زودتر از دو سال] از شیر بازگیرند، گناهی بر آنها نیست. و اگر خواستید دایه‌ای برای فرزندانتان بگیرید، گناهی بر شما نیست، به شرط این که آنچه را به وجهی پسندیده قرار گذاشته‌اید، بپردازید. و از [مخالفت فرمان] خدا بپرهیزید و بدانید خدا، به آنچه انجام می‌دهید، بیناست.,مادرانی خواست دوران شیردهی ساخت سال فرزندان شیر خوراک پوشاک مادران وجهی نیکو عهده پدر صاحب فرزند هیچ‌کس تکلیفی مقدار توانایی مادری خاطر فرزند پدری خاطر فرزند ضرر پدر باشید هزینه مادر عهده وارث اوست پدر مادر توافق مشورت خواست کودک زودتر سال شیر بازگیرند گناهی خواست دایه فرزندان گرفت گناهی شرط این‌که وجهی پسندیده قرار گذاشت پرداخت مخالفت فرمان خدا پرهیخت دانست خدا انجام داد بیناس 
2,240,و کسانی از شما که در آستانه‌ی مرگ قرار می‌گیرند و همسرانی از خود به جای می‌گذارند، درباره‌ی همسرانشان این سفارش است که تا یک سال، آنها را [با پرداخت هزینه‌ی زندگی] بهره‌مند سازند و از خانه بیرون نکنند. ولی اگر آنها خود بیرون رفتند و تصمیم شایسته‌ای درباره‌ی خودشان گرفتند، بر شما گناهی نیست و خداوند توانا و حکیم است.,آستانه مرگ قرار گرفت همسرانی گذارد درباره همسرانشان سفارش سال پرداخت هزینه زندگی بهره‌مند ساخت خانه کرد رفت تصمیم شایست درباره خودشان گرفت گناهی خداوند توانا حکیم 
2,259,یا همانند [عُزَیر،] کسی که از کنار یک آبادی عبور کرد، در حالی که دیوارها و سقف‌هایش فروریخته بود. [او با خود] گفت: «خداوند چگونه اینها را پس از مرگ زنده می‌کند؟»پس خداوند او را یکصد سال میراند و سپس زنده کرد، [و به او] فرمود: «چقدر درنگ کردی؟» گفت: «یک روز، یا قسمتی از یک روز!» فرمود: «بلکه یکصد سال دِرنگ کرده‌ای، به غذا و نوشیدنی خود نگاه کن که تغییر نیافته است. و به الاغ خود نگاه کن [که متلاشی شده است، این ماجرا برای آن است که هم به تو پاسخ گوییم] و [هم] تو را نشانه [رستاخیز] و حجّتی برای مردم قرار دهیم. [اکنون] به استخوان‌ها[ی مرکب خود] بنگر که چگونه آنها را به‌ هم پیوند می‌دهیم و بر آن گوشت می‌پوشانیم.» پس هنگامی که [این حقایق] آشکار شد، گفت: «[اکنون با تمام وجود] می‌دانم که خداوند بر هر کاری تواناست.»,همانند عزیر آبادی عبور دیوارها سقف فروریخته خداوند اینها مرگ زنده می‌کند؟ خداوند یکصد سال راند زنده فرمود چقدر درنگ کردی؟ روز قسمتی روز فرمود یکصد سال درنگ کرد غذا نوشیدنی نگاه کن یافت الاغ نگاه کن متلاشی‌شده ماجرا پاسخ گفت نشانه رستاخیز حجتی مردم قرار داد استخوان مرکب بنگر پیوند داد گوشت پوشاند هنگامی‌که حقایق آشکار دانست خداوند کاشت تواناست 
5,26,خداوند فرمود: «این سرزمین [مقدّس]، تا چهل سال بر آنها ممنوع است. پیوسته در زمین سرگردان خواهند بود. پس بر این گروه نافرمان دریغ مخور!»,خداوند فرمود سرزمین مقدس چهل سال ممنوع پیوسته زمین سرگردان خواست گروه نافرمان دریغ مخور 
9,28,ای کسانی که ایمان آورده‌اید! قطعاً مشرکان، پلید و ناپاکند. پس بعد از این سال نباید به مسجدالحرام نزدیک شوند و اگر [به خاطر راندن کفّار و قطع داد و ستد،] از فقر و تنگدستی می‌ترسید، پس به زودی خداوند اگر بخواهد، از فضل خویش شما را بی‌نیاز خواهد کرد. قطعاً خداوند آگاه و حکیم است.,ای ایمان آورد قطعا مشرک پلید ناپاکند سال مسجدالحرام خاطر راندن کفار قطع ستد فقر تنگدستی ترسید زودی خداوند خواست فضل بی‌نیاز خواست قطعا خداوند آگاه حکیم 
9,37,تأخیر [و تغییر ماه‌های حرام به ماه‌های دیگر،] سبب افزایش در کفر است، که به وسیله‌ی آن کافران گمراه می‌شوند. [آنها] یک سال [جنگ در ماه‌های حرام] را [به سلیقه و تمایل و مصلحت‌اندیشی،] حلال می‌دانند و یک سال آن را حرام. تا با تعداد ماه‌هایی که خداوند حرام ساخته، مطابق آید. از این رو، آنچه را خدا حرام کرده، حلال می‌کنند. کارهای ناپسند آنها، در نظرشان زیبا جلوه یافته است و خداوند کافران را هدایت نمی‌کند.,تأخیر ماه حرام ماه افزایش کفر وسیله کافر گمراه سال جنگ ماه حرام سلیقه تمایل مصلحت‌اندیشی حلال دانست سال حرام ماه خداوند حرام ساخته مطابق آمد خدا حرام حلال کارهای ناپسند نظر زیبا جلوه خداوند کافر هدایت کرد 
9,126,آیا نمی‌بینند که آنان در هر سال، یک یا دو بار آزمایش می‌شوند، امّا نه توبه می‌کنند و نه پند می‌گیرند.,دید سال آزمایش توبه پند گرفت 
12,47,[یوسف] گفت: «هفت سالِ پیاپی کشت کنید و هر چه درو کردید، جز اندکی را که می‌خورید، در خوشه‌هایش کنار بگذارید [و ذخیره نمایید].,یوسف هفت سال پیاپی کشت درو کرد اندکی خورد خوشه گذارد ذخیره نمایید 
12,48,آن‌گاه پس از آن، هفت سالِ سخت می‌آید که آنچه را برای آن سال‌ها اندوخته‌اید، خواهید خورد، جز اندکی که [برای بذر] ذخیره می‌کنید.,آن‌گاه هفت سال سخت سال‌ها اندوخت خواست خورد اندکی بذر ذخیره کرد 
