sureh,ayeh,matn,processed matn
2,168,ای مردم! از نعمت‌های حلال و پاکیزه‌ای که در زمین است، بخورید و از گام‌های [وسوسه‌انگیز] شیطان، پیروی نکنید. به راستی که او دشمن آشکار شماست.,ای مردم نعمت حلال پاکیزه زمین خورد گام وسوسه‌انگیز شیطان پیروی کرد راستی دشمن آشکار شماست 
3,29,بگو: «اگر آنچه در سینه‌ها دارید، پنهان سازید یا آشکار نمایید، خداوند آن را می‌داند و [نیز] آنچه را در آسمان‌ها و آنچه را در زمین است، می‌داند و خدا بر هر چیز تواناست.»,بگو سینه داشت پنهان ساخت آشکار نمایید خداوند دانست آسمان زمین دانست خدا تواناست 
6,125,خداوند هر که را بخواهد هدایت کند، سینه‌اش را برای [پذیرش] اسلام می‌گشاید. و هر که را [به خاطر اعمال خلافش،] بخواهد گمراه کند، سینه‌اش را سخت قرار می‌دهد؛ گویا به زحمت در آسمان بالا می‌رود. خداوند این چنین پلیدیِ [کفر] را بر کسانی که ایمان نمی‌آورند، قرار می‌دهد.,خداوند خواست هدایت سینه پذیرش اسلام گشاد خاطر اعمال خلاف خواست گمراه سینه سخت قرار می‌دهد؛ گویا زحمت آسمان خداوند این‌چنین پلیدی کفر ایمان آورد قرار 
7,2,این، کتابی است که بر تو نازل شده، پس نباید از ناحیه آن، ناراحتی در سینه داشته باشی و هدف، آن است که به وسیله آن [همگان را از عواقب بد عقاید و اعمال نادرستشان] بیم دهی و تذکری است برای مؤمنان.,کتابی نازل ناحیه ناراحتی سینه باشید هدف وسیله همگان عواقب بد عقاید اعمال نادرست بیم داد تذکر مؤمنان 
7,20,سپس شیطان آنها را وسوسه کرد، تا آنچه را از اندامشان پنهان بود، آشکار سازد و گفت: «پروردگارتان شما را از این درخت نهی نکرده، مگر به خاطر این که فرشته شوید یا جاودانه [در بهشت] بمانید!.»,شیطان وسوسه اندام پنهان آشکار ساخت پروردگار درخت نهی نکرده مگر خاطر این‌که فرشته شد جاودانه بهشت ماند 
7,200,و اگر از طرف شیطان [و شیطان‌صفتان،] کمترین وسوسه و تحریک و سوءنیتی به تو رسید، پس به خداوند پناه آور، که قطعاً او شنوا و داناست.,شیطان شیطان‌صفتان کمترین وسوسه تحریک سوءنیت خداوند پناه آور قطعا شنوا داناست 
11,5,بدانید كه مخالفان برای آن كه خود را از پیامبر پنهان دارند، سر و سینه‌های خود را به هم نزدیک می‌كنند و لباس‌های خویش را بر سر می‌كشند، [غافل از آن كه] خداوند تمام كارهای پنهان و آشكار آنان را می‌داند. همانا او به اسرار درون سینه‌ها آگاه است.,دانست مخالف آن‌که پیامبر پنهان سر سینه لباس سر کشت غافل آن‌که خداوند کارهای پنهان آشکار دانست همانا اسرار سینه آگاه 
11,12,پس شاید تو [به خاطر عدم پذیرش مردم، ابلاغِ] بعضی از آنچه را که به تو وحی می‌شود، واگذاری، و سینه‌ات به خاطر آن تنگ شده باشد که می‌گویند: «چرا گنجی بر او نازل نشده، یا فرشته‌ای با او نیامده!؟» تو فقط هشداردهنده‌ای. و خداوند بر هر چیزی ناظر و نگهبان است.,خاطر پذیرش مردم ابلاغ وحی واگذاری سینه خاطر تنگ گنجی نازل نشده فرشته نیامده؟ هشداردهنده خداوند ناظر نگهبان 
15,47,و ما هرگونه کینه‌ای را در سینه‌های آنان برکنده‌ایم، [در نتیجه آنان] برادرانه بر تخت‌ها روبروی یکدیگرند.,هرگونه کینه سینه برکنده نتیجه برادرانه تخت روبروی یکدیگرند 
15,97,[ای پیامبر!] البتّه ما می‌دانیم که سینه‌ات به خاطر آنچه می‌گویند، تنگ می‌شود.,ای پیامبر دانست سینه خاطر تنگ 
