sureh,ayeh,matn,processed matn
2,28,چگونه به خداوند کافر می‌شوید، در حالی که شما [اجسام بی‌روح و] مردگانی بودید که او به شما زندگی بخشید، سپس شما را می‌میراند و بار دیگر شما را زنده می‌کند، سپس به سوی او بازگردانده می‌شوید.,خداوند کافر شد اجسام بی‌روح مردگانی بود زندگی بخشید می‌راند زنده بازگردانده شد 
2,58,و [به خاطر بیاورید] زمانی که گفتیم: «وارد این قریه (بیت‌المقدّس) شوید و از [نعمت‌های فراوان] آن، هر چه می‌خواهید با گوارایی بخورید و از درِ [معبد بیت‌المقدّس] سجده‌کنان و خاشعانه وارد شوید و بگویید»: «خداوندا! گناهان ما را بریز!» «تا ما خطاهای شما را ببخشیم و به نیکوکاران، پاداشی افزون خواهیم داد.»,خاطر بیاورید زمانی گفت قریه (بیت‌المقدس) شد نعمت فراوان خواست گوارایی خورد معبد بیت‌المقدس سجده‌کنان خاشعانه شد گفت خداوندا گناه بریز خطا بخشید نیکوکار پاداش افزون خواست 
2,150,و [ای پیامبر!] از هر جا خارج شدی، پس [به هنگام نماز] روی خود را به سوی مسجدالحرام بگردان، و [شما نیز ای مسلمانان!] هر جا بودید روی خود را به سوی آن بگردانید تا مردم، بر ضدّ شما دلیلی نداشته باشند، مگر آنها که ستمکار [و لجوج] هستند. پس از آنها نترسید و تنها از من پروا کنید. و [بدانید تغییر قبله برای آن بود] که نعمت خود را بر شما تمام کنم، و شاید که شما هدایت شوید.,و پیامبر خارج شد نماز مسجدالحرام بگرد نیز مسلمان بود گرداند مردم ضد دلیلی نداشته مگر ستمکار لجوج ترسید پروا دانست قبله نعمت هدایت شد 
2,189,درباره‌ی [حکمتِ] هلال‌های ماه از تو سؤال می‌کنند، بگو: «برای آن است که مردم، اوقات [کارهای خویش] و زمان حجّ را بشناسند.» و نیکی آن نیست که [در حال احرامِ حج،] از پشت خانه‌ها وارد شوید، [آن چنان که در جاهلیت مرسوم بود،] بلکه نیکی آن است که تقوا پیشه کنید و از درها وارد خانه‌ها شوید، از خدا پروا کنید، باشد که رستگار شوید.,درباره حکمت هلال ماه سؤال بگو مردم اوقات کارهای زمان حج شناخت نیکی احرام حج خانه‌ها شد آن‌چنان جاهلیت مرسوم نیکی تقوا پیشه درها خانه‌ها شد خدا پروا رستگار شد 
3,157,و اگر در راه خدا کشته شوید یا بمیرید، آمرزش و رحمت خداوند از آنچه [آنان در طول عمر خود،] جمع می‌کنند، بهتر است.,خدا کشته شد مرد آمرزش رحمت خداوند عمر 
3,158,و اگر بمیرید یا کشته شوید، قطعاً به سوی خداوند برانگیخته می‌شوید.,مرد کشته شد قطعا خداوند برانگیخته شد 
3,170,آنان به خاطر آنچه خداوند از فضل خود به آنها داده، شادمانند و به کسانی که به دنبال ایشانند، ولی هنوز به آنها ملحق نشده‌اند، مژده می‌دهند که نه ترسی بر آنهاست و نه اندوهی خواهند داشت.,خاطر خداوند فضل شادمانند دنبال ایشانند ملحق شد مژده ترسید آنهاست اندوه خواست 
5,21,ای قوم من! به سرزمین مقدّسی که خداوند برای شما مقرّر داشته، وارد شوید و به پشت سر خود بازنگردید که زیانکار خواهید شد.»,ای قوم سرزمین مقدسی خداوند مقرر شد سر بازنگردید زیانکار خواست 
6,27,و اگر آنان را، آن هنگام که بر لبه‌ی آتش [دوزخ] نگه داشته شده‌اند، ببینی، پس می‌گویند: «ای کاش [بار دیگر به دنیا] بازگردانده شویم و آیات پروردگارمان را تکذیب نکنیم و از مؤمنان [واقعی] باشیم.»,لبه آتش دوزخ نگه شد دید ای کاش دنیا بازگردانده شد آیات پروردگار تکذیب کرد مؤمنان واقعی باشید 
6,29,و گفتند: «جز زندگی دنیوی ما، هیچ زندگی دیگری نیست و ما [پس از مرگ] برانگیحته نمی‌شویم.»,گفت زندگی دنیوی زندگی مرگ برانگیحته شد 
7,19,و ای آدم! تو و همسرت در بهشت ساکن شوید و از هر جا که خواستید بخورید؛ اما به این درخت نزدیک نشوید که از ستمکاران خواهید شد.»,و آدم همسر بهشت ساکن شد خواست بخورید؛ درخت شد ستمکار خواست 
7,149,و هنگامی که حقیقت به دستشان افتاد و دیدند گمراه شده‌اند، گفتند: «اگر پروردگار ما، به ما رحم نکند و ما را نیامرزد، قطعاً از زیانکاران خواهیم بود.»,هنگامی‌که حقیقت دستشان افتاد دید گمراه شد گفت پروردگار رحم کرد نیامرزد قطعا زیانکار خواست 
7,161,و [به خاطر بیاورید] هنگامی را که به آنها گفته شد: «در این قریه [بیت‌المقدّس] ساکن شوید و از هر جا [و به هر کیفیت] بخواهید، از آن بخورید [و بهره گیرید] و بگویید: خداوندا! گناهان ما را بریز! و از در [بیت‌المقدّس] با تواضع وارد شوید.» اگر چنین کنید گناهان شما را می‌بخشیم و نیکوکاران را پاداش بیشتر خواهیم داد.,خاطر بیاورید هنگامی قریه بیت‌المقدس ساکن شد کیفیت خواست خورد بهره گرفت گفت خداوندا گناه بریز بیت‌المقدس تواضع شد گناه بخشید نیکوکار پاداش خواست 
9,96,برای شما سوگند می‌خورند تا شما از آنان راضی شوید. [بدانید که شما هم] اگر از آنان راضی شوید، قطعاً خداوند از گروه فاسقان، خشنود نخواهد شد.,سوگند خورد راضی شد دانست راضی شد قطعا خداوند گروه فاسق خشنود خواست 
12,67,و گفت: «ای پسران من! [چون به مصر رسیدید، همه] از یک دروازه [به شهر] وارد نشوید، بلکه از دروازه‌های مختلف وارد شوید [تا توجه مردم به شما جلب نشود]. و [البته با این سفارش،] من نمی‌توانم چیزی از [مقدَّرات] خدا را از شما دور کنم. حکم و فرمان، تنها از آن خداست. بر او توکل دارم و توکل‌کنندگان [نیز] باید تنها بر او توکل کنند.»,ای پسر مصر رسید دروازه شهر شد دروازه مختلف شد توجه مردم جلب شد سفارش توانست مقدرات خدا حکم فرمان خداست توکل داشت توکل‌کنندگان توکل 
13,5,اگر تعجب می‌کنی، پس عجیب، گفتار آنهاست [که می‌گویند:] «آیا آنگاه که خاک شدیم، [بار دیگر زنده می‌شویم و] به آفرینش تازه‌ای درمی‌آییم؟» آنانند کسانی که به پروردگارشان کفر ورزیدند و همانانند که غل‌ها درگردنشان باشد. و همانانند همدم آتش و در آن جاودانه‌اند.,تعجب کرد عجیب گفتار آنهاست آنگاه خاک شد زنده شد آفرینش تازه درمی‌آییم؟ آنانند پروردگار کفر ورزید همانانند غل درگردنشان همانانند همدم آتش جاودانه‌اند 
15,15,قطعاً می‌گفتند: «در حقیقت ما چشم‌بندی شده‌ایم، بلکه ما قومی جادو شده‌ایم.»,قطعا گفت حقیقت چشم‌بندی شد قومی جادو شد 
15,44,هفت در دارد، برای هر در بخشی از آن گمراهان تقسیم شده‌اند.»,هفت گمراه تقسیم شد 
17,32,و به زنا نزدیک نشوید، كه كاری زشت، و راهی بد است.,زنا شد کاشت زشت راهی بد 
17,49,و گفتند: «آیا آن‌گاه كه ما استخوان‌هایی پوسیده و پراكنده شویم، آیا به راستی ما با آفرینشی تازه، برانگیخته می‌شویم؟»,گفت آن‌گاه استخوان پوسیده پراکنده شد راستی آفرینش تازه برانگیخته می‌شویم؟ 
17,68,پس آیا ایمِن شده‌اید از این كه شما را در ناحیه‌ی خشكی فروبرد؟ یا باران ریگ بر شما ببارد؟ سپس کارسازی برای خود نیابید.,ایمن شد این‌که ناحیه خشکی فروبرد؟ باران ریگ ببارد؟ کارسازی یابید 
17,98,آن [دوزخ] كیفر آنان است، بدان جهت كه كافر شدند و گفتند: «آیا پس از آن كه [مردیم و به صورت] استخوان، و [پراکنده و] ریز ریز شدیم، آیا واقعاً به صورت آفریده‌ی جدیدی برانگیخته خواهیم شد؟»,دوزخ کیفر بدان جهت کافر گفت آن‌که مرد صورت استخوان پراکنده ریز ریز شد واقعا صورت آفریده جدیدی برانگیخته خواست شد؟ 
19,33,و درود بر من، روزی که زاده شدم، و روزی که می‌میرم، و روزی که زنده برانگیخته می‌شوم.»,درود روزید شد روزید مرد روزید زنده برانگیخته شد 
20,119,و در آنجا، نه تشنه می‌شوی، و نه از حرارت آفتاب آزار می‌بینی.»,تشنه شد حرارت آفتاب آزار دید 
21,35,هر کسی [طعم] مرگ را می‌چشد! و ما شما را با بدی‌ها و خوبی‌ها می‌آزماییم و [سرانجام] به سوی ما بازگردانده می‌شوید.,طعم مرگ چشید بدی خوبی آزمود سرانجام بازگردانده شد 
23,35,آیا [او] به شما وعده می‌دهد که وقتی مردید، و خاک، و استخوان‌هایی [پوسیده] شدید، [دیگر بار از قبر] بیرون آورده می‌شوید؟!,وعده مرد خاک استخوان پوسیده شدید قبر آورده می‌شوید؟ 
23,82,گفتند: «آیا اگر مردیم، و خاک و استخوان‌هایی [پوسیده] شدیم، آیا ما بار دیگر برانگیخته خواهیم شد؟,گفت مرد خاک استخوان پوسیده شد برانگیخته خواست شد؟ 
24,28,پس اگر کسی را در خانه نیافتید، وارد آنجا نشوید، تا آنکه به شما اجازه‌ی ورود داده شود. و اگر به شما گفته شد: «برگردید!» پس برگردید [و آزرده نشوید]. این برای پاک‌تر ماندن شما [بهتر] است. و خداوند به عملکرد شما آگاه است.,خانه یافت شد اجازه ورود برگشت برگشت آزرده شد پاک ماندن خداوند عملکرد آگاه 
26,146,آیا [می‌پندارید] در آنچه در این دنیا دارید، با ایمِنی، رها خواهید شد؟,پندارید دنیا داشت ایمنی رها خواست شد؟ 
26,203,پس می‌گویند: «آیا به ما مهلتی داده خواهد شد؟»,مهلتی خواست شد؟ 
27,67,و کسانی که کفر ورزیدند، گفتند: «آیا هرگاه ما و پدرانمان، خاک شدیم، آیا حتماً [زنده از گور] بیرون آورده می‌شویم؟,کفر ورزید گفت هرگاه پدران خاک شد حتما زنده گور آورده می‌شویم؟ 
29,57,هر کسی [طعم] مرگ را می‌چشد! سپس به سوی ما بازگردانده می‌شوید.,طعم مرگ چشید بازگردانده شد 
32,10,و گفتند: «آیا همین که در زمین [دفن و پوسیده و] گم شدیم، آفرینش تازه‌ای خواهیم یافت؟» آری، آنان به ملاقات پروردگارشان کافرند.,گفت زمین دفن پوسیده گم شد آفرینش تازه خواست یافت؟ آری ملاقات پروردگار کافرند 
32,11,بگو: «فرشته‌ی مرگ که بر شما گمارده شده، جانتان را می‌گیرد، سپس به سوی پرودگارتان برگردانده می‌شوید.»,بگو فرشته مرگ گمارده جان پرودگارتان برگردانده شد 
33,20,[آنان به قدری وحشت‌زده‌اند که] می‌پندارند احزاب [مشرک و یهودِ مهاجم] هنوز نرفته‌اند و اگر [بار دیگر] گروه‌‌های دشمن [به سراغ مسلمانان] آیند، آنان آرزو می‌کنند کاش میان اعراب بادیه‌نشین بودند [و درگیر جنگ نمی‌شدند] و تنها از اخبار [مربوط به] شما جویا می‌شدند و اینان اگر در میان شما بودند، جز اندکی نمی‌جنگیدند.,قدری وحشت‌زده‌اند پندارید احزاب مشرک یهود مهاجم رفت گروه دشمن سراغ مسلمان آمد آرزو کاش اعراب بادیه‌نشین درگیر جنگ شد اخبار جویا شد اینان اندکی جنگید 
36,64,امروز وارد آن شوید، به خاطر کفری که داشتید.,امروز شد خاطر کفری داشت 
36,78,و برای ما مَثَلی آورد و آفرینش خود را فراموش کرد. گفت: «چه کسی استخوان‌هایی را که پوسیده است، زنده خواهد کرد؟»,مثلی آفرینش فراموش استخوان پوسیده زنده خواست کرد؟ 
37,16,آیا چون مردیم و خاک و استخوان‌هایی [پوسیده] شدیم، آیا [دوباره] برانگیخته خواهیم شد؟!,مرد خاک استخوان پوسیده شد برانگیخته خواست شد؟ 
37,17,و آیا پدران درگذشته ما نیز [زنده خواهند شد]؟»,پدران درگذشته زنده خواست شد؟ 
