sureh,ayeh,matn,processed matn
2,37,پس آدم از سوی پروردگارش کلماتی دریافت نمود، [و توبه کرد،] پس خداوند لطف خود را بر او بازگرداند. همانا او توبه‌پذیر مهربان است.,آدم پروردگار کلماتی دریافت نمود توبه خداوند لطف بازگرداند همانا توبه‌پذیر مهربان 
2,54,و زمانی که موسی به قوم خود گفت: «ای قوم من! شما با [به پرستش] گرفتن گوساله، به خود ستم کردید. پس به سوی خالق خود توبه کنید و بازگردید و [افرادی از] خودتان را [که گوساله را به پرستش گرفتند،] به قتل برسانید، این کار برای شما در پیشگاه پروردگارتان بهتر است.» پس خداوند توبه‌ی شما را پذیرفت، زیرا او توبه‌پذیر مهربان است.,زمانی موسی قوم ای قوم پرستش گرفتن گوساله ستم کرد خالق توبه بازگشت خودتان گوساله پرستش گرفت قتل رساند کار پیشگاه پروردگار خداوند توبه پذیرفت توبه‌پذیر مهربان 
2,128,پروردگارا! ما را تسلیم خود قرار ده و از نسل ما [نیز] امّتی که تسلیم تو باشند، پدید آور و راه و روشِ پرستش را به ما نشان ده و توبه‌ی ما را بپذیر، که همانا تو، توبه‌پذیرِ مهربانی!»,پروردگارا تسلیم قرار ده نسل امتی تسلیم پدید آور پرستش نشان ده توبه بپذیر همانا توبه‌پذیر مهربانی 
2,160,مگر آنها که توبه کردند و [اعمال بد خود را با اعمال نیک] اصلاح نمودند و [آنچه را کتمان کرده بودند،] آشکار ساختند که من [لطف خود را] بر آنان بازمی‌گردانم، زیرا من توبه‌پذیر مهربانم.,مگر توبه اعمال بد اعمال نیک اصلاح نمود کتمان آشکار ساخت لطف بازمی‌گردانم توبه‌پذیر مهربان 
3,89,مگر کسانی که پس از آن، توبه کنند و [کردار خود را] اصلاح نمایند که خدا آمرزنده و مهربان است.,مگر توبه کردار اصلاح نمایند خدا آمرزنده مهربان 
4,16,و آن مرد و زنی از شما، که [همسر ندارند، و] مرتکب آن کار [زشت] می‌شوند، بیازارید [و با اجرای حدّ مجازات کنید]. پس اگر توبه کردند و خود را اصلاح نمودند، از آنان درگذرید. [زیرا] خداوند توبه‌پذیرِ مهربان است.,مرد زنی همسر مرتکب کار زشت بیازارید اجرای مجازات توبه اصلاح نمود درگذرید خداوند توبه‌پذیر مهربان 
4,17,پذیرش توبه از سوی خدا، تنها برای کسانی است که از روی جهالت مرتکب گناه می‌شوند، سپس به زودی توبه می‌کنند. خداوند توبه‌ی آنان را می‌پذیرد و خدا، دانا و حکیم است.,پذیرش توبه خدا جهالت مرتکب گناه زودی توبه خداوند توبه پذیرفت خدا دانا حکیم 
4,18,و کسانی که کارهای زشت می‌کنند تا هنگامی که مرگ هر یک از ایشان فرارسد، آن‌گاه می‌گوید: «اکنون توبه کردم.» و نیز آنان که در کفر می‌میرند، توبه‌شان پذیرفته نیست. بلکه برای آنان عذابی دردناک فراهم ساخته‌ایم.,کارهای زشت هنگامی‌که مرگ فرارسد آن‌گاه توبه کفر مرد توبه پذیرفته عذاب دردناک فراهم ساخت 
4,26,خداوند می‌خواهد [با این قوانین، راه سعادت را] برای شما آشکار سازد و شما را به سنّت‌های [نیک] پیشینیانتان راهنمایی کند و توبه شما را بپذیرد. و خداوند، دانا و حکیم است.,خداوند خواست قوانین سعادت آشکار ساخت سنت نیک پیشینیان راهنمایی توبه پذیرفت خداوند دانا حکیم 
4,64,و ما هیچ پیامبری را نفرستادیم مگر برای آن که با اذن خداوند از او اطاعت کنند و اگر هنگامی که آنان به خود ستم کردند [و فرمان‌های خدا را زیر پا گذاردند] نزد تو می‌آمدند و از خداوند آمرزش می‌خواستند و پیامبر هم برای آنان استغفار می‌کرد، قطعاً خداوند را توبه‌پذیر و مهربان می‌یافتند.,پیامبری فرستاد مگر آن‌که اذن خداوند اطاعت هنگامی‌که ستم فرمان خدا پا گذارد نزد آمد خداوند آمرزش خواست پیامبر استغفار قطعا خداوند توبه‌پذیر مهربان یافت 
5,34,مگر آنها که پیش از دست یافتنِ شما بر آنان توبه کنند. پس بدانید [خدا توبه آنها را می‌پذیرد،] خداوند آمرزنده و مهربان است.,مگر دست یافتن توبه دانست خدا توبه پذیرفت خداوند آمرزنده مهربان 
5,39,اما آن کس که پس از ستم کردن، توبه و جبران نماید، خداوند توبه‌ی او را می‌پذیرد؛ زیرا خداوند آمرزنده و مهربان است.,کس ستم توبه جبران نمود خداوند توبه می‌پذیرد؛ خداوند آمرزنده مهربان 
6,54,و هرگاه کسانی که به آیات ما ایمان دارند، نزد تو آیند، پس بگو: «سلام بر شما! پروردگارتان بر خودش رحمت را مقرّر کرده است، که هر کس از شما از روی نادانی کار بدی انجام دهد و پس از آن توبه کند و خود را اصلاح نماید، قطعاً خداوند، آمرزنده و مهربان است.»,هرگاه آیات ایمان نزد آمد بگو سلام پروردگار رحمت مقرر کس نادانی کار بدی انجام توبه اصلاح نمود قطعا خداوند آمرزنده مهربان 
7,153,و آنها که گناه کنند و بعد از آن توبه نمایند و ایمان آورند، [امید عفو او را دارند، زیرا] پروردگار تو در پی آن آمرزنده و مهربان است.,گناه توبه نمایند ایمان آورد امید عفو پروردگار آمرزنده مهربان 
7,167,و [نیز به یادآور] هنگامی که پروردگارت اعلام کرد: تا روز قیامت کسی را بر آنها مسلط خواهد ساخت که آنها را پیوسته در عذاب سختی قرار دهد؛ زیرا پروردگارت مجازاتش سریع و [در مقابل توبه‌کاران] آمرزنده و مهربان است.,یادآور هنگامی‌که پروردگار اعلام روز قیامت مسلط خواست ساخت پیوسته عذاب سختی قرار دهد؛ پروردگار مجازات سریع مقابل توبه‌کار آمرزنده مهربان 
9,27,سپس خداوند بعد از آن، لطف خود را به هر که بخواهد، برمی‌گرداند. [و توبه‌ی فراریان را می‌پذیرد.] و خداوند، آمرزنده و مهربان است.,خداوند لطف خواست برمی‌گرداند توبه فرار پذیرفت خداوند آمرزنده مهربان 
9,102,و [از اعراب،] دیگرانی هستند که به گناهان خویش اعتراف کرده‌اند. کار خوب و بد را به هم آمیخته‌اند. امید است خداوند توبه‌ی آنان را بپذیرد [و لطف خویش را به آنان بازگرداند]. همانا خداوند، آمرزنده و مهربان است.,اعراب دیگران گناه اعتراف کرد کار بد آمیخت امید خداوند توبه پذیرفت لطف بازگرداند همانا خداوند آمرزنده مهربان 
9,104,آیا ندانستند که تنها خداوند، از بندگانش توبه را می‌پذیرد و صدقات را می‌گیرد؟ و این که خداوند، بسیار توبه‌پذیر و مهربان است؟,دانست خداوند بندگانش توبه پذیرفت صدقات می‌گیرد؟ این‌که خداوند توبه‌پذیر مهربان است؟ 
9,118,و [نیز] سه نفری که [از شرکت در جبهه‌ی تبوک به خاطر سستی] وامانده بودند، تا آن گاه که زمین با همه‌ی وسعتش [به سبب قهر و نفرت مردم] بر آنان تنگ شد و از خود به تنگ آمدند و فهمیدند که در برابر خدا، هیچ پناهگاهی جز خود او نیست، پس خداوند لطف خویش را شامل آنان ساخت تا به توبه موفّق شوند. همانا خداوند توبه‌پذیر و مهربان است.,نفری شرکت جبهه تبوک خاطر سستی وامانده زمین همه وسعت قهر نفرت مردم تنگ تنگ آمد فهمید خدا پناهگاه خداوند لطف ساخت توبه موفق همانا خداوند توبه‌پذیر مهربان 
16,119,سپس پروردگارت برای کسانی که از روی نادانی کار بدی کردند، آنگاه توبه کردند و به کار شایسته پرداختند، پس از آن توبه، قطعاً بخشنده و مهربان است.,پروردگار نادانی کار بدی آنگاه توبه کار شایسته پرداخت توبه قطعا بخشنده مهربان 
17,25,پروردگارتان به آنچه در درون شماست، آگاه‌تر [از خودتان] است. اگر صالح باشید، قطعاً او آمرزنده‌ی توبه‌كنندگان است.,پروردگار شماست آگاه خودتان صالح باشید قطعا آمرزنده توبه‌کنندگان 
20,82,و البتّه من آمرزنده‌ی آن کسم که توبه کند و ایمان آورد و کاری شایسته کند، سپس هدایت شود.,آمرزنده کسم توبه ایمان کاشت شایسته هدایت 
24,5,مگر کسانی که پس از آن [تهمت زدن،] توبه کنند و در مقام اصلاح و جبران برآیند، که قطعاً خداوند آمرزنده و مهربان است.,مگر تهمت زدن توبه مقام اصلاح جبران برآیند قطعا خداوند آمرزنده مهربان 
24,10,و اگر فضل و رحمت خداوند بر شما نبود، [رسوا می‌شدید. و نظام خانوادگی شما مختل می‌شد.] قطعاً خداوند توبه‌پذیر و حکیم است.,فضل رحمت خداوند رسوا شد نظام خانوادگی مختل قطعا خداوند توبه‌پذیر حکیم 
25,70,مگر کسانی که توبه کنند و ایمان آورند و کار شایسته کنند. پس اینانند که خداوند بدی‌هایشان را به نیکی تبدیل می‌کند. و خداوند همواره آمرزنده و مهربان است.,مگر توبه ایمان آورد کار شایسته اینانند خداوند بدی نیکی خداوند آمرزنده مهربان 
