sureh,ayeh,matn,processed matn
3,173,[همان] کسانی که مردم [منافق] به ایشان گفتند: «بی‌شک مردم [کافر مکه] علیه شما گرد آمده‌اند، پس از آنان بترسید.» [امّا این سخن، به جای ترس] بر ایمانشان افزود و گفتند: «خداوند ما را بس است و او چه خوب نگهبان و یاوری است!»,مردم منافق گفت بی‌شک مردم کافر مکه گرد آمد ترسید سخن ترس ایمان گفت خداوند بس نگهبان یاوری 
3,192,پروردگارا! هرکه را تو به دوزخ افکنی، بی‌شک او را خوار و رسوا ساخته‌ای. و برای ستمگران هیچ یاوری نیست.,پروردگارا هرکه دوزخ افکنی بی‌شک خوار رسوا ساخت ستمگر یاوری 
5,56,و کسانی که ولایت خدا و پیامبر او و آن مؤمنان را بپذیرند، بی‌شک حزب خدا پیروز است.,ولایت خدا پیامبر مؤمنان پذیرفت بی‌شک حزب خدا پیروز 
6,2,او کسی است که شما را از گل آفرید، پس از آن اَجلی را [برای زندگی شما در دنیا] قرار داد و اَجلی معین نزد اوست. پس [با وجود این] شما شک و شبهه می‌کنید؟,گل آفرید اجلی زندگی دنیا قرار اجلی معین نزد اوست شک شبهه می‌کنید؟ 
6,74,و [یاد کن] آن هنگام که ابراهیم به آزَر [عموی مشرکش که به جای] پدرش [سرپرستی او را به عهده داشت]، گفت: «آیا بت‌ها را خدایان می‌گیری؟ بی‌شک تو و قومت را در گمراهی آشکار می‌بینم.»,یاد کن ابراهیم آزر عموی مشرک پدرش سرپرستی بت خدا می‌گیری؟ بی‌شک قوم گمراهی آشکار دید 
10,94,پس اگر در آنچه بر تو نازل کردیم، شک داری، از آن کسانی که کتاب آسمانیِ پیش از تو را می‌خوانند، بپرس. یقیناً حقّ از پروردگارت به سوی تو آمده است، پس از شک‌آوران مباش.,نازل کرد شک داشت کتاب آسمانی خواند بپرس یقینا حق پروردگار شک‌آوران مبا 
12,28,پس همین که [عزیز مصر] دید پیراهن او از پشت پاره شده است، گفت: «بی‌شک این از نیرنگ شما زنان است. به راستی که نیرنگ شما بزرگ است.»,عزیز مصر دید پیراهن پاره بی‌شک نیرنگ زنان راستی نیرنگ 
12,70,پس چون بارهای برادران را آماده ساخت، جام آبخوری [گران‌قیمتی] را در بارِ برادرش [بنیامین] گذاشت، سپس [همین که قافله عازم حرکت شد،] جارچی فریاد برآورد: «ای کاروانیان! بی‌شک شما دزد هستید!»,بار برادر آماده ساخت جام آبخوری گران‌قیمت برادر بنیامین گذاشت قافله عازم حرکت جارچی فریاد برآورد کاروان بی‌شک دزد  
12,82,«[اگر به ما اطمینان نداری،] از مردم شهری که در آن بودیم و از کاروانی که با آن آمدیم، تحقیق کن. و بی‌شک ما راستگوییم.»,اطمینان نداری مردم شهری بود کاروانی آمد تحقیق کن بی‌شک راستگو 
15,24,و بدون شک، ما به پیشینیان از شما علم داریم و به آیندگان نیز آگاهیم.,شک پیشینیان علم آیندگان آگهید 
16,41,و کسانی که پس از آن که ستم دیدند، در راه خدا هجرت کردند، بی‌شک ما در همین دنیا، جایگاه نیکویی به آنان خواهیم داد. و اگر می‌دانستند، پاداش آخرت بزرگ‌تر است.,آن‌که ستم دید خدا هجرت بی‌شک دنیا جایگاه نیکویی خواست دانست پاداش آخرت بزرگ‌تر 
16,86,و چون کسانی که شرک ورزیدند، شریکان [پنداری] خود را [در قیامت] ببینند، می‌گویند: «پروردگارا! اینان شریکان ما بودند که ما به جای تو می‌خواندیم.» [ولی شریکان به سخن می‌آیند،] حرف آنان را به خودشان برمی‌گردانند، [و پاسخشان می‌دهند] که: «شما بی‌شک دروغگویید!»,شرک ورزید شریک پنداری قیامت دید پروردگارا اینان شریک خواند شریک سخن آمد حرف خودشان برمی‌گردانند پاسخ بی‌شک دروغگویید 
16,109,شک نیست که آنان در آخرت همان زیانکارانند.,شک آخرت زیانکارانند 
19,34,این است [ماجرای] عیسی، پسر مریم؛ [همان] گفتار درستی که [یهود و نصارا‌] در آن شک می‌کنند.,ماجرا عیسی پسر مریم؛ گفتار درستی یهود نصارا شک 
