sureh,ayeh,matn,processed matn
2,143,و بدین سان ما شما را امّتی میانه قرار دادیم تا بر مردم گواه باشید و پیامبر [نیز] بر شما گواه باشد. و قبله‌ای را که [چندی] بر آن بودی، فقط به خاطر این قرار دادیم تا کسانی را که از پیامبر پیروی می‌کنند از آنها که به عقب بازمی‌گردند، معلوم کنیم. و این [تغییرِ قبله،] دشوار بود، جز بر کسانی که خداوند آنها را هدایت کرده است. و خدا هرگز ایمان شما را [که پیش‌تر به سوی بیت‌المقدّس نماز خوانده‌اید،] تباه نمی‌گرداند. زیرا خداوند نسبت به مردم، رحیم و مهربان است.,بدین سان امتی میانه قرار داد مردم گواه باشید پیامبر گواه قبله چندی بود خاطر قرار داد پیامبر پیروی عقب بازمی‌گردند معلوم قبله دشوار خداوند هدایت خدا هرگز ایمان پیش بیت‌المقدس نماز خواند تباه گرداند خداوند مردم رحیم مهربان 
2,271,اگر صدقات را آشکارا بدهید، کارِ خوبی است، ولی اگر آنها را پنهان دارید و به نیازمندان بدهید، این برای شما بهتر است و بخشی از گناهان شما را می‌زداید. و خداوند به آنچه انجام می‌دهید، آگاه است.,صدقات آشکارا داد کار پنهان داشت نیازمند داد گناه زدود خداوند انجام داد آگاه 
2,286,خداوند هیچ کس را جز به اندازه توانایی‌اش تکلیف نمی‌کند، [انسان،] هر کار [نیکی] را انجام دهد، به سود خود انجام داده و هر کار [بدی] کند، به زیان خود کرده است. [مؤمنان می‌گویند:] «پروردگارا! اگر [تکلیفی را] فراموش کردیم یا به خطا رفتیم، ما را مؤاخذه مکن! پروردگارا! تکلیف سنگینی بر ما قرار مده، آن چنان که [به خاطر گناه] بر کسانی که پیش از ما بودند، قرار دادی. پروردگارا! آنچه که طاقت تحمّل آن را نداریم، بر ما مقرّر مکن و از ما درگذر و ما را بیامرز و در رحمت خود قرار ده! تو مولا و سرپرست مایی، پس ما را بر گروه کافران پیروز گردان!»,خداوند هیچ‌کس اندازه توانایی تکلیف کرد انسان کار نیکی انجام سود انجام کار بدی زیان مؤمنان پروردگارا تکلیفی فراموش کرد خطا رفت مؤاخذه مکن پروردگارا تکلیف سنگینی قرار مده آن‌چنان خاطر گناه قرار داد پروردگارا طاقت تحمل داشت مقرر مکن درگذر بیامرز رحمت قرار ده مولا سرپرست مایی گروه کافر پیروز گردان 
3,36,پس چون فرزند را به دنیا آورد، گفت: «پروردگارا! من دختر زاده‌ام.» در حالی که خداوند به آنچه او زاده داناتر بود. «و پسر مانند دختر نیست و من او را مریم نامیدم و او و فرزندانش را از [شرّ] شیطان رانده شده، در پناه تو قرار می‌دهم.»,فرزند دنیا پروردگارا دختر زاد خداوند دانا پسر دختر مریم نامید فرزندان شر شیطان رانده‌شده پناه قرار داد 
4,5,و اموالتان را که خداوند وسیله قوام و برپایی [زندگی] شما قرار داده، به دست سفیهان نسپارید، [ولی] از درآمد آن به آنها روزی دهید و آنان را بپوشانید و با آنان سخن شایسته و نیکو بگویید.,اموال خداوند وسیله قوام برپایی زندگی قرار دست سفیه سپارد درآمد روزید داد پوشاند سخن شایسته نیکو گفت 
4,66,و اگر به آنان دستور می‌دادیم که تن به کشتن دهید یا از خانه و سرزمین خود بیرون روید، تنها افرادی اندک، این دستور را انجام می‌دادند. و اگر اندرزهایی را که به آنان داده می‌شد، عمل می‌کردند، برایشان بهتر و در پایداری مؤثرتر بود.,دستور داد تن کشتن داد خانه سرزمین رست اندک دستور انجام داد اندرز عمل برایشان پایداری مؤثر 
6,25,بعضی از آنها کسانی هستند که [به ظاهر] به سخن تو گوش می‌دهند، ولی ما بر دل‌هایشان پرده‌هایی قرار داده‌ایم تا آن را نفهمند و در گوش‌هایشان [نسبت به شنیدن حقّ] سنگینی قرار دادیم و آنان به قدری لجوجند که اگر هر آیه و معجزه‌ای را ببینند، باز هم به آن ایمان نمی‌آورند، تا آنجا که چون نزد تو آیند، با تو جدال می‌کنند. و کسانی که کافر شدند، می‌گویند: «این نیست جز افسانه‌های پیشینیان.»,ظاهر سخن گوش دل پرده قرار داد فهمید گوش شنیدن حق سنگینی قرار داد قدری لجوجند آیه معجزه دید ایمان آورد نزد آمد جدال کافر افسانه پیشینیان 
6,78,پس چون خورشيد را برآمده ديد گفت: «این است پروردگار من! این بزرگتر [از ماه و ستاره] است.» امّا چون غروب کرد، گفت: «ای قوم من! همانا من از آنچه برای خداوند شریک قرار می‌دهید، بیزارم.,خورشید برآمده دید پروردگار بزرگتر ماه ستاره غروب ای قوم همانا خداوند شریک قرار داد بیزار 
6,97,و اوست کسی که ستارگان را برای شما قرار داد تا در تاریکی‌های خشکی و دریا، به وسیله آنها راه را بیابید. قطعاً ما نشانه‌ها را برای قومی که آگاه و دانایند، به تفصیل روشن ساختیم.,اوست ستارگان قرار تاریکی خشکی دریا وسیله یابید قطعا نشانه قومی آگاه دانایند تفصیل روشن ساخت 
6,122,و آن که [به واسطه‌ی جهل و شرک] مرده بود، پس او را [با هدایت خویش] حیات بخشیدیم و برای او نوری قرار دادیم که با آن در میان مردم راه خود را بیابد، آیا مَثَل او مَثَل کسی است که در ظلمت‌های [جهل و شرک] قرار دارد و از آن بیرون آمدنی نیست؟ این‌گونه برای کافران، کارهایی که می‌کردند، جلوه داده شده بود.,آن‌که واسطه جهل شرک مرده هدایت حیات بخشید نوری قرار داد مردم یابید ظلمت جهل شرک قرار آمدنی نیست؟ این‌گونه کافر کارهایی جلوه داده‌شده 
6,151,بگو: «بیایید آنچه را پروردگارتان بر شما حرام کرده است، برایتان بخوانم: این که چیزی را شریک خدا قرار ندهید، و به پدر و مادر نیکی کنید، و فرزندانتان را از [ترس] فقر نکشید، ما، شما و آنها را روزی می‌دهیم، و نزدیک کارهای زشت و قبیح نروید، چه آشکار باشد و چه پنهان، و نفسی را که خداوند محترم شمرده، به قتل نرسانید، مگر به حق [و از روی استحقاق]. این چیزی است که خداوند شما را به آن سفارش کرده، تا درک کنید.,بگو بیایید پروردگار حرام برا خواند این‌که شریک خدا قرار داد پدر مادر نیکی فرزندان ترس فقر کشت روزید داد کارهای زشت قبیح رست آشکار پنهان نفسی خداوند محترم شمرده قتل رساند مگر حق استحقاق خداوند سفارش درک 
7,10,و ما تسلط و مالکیت و حکومت بر زمین را برای شما قرار دادیم و انواع وسایل زندگی را برای شما فراهم ساختیم؛ اما کمتر شکرگزاری می‌کنید.,تسلط مالکیت حکومت زمین قرار داد انواع وسایل زندگی فراهم ساختیم؛ کمتر شکرگزاری کرد 
7,27,ای فرزندان آدم! شیطان شما را نفریبد. آن چنان که پدر و مادر شما را از بهشت بیرون کرد و لباسشان را از تنشان بیرون ساخت تا عورتشان را به آنها نشان دهد. چه این که او و همکارانش شما را می‌بینند و شما آنها را نمی‌بینید. [اما بدانید] ما شیاطین را اولیای کسانی قرار دادیم که ایمان نمی‌آورند.,ای فرزندان آدم شیطان فریفت آن‌چنان پدر مادر بهشت لباس تن ساخت عورت نشان این‌که همکارانش دید دید دانست شیاطین اولیا قرار داد ایمان آورد 
7,47,و هنگامی که چشمشان به دوزخیان می‌افتد، می‌گویند: «پروردگارا! ما را با جمعیت ستمگر قرار مده!»,هنگامی‌که چشمشان دوزخ افتاد پروردگارا جمعیت ستمگر قرار مده 
7,95,سپس [هنگامی که این هشدارها در آنها اثر نگذاشت،] نیکی [و فراوانیِ نعمت و رفاه] به جای بدی [و ناراحتی و گرفتاری] قرار دادیم، آن چنان که فزونی گرفتند [و مغرور شدند] و گفتند: «به پدران ما نیز تنگدستی و توانگری رسید.» چون چنین شد، آنها را ناگهان به اعمالشان گرفتیم.,هنگامی‌که هشدار گذاشت نیکی فراوانی نعمت رفاه بدی ناراحتی گرفتاری قرار داد آن‌چنان فزونی گرفت مغرور گفت پدران تنگدستی توانگری ناگهان اعمال گرفت 
7,190,پس چون [خداوند] به آن دو، فرزندی صالح داد، در آنچه به ایشان عطا نمود، برای خدا شریکانی قرار دادند، ولی خداوند از آنچه که آنان شریک او قرار می‌دهند، برتر است.,خداوند فرزندی صالح عطا نمود خدا شریکانی قرار خداوند شریک قرار برتر 
7,204,و هرگاه قرآن خوانده شود، به آن گوش دهید و ساکت شوید، باشد که مورد رحمت قرار گیرید.,هرگاه قرآن خوانده گوش داد ساکت شد رحمت قرار گرفت 
10,14,سپس شما را پس از [هلاکت] آنان، جانشینانی در زمین قرار دادیم، تا ببینیم شما چگونه عمل می‌کنید.,هلاکت جانشینانی زمین قرار داد دید عمل کرد 
10,34,بگو: «آیا از معبودهایی که شما شریک خدا قرار داده‌اید، کسی هست که بتواند آفرینش را آغاز کند، سپس آن را بازگرداند؟» بگو: «[فقط] خداوند، آفرینش را آغاز می‌کند و سپس بازمی‌گرداند. پس چرا [از حقّ] بازگردانده می‌شوید؟!»,بگو معبود شریک خدا قرار داد هست توانست آفرینش آغاز بازگرداند؟ بگو خداوند آفرینش آغاز بازمی‌گرداند حق بازگردانده می‌شوید؟ 
10,41,و اگر تو را تکذیب کردند، بگو: «عمل من برای من، و عمل شما برای شما باشد. شما از آنچه من انجام می‌دهم، بیزارید و من نیز از آنچه شما انجام می‌دهید، بیزارم.»,تکذیب بگو عمل عمل انجام داد بیزارید انجام داد بیزار 
10,85,آنان گفتند: «تنها بر خداوند توکل کرده‌ایم. پروردگارا! ما را گرفتار سختی‌ها و آزمایش ستمگران قرار مده.,گفت خداوند توکل کرد پروردگارا گرفتار سختی آزمایش ستمگر قرار مده 
13,3,و اوست خدایی که زمین را گسترانید و در آن کوه‌ها و نهرها قرار داد و از هر میوه‌ای، دو جفت در آن قرار داد. او روز را با شب می‌پوشاند. قطعاً در این [امور] برای کسانی که فکر می‌کنند، نشانه‌هایی است.,اوست خدایی زمین گستراند کوه نهر قرار میوه‌ای جفت قرار روز شب پوشاند قطعا امور نشانه 
15,16,و ما در آسمان برج‌هایی قرار دادیم و آن را برای بینندگان آراستیم.,آسمان برج قرار داد بینندگان آراست 
15,20,و در آن زمین، برای شما و آن که شما روزی‌دهنده او نیستید، وسیله‌ی زندگی قرار دادیم.,زمین آن‌که روزی‌دهنده نیستید وسیله زندگی قرار داد 
15,93,از آنچه انجام می‌داده‌اند.,انجام داد 
16,16,و نشانه‌های دیگری [در زمین قرار داد]، و آنان به وسیله‌ی ستاره، راه می‌یابند.,نشانه زمین قرار وسیله ستاره یابید 
16,72,و خداوند از جنس خودتان، همسرانی برایتان قرار داد، و از همسرانتان برای شما، فرزندان و نوادگانی قرار داد و از پاکیزه‌ها شما را روزی داد. پس آیا [باز هم] به باطل ایمان می‌آورند و به نعمت الهی کفر می‌ورزند؟,خداوند جنس خودتان همسرانی برا قرار همسرانتان فرزندان نوادگانی قرار پاکیزه روزید باطل ایمان آورد نعمت الهی کفر می‌ورزند؟ 
16,80,و خداوند برای شما از خانه‌هایتان، مایه‌ی آرامش قرار داد. و برای شما از پوست‌های چهارپایان، خیمه‌هایی قرار داد، که روز کوچ شما و روز اقامت شما، [حمل و نقل] آن را سبک و خفیف می‌یابید. و از پشم و کرک و موهای آنها، برای مدتی لوازم و اسباب زندگی قرار داد.,خداوند خانه مایه آرامش قرار پوست چهارپایان خیمه قرار روز کوچ روز اقامت حمل نقل سبک خفیف یابید پشم کرک موهای مدتی لوازم اسباب زندگی قرار 
16,100,غلبه و سلطه‌ی شیطان تنها بر کسانی است که [با پیروی از او] سلطه و ولایت او را می‌پذیرند، و [بر] کسانی است که برای خدا شریک قرار داده‌اند.,غلبه سلطه شیطان پیروی سلطه ولایت پذیرفت خدا شریک قرار داد 
17,6,سپس، جنگ را به سود شما و علیه آنان برگردانیم و شما را با اموال و فرزندان كمک كنیم و نفرات شما را بیشتر قرار دهیم.,جنگ سود برگردان اموال فرزندان کمک نفرات قرار داد 
17,8,امید است كه پروردگارتان بر شما رحم كند و اگر بازگردید [و دوباره فتنه كنید]، ما نیز برمی‌گردیم [و قهر خود را می‌فرستیم]. و ما دوزخ را برای كافران، زندانی سخت قرار داده‌ایم.,امید پروردگار رحم بازگشت فتنه برمی‌گردیم قهر فرستاد دوزخ کافر زندانی سخت قرار داد 
17,22,با خداوند، معبود دیگری قرار مده كه نكوهیده و سرافكنده خواهی نشست.,خداوند معبود قرار مده نکوهیده سرافکنده خواست 
17,33,و كسی را كه خداوند، [كشتنش را] حرام كرده است، نكشید، مگر به حقّ. و هر كس مظلوم كشته شود، قطعاً برای ولیّ او، تسلّطی بر قاتل قرار داده‌ایم، پس نباید در كشتن [و قصاص] زیاده‌روی كند، چرا كه او مورد حمایت [خداوند] قرار گرفته است.,خداوند کشتن حرام کشت مگر حق کس مظلوم کشته قطعا تسلط قاتل قرار داد کشتن قصاص زیاده‌روی حمایت خداوند قرار 
17,36,و از آنچه به آن علم نداری، پیروی مكن. چون گوش و چشم و دل، همه‌ی اینها مورد بازخواست قرار خواهد گرفت.,علم نداری پیروی مکن گوش چشم دل همه اینها بازخواست قرار خواست 
17,45,و هرگاه قرآن می‌خوانی، میان تو و كسانی كه به قیامت ایمان ندارند، حجابی ناپیدا قرار می‌دهیم.,هرگاه قرآن خواند قیامت ایمان حجاب ناپیدا قرار داد 
17,60,و [به یادآور] آن‌گاه كه به تو گفتیم: «پروردگارت بر مردم احاطه دارد.» و آن رؤیایی را كه نشانت دادیم، و آن درخت نفرین شده در قرآن را، جز برای آزمایش مردم قرار ندادیم. و ما مردم را بیم می‌دهیم، ولی [هشدار ما] جز طغیان و سركشی بزرگ، چیزی بر آنان نمی‌افزاید.,یادآور آن‌گاه گفت پروردگار مردم احاطه رؤیایی نشان داد درخت نفرین‌شده قرآن آزمایش مردم قرار داد مردم بیم داد هشدار طغیان سرکشی افزود 
18,7,همانا ما آنچه را روی زمین است، زینت برای آن قرار دادیم تا آنان را بیازماییم که کدامشان بهتر و نیکوتر عمل می‌کنند.,همانا زمین زینت قرار داد بیازماییم کدام نیکو عمل 
18,8,و ما [سرانجام] آنچه را روی آن است، به صورت خاک، و زمینی بی‌گیاه قرار می‌دهیم.,سرانجام صورت خاک زمینی بی‌گیاه قرار داد 
18,52,و روزی که [خداوند به مشرکان] می‌فرماید: «آنان را که شریک من می‌پنداشتید، فرابخوانید [تا کمکتان کنند].» پس آنها را می‌خوانند؛ ولی پاسخی به آنان نمی‌دهند و ما میانشان ورطه هلاکت قرار می‌دهیم.,روزید خداوند مشرک فرمود شریک پنداشت فرابخوانید کمک می‌خوانند؛ پاسخ داد میان ورطه هلاکت قرار داد 
18,59,و آن آبادی‌ها را هنگامی که ستم کردند، هلاکشان کردیم و برای نابود کردنشان زمانی را قرار دادیم.,آبادی هنگامی‌که ستم هلاک کرد نابود کردن زمانی قرار داد 
19,6,[جانشینی] كه وارث من و دودمان یعقوب باشد. و پروردگارا! او را پسندیده قرار ده!»,جانشینی وارث دودمان یعقوب پروردگارا پسندیده قرار ده 
