sureh,ayeh,matn,processed matn
4,117,آنچه آنها غیر از خدا می‌خوانند، تنها بت‌هایی است [که نام‌های] مؤنث [بر آنها نهاده‌اند و در حقیقت]، آنها جز شیطانی سرکش را نمی‌خوانند.,خدا خواند بت نام مؤنث نهاد حقیقت شیطانی سرکش خواند 
6,102,آن است خداوند، پروردگار شما! معبودی جز او نیست. آفریدگار هر چیز است. پس او را بپرستید. و او نگهبان و مدبّر همه چیز است.,خداوند پروردگار معبود آفریدگار پرستید نگهبان مدبر 
6,110,همان‌گونه که در آغاز ایمان نیاوردند، این بار نیز دلها و چشم‌هایشان را دگرگون و واژگون می‌کنیم و آنان را درطغیانشان رها می‌سازیم، تا سرگردان بمانند.,همان‌گونه آغاز ایمان نیاوردند دل چشم دگرگون واژگون درطغیانشان رها ساخت سرگردان ماند 
6,136,رو [بت‌پرستان] از آنچه خداوند از کشت و چهارپایان آفریده است، سهمی را برای خدا قرار دادند و به پندار خودشان گفتند: «این قسمت برای خداست و این قسمت برای [بت‌هایی که هم] شریکان [خدایند، هم شریک اموال] ما!» پس آنچه سهم شرکا و بت‌ها بود، به خدا نمی‌رسید؛ ولی هرچه سهم خدا بود، به شرکا می‌رسید. چه بد است آنچه داوری می‌کنند!,بت‌پرستان خداوند کشت چهارپایان آفریده سهمی خدا قرار پندار خودشان گفت قسمت خداست قسمت بت شریک خدایند شریک اموال شرکا بت خدا نمی‌رسید؛ هرچه خدا شرکا رسید بد داوری 
6,137,و بدین سان [بت‌ها و خادمان بت‌ها که] شریکان آنها [در اموالشان محسوب می‌شدند،] کشتن فرزند را برای بسیاری از مشرکان [به عنوان قربانی برای بت‌ها] زیبا جلوه دادند تا آنان را به هلاکت کشیده و آیین آنان را مشتَبَه سازند. و اگر خداوند می‌خواست چنین نمی‌کردند [و به اجبار مانعشان می‌شد]، پس آنان را با دروغ‌هایی که می‌بافند، واگذار.,بدین سان بت خاد بت شریک اموال شد کشتن فرزند مشرک عنوان قربانی بت زیبا جلوه هلاکت کشیده آیین مشتبه ساخت خداوند خواست کرد اجبار مانعشان دروغ بافت واگذار 
7,127,اشراف قوم فرعون [به او] گفتند: «آیا موسی و قومش را رها می‌کنی، که در زمین فساد کنند و تو و خدایانت را رها سازند؟» گفت: «به زودی پسرانشان را می‌کشیم و دخترانشان را زنده نگه‌می‌داریم [تا خدمت ما کنند]، و ما بر آنها کاملاً مسلط هستیم.»,اشراف قوم فرعون گفت موسی قومش رها کرد زمین فساد خدایانت رها سازند؟ زودی پسرانشان کشت دخترانشان زنده نگه‌می‌داریم خدمت مسلط 
7,197,[بت‌ها] و کسانی که به جای خدا می‌خوانید [و می‌پرستید]، نه می‌توانند شما را یاری نمایند و نه خود را یاری می‌کنند.»,بت خدا خواند پرستید یاری نمایند یاری 
15,86,به راستی پروردگار تو همان آفریدگار داناست.,راستی پروردگار آفریدگار داناست 
15,91,آنان که قرآن را قطعه قطعه کردند. [آنچه به سودشان بود گرفتند، و آنچه نبود، رها کردند.],قرآن قطعه‌قطعه سود گرفت رها 
20,106,پس آنها را [همچون] کویری صاف و هموار، رها می‌سازد.,کویر صاف هموار رها ساخت 
21,59,[بت‌پرستان چون بت‌های شکسته را دیدند،‌] گفتند: «چه کسی با خدایان ما چنین کرده؟ بی‌گمان او از ستمکاران است.»,بت‌پرستان بت شکسته دید گفت خدا کرده؟ بی‌گمان ستمکار 
26,71,گفتند: «بت‌هایی را می‌پرستیم و در كنارشان به پرستش ماندگاریم.»,گفت بت پرستید کنار پرستش ماندگار 
26,98,چون شما [بت‌ها و معبودها] را با پروردگار جهانیان برابر می‌دانستیم.,بت معبود پروردگار جهانیان دانست 
26,166,و همسرانتان را که پروردگارتان برای شما آفریده، رها می‌کنید؟ بلکه شما مردمی تجاوزکارید.»,همسرانتان پروردگار آفریده رها می‌کنید؟ مردمی تجاوزکارید 
36,75,[در حالی که آن] خدایان، توان یاری آنان را ندارند. و اینها [در قیامت] به عنوان لشکر [بت‌ها] احضار می‌شوند.,خدا توان یاری اینها قیامت عنوان لشکر بت احضار 
37,36,و می‌گفتند: «آیا ما به خاطر شاعری دیوانه، خدایانمان را رها کنیم؟»,گفت خاطر شاعری دیوانه خدایانمان رها کنیم؟ 
37,93,پس به سراغ بت‌ها رفت و با قدرت ضربه محکمی بر آنها فرود آورد [و خردشان کرد].,سراغ بت قدرت ضربه محکمی فرود خرد 
37,125,آیا [بتِ] بَعل را می‌خوانید و بهترین آفریدگار را رها می‌کنید؟,بت بعل خواند آفریدگار رها می‌کنید؟ 
39,62,خداوند، آفریدگار هر چیزی است. و اوست که بر هر چیز نگهبان [و ناظر] است.,خداوند آفریدگار اوست نگهبان ناظر 
40,62,این است خداوندی که پروردگار شما و آفریدگار هر چیز است. معبودی جز او نیست. پس چگونه [از راه حقّ] بازگردانده می‌شوید؟,خداوندی پروردگار آفریدگار معبود حق بازگردانده می‌شوید؟ 
52,35,آیا از هیچ آفریده شده‌اند؟ یا خود آفریدگار خویشند؟!,آفریده شده‌اند؟ آفریدگار خویشند؟ 
53,19,آیا [بت‌های] لات و عزّی را دیده‌اید؟,بت لات عزی دیده‌اید؟ 
53,20,و منات، آن سومین بت دیگر.,منات سومین بت 
