sureh,ayeh,matn,processed matn
5,62,بسیاری از آنها را می‌بینی که در گناه و تجاوز و حرام‌خواری، بر یکدیگر سبقت می‌جویند، چه زشت است کاری که انجام می‌دهند!,دید گناه تجاوز حرام‌خواری سبقت جست زشت کاشت انجام 
5,63,چرا دانشمندان نصارا و یهود، آنها را از سخنان گناه‌آمیز و حرام‌خواری، نهی نمی‌کنند؟! چه زشت است عملی که انجام می‌دادند!,دانشمندان نصارا یهود سخنان گناه‌آمیز حرام‌خواری نهی نمی‌کنند؟ زشت عملی انجام داد 
17,62,و گفت: «به من خبر ده، این است آن كسی كه بر من گرامی داشتی؟ اگر تا قیامت مهلتم دهی، یقیناً بر نسل او افسار می‌زنم و آنان را به زیر سلطه می‌كشانم، مگر اندكی را [که مخلَصند و توان فریب آنان را ندارم].»,خبر ده گرامی داشتی؟ قیامت مهل داد یقینا نسل افسار زد سلطه کشاند مگر اندکی مخلصند توان فریب داشت 
17,70,و بی‌گمان فرزندان آدم را گرامی داشتیم. و آنان را در خشكی و دریا [بر مركب‌ها] حمل كردیم و از چیزهای پاكیزه روزی‌شان دادیم و آنان را بر بسیاری از آفریده‌های خود برتری كامل دادیم.,بی‌گمان فرزندان آدم گرامی داشت خشکی دریا مرکب حمل کرد چیزهای پاکیزه روزی‌شان داد آفریده برتری داد 
18,82,و امّا آن دیوار، از آنِ دو نوجوان یتیم در آن شهر بود، و زیر آن دیوار، گنجی برای آن دو بود و پدرشان مردی صالح بود. پس پروردگارت اراده کرد که آن دو به حدّ رشد خود برسند و گنج خویش را که رحمتی از سوی پروردگارت بود، بیرون آورندو من این کارها را خودسرانه نکردم. این بود تأویل و راز آنچه نتوانستی بر آن صبر و شکیبایی ورزی.»,دیوار نوجوان یتیم شهر دیوار گنجی پدر مردی صالح پروردگار اراده رسید گنج رحمت پروردگار آورندو کارها خودسرانه کرد تأویل راز توانست صبر شکیبایی ورزید 
22,30,این است [مناسک حج] و هر کس آنچه را خداوند محترم شمرده، گرامی بدارد، قطعاً برای او نزد پروردگارش بهتر است. و چهارپایان برای شما حلال شده است، مگر آنچه [حرام بودنش، در آیات دیگر] بر شما خوانده می‌شود. پس از پلیدی بت‌ها دوری کنید و از گفتار باطل بپرهیزید.,مناسک حج کس خداوند محترم شمرده گرامی داشت قطعا نزد پروردگار چهارپایان حلال مگر حرام بودن آیات خوانده پلیدی بت دوری گفتار باطل پرهیخت 
22,32,این است [دستورات خداوند درباره‌ی حج]. و هر کس شعائر خدا را گرامی بدارد، پس این [بزرگداشت] از تقوای دل‌هاست.,دستورات خداوند درباره حج کس شعائر خدا گرامی داشت بزرگداشت تقوا دل‌هاست 
36,27,که پروردگارم مرا بخشید و از گرامی‌داشتگان قرارم داد.»,پروردگار مرا بخشید گرامی‌داشتگان قرار 
49,13,ای مردم! ما شما را از یک مرد و زن آفریدیم و شما را تیره‌ها و قبیله‌ها قرار دادیم، تا یکدیگر را بشناسید. همانا گرامی‌ترینِ شما نزد خدا، باتقواترینِ شماست. خداوند دانای آگاه است.,ای مردم مرد زن آفرید تیره قبیله قرار داد شناخت همانا گرامی نزد خدا باتقوا شماست خداوند دانا آگاه 
51,24,[ای پیامبر!] آیا داستان میهمانان گرامی ابراهیم به تو رسیده است؟,ای پیامبر داستان میهمان گرامی ابراهیم رسیده است؟ 
55,27,و [تنها] ذات پروردگارت که شکوهمند و گرامی است، ماندگار است.,ذات پروردگار شکوهمند گرامی ماندگار 
70,35,اینان در بهشت‌ها گرامی داشته می‌شوند.,اینان بهشت گرامی 
76,8,و غذای خود را با آن که به آن علاقه [و نیاز] دارند، به بینوا و یتیم و اسیر می‌دهند.,غذای آن‌که علاقه بینوا یتیم اسیر 
81,19,که آن [قرآن]، بازخوانده‌ی [جبرئیل،] پیام‌آوری گرامی است.,قرآن بازخوانده جبرئیل پیام‌آوری گرامی 
89,15,امّا انسان، هرگاه پروردگارش او را بیازماید و گرامیش دارد و نعمتش دهد، می‌گوید: «پروردگارم مرا گرامی داشته است.»,انسان هرگاه پروردگار بیازماید گرام نعمت پروردگار مرا گرامی 
89,17,چنین نیست! بلکه [خواری شما برای این است که‌] یتیم را گرامی نمی‌دارید.,خواری یتیم گرامی داشت 
93,6,آیا تو را یتیم نیافت، پس پناه داد و سامانت بخشید؟,یتیم یافت پناه سامان بخشید؟ 
93,9,پس بر یتیم تندی مکن و خوارش مساز!,یتیم تندی مکن خوار مساز 
96,3,بخوان که پروردگار تو از همه گرامی‌تر است.,بخوان پروردگار گرامی 
107,2,او همان کسی است که یتیم را با خشونت می‌راند.,یتیم خشونت راند 
