sureh,ayeh,matn,processed matn
2,31,و خداوند همه‌ی اسماء (حقایق و اسرار هستی) را به آدم آموخت، سپس آنها را به فرشتگان عرضه داشت و فرمود: «اگر راست می‌گویید، [و از آدم شایسته‌ترید،] از اسامی اینها به من خبر دهید.»,خداوند همه اسماء (حقایق اسرار هستی) آدم آموخت فرشتگ عرضه فرمود راست گفت آدم شایسته‌ترید اسامی اینها خبر داد 
2,94,بگو: «اگر [آن چنان كه مدّعی هستید] سرای آخرت در نزد خداوند مخصوص شماست، نه سایر مردم، پس آرزوی مرگ كنید، اگر راست می‌گویید.»,بگو آن‌چنان مدعی  سرود آخرت نزد خداوند مخصوص شماست مردم آرزوی مرگ راست گفت 
2,111,و آنها گفتند: «هیچ کس، جز یهود یا نصارا، هرگز داخل بهشت نخواهد شد.» اینها [پندار و] آرزوهای آنهاست، بگو: «اگر راست می‌گویید، دلیل خود را [بر این موضوع] بیاورید!»,گفت هیچ‌کس یهود نصارا هرگز داخل بهشت خواست اینها پندار آرزو آنهاست بگو راست گفت دلیل موضوع بیاورید 
3,168,کسانی که [از جنگ سر باز زدند و در خانه‌های خود] نشستند، درباره برادران خود گفتند: «اگر از ما پیروی می‌کردند، کشته نمی‌شدند.» به آنان بگو: «اگر راست می‌گویید، مرگ را از خودتان دور سازید.»,جنگ سر زد خانه شست برادر گفت پیروی کشته شد بگو راست گفت مرگ خودتان ساخت 
5,113,گفتند: «[ما بهانه‌جو نیستیم؛ بلکه] می‌خواهیم از آن بخوریم و دل‌هایمان اطمینان یابد و بدانیم که به ما راست گفته‌ای. و بر آن مائده‌ی آسمانی از گواهان باشیم.»,گفت بهانه‌جو نیستیم؛ خواست خورد دل اطمینان دانست راست گفت مائده آسمانی گواه باشید 
6,40,بگو: «اگر راست می‌گویید، چه خواهید کرد آن گاه که عذاب خدا در دنیا بیاید یا قیامت فرا رسد؟ آیا غیر خدا را می‌خوانید؟»,بگو راست گفت خواست عذاب خدا دنیا بیاید قیامت فرا رسد؟ خدا می‌خوانید؟ 
7,17,سپس از پیش رو و از پشت سر و از طرف راست و از طرف چپِ آنها، به سراغشان می‌روم. و بیشتر آنها را شکرگزار نخواهی یافت.»,سر راست چپ سراغ رفت شکرگزار خواست 
7,70,گفتند: «آیا به سراغ ما آمده‌ای که تنها خدای یگانه را بپرستیم و آنچه را پدران ما می‌پرستیدند رها کنیم؟ حال که چنین است، اگر راست می‌گویی آنچه [از بلا و عذاب الهی] به ما وعده می‌دهی، بیاور!»,گفت سراغ آمد خدای یگانه پرستید پدران پرستید رها کنیم؟ راست گفت بلا عذاب الهی وعده داد بیاور 
7,194,کسانی را که به جای خدا می‌خوانید [و می‌پرستید]، بندگانی [و آفریده‌هایی] همچون خود شمایند. پس اگر راست می‌گویید، آنان را بخوانید، تا آنان جوابتان را بدهند.,خدا خواند پرستید بندگان آفریده شمایند راست گفت خواند جواب داد 
10,48,کفّار می‌گویند: «اگر راست می‌گویید، این وعده [عذاب] چه وقت است؟»,کفار راست گفت وعده عذاب وقت است؟ 
