sureh,ayeh,matn,processed matn
2,263,گفتار پسندیده و گذشت [از تندی نیازمندان]، بهتر از صدقه‌ای است که آزاری به دنبال آن باشد. و خدا بی‌نیاز بردبار است.,گفتار پسندیده گذشت تندی نیازمند صدقه آزاری دنبال خدا بی‌نیاز بردبار 
2,267,ای کسانی که ایمان آورده‌اید! از اموال پاک و حلالی که به دست آورده‌اید و از آنچه ما برای شما از زمین رویانیده‌ایم، انفاق کنید و برای انفاق به سراغ چیز‌های ناپاک [و پست] نروید، در حالی که خود شما هم حاضر نیستید آنها را بپذیرید، مگر از روی چشم‌پوشی [و ناچاری]. و بدانید که خداوند بی‌نیاز و ستوده است.,ای ایمان آورد اموال پاک حلال دست آورد زمین رویانیده انفاق انفاق سراغ چیز ناپاک پست رست حاضر نیستید پذیرفت مگر چشم‌پوشی ناچاری دانست خداوند بی‌نیاز ستوده 
2,273,[انفاق و صدقه] از آنِ نیازمندانی است که در راه خدا در تنگنا قرار گرفته‌اند. [از وطن آواره شده یا در جبهه‌های جهاد هستند.] نمی‌توانند [برای تأمین هزینه‌ی زندگی] سفر کنند. از شدّت عفاف و آبروداری، شخص بی‌اطّلاع آنها را بی‌نیاز می‌پندارد، امّا تو آنها را از چهره‌هایشان می‌شناسی. آنان هرگز با اصرار از مردم چیزی نمی‌خواهند. و هر مالی [به آنان] انفاق کنید، قطعاً خداوند به آن آگاه است.,انفاق صدقه نیازمندانی خدا تنگنا قرار گرفت وطن آواره جبهه جهاد توانست تأمین هزینه زندگی سفر شدت عفاف آبروداری شخص بی‌اطلاع بی‌نیاز پندارید چهره شناخت هرگز اصرار مردم خواست مالی انفاق قطعا خداوند آگاه 
4,130,و اگر آن دو از یکدیگر جدا شوند، خداوند هر یک را از رحمت گسترده‌ی خویش بی‌نیاز می‌کند. و خداوند همواره گشایش‌دهنده و حکیم است.,جدا خداوند رحمت گسترده بی‌نیاز خداوند گشایش‌دهنده حکیم 
6,133,و پروردگار تو بی‌نیاز و صاحبِ رحمت است. اگر بخواهد، شما را می‌برد و پس از شما هر که را بخواهد، جایگزین می‌کند، همان‌گونه که شما را از نسل قوم دیگری پدید آورد.,پروردگار بی‌نیاز صاحب رحمت خواست برد خواست جایگزین همان‌گونه نسل قوم پدید 
14,8,و موسی [به بنی‌اسرائیل] گفت: «اگر شما و ساکنان زمین همگی کفر ورزید، [به خداوند زیانی نمی‌رسد، زیرا] خداوند بی‌نیاز و شایسته‌ی ستایش است.»,موسی بنی‌اسرائیل ساکن زمین همگی کفر ورزید خداوند زیانی رسید خداوند بی‌نیاز شایسته ستایش 
19,42,آن‌گاه که به [عموی مشرکش آزر که به جای] پدرش [سرپرستی او را به عهده داشت]، گفت: «ای پدر! چرا چیزی را می‌پرستی که نمی‌شنود و نمی‌بیند و تو را از هیچ چیز بی‌نیاز نمی‌کند؟!,آن‌گاه عموی مشرک آزر پدرش سرپرستی ای پدر پرستید شنفت دید هیچ‌چیز بی‌نیاز نمی‌کند؟ 
22,64,آنچه در آسمان‌ها و آنچه در زمین است، از آنِ اوست. و در حقیقت، خداوند است که بی‌نیاز و ستوده است.,آسمان زمین اوست حقیقت خداوند بی‌نیاز ستوده 
24,32,پسران و دختران بی‌همسر خود را همسر دهید. و [نیز] غلامان وکنیزان شایسته [ازدواج] را. [و از فقر نترسید که] اگر تنگدست باشند، خداوند از فضل خود بی‌نیازشان می‌گرداند. خداوند، گشایشگر داناست.,پسر دخ بی‌همسر همسر داد غلامان وکنیزان شایسته ازدواج فقر ترسید تنگدست خداوند فضل بی‌نیاز گرداند خداوند گشایشگر داناست 
29,6,و هر کس تلاش کند، پس برای خود می‌کوشد؛ زیرا خداوند از جهانیان بی‌نیاز است.,کس تلاش می‌کوشد؛ خداوند جهانیان بی‌نیاز 
31,12,و ما به لقمان حکمت دادیم، [و به او گفتیم:] که شکر خدا را به جای آور! و هر کس شکر کند، بی‌شک به سود خویش شکر کرده؛ و هر کس ناسپاسی کند، بی‌تردید خداوند بی‌نیاز و ستوده است.,لقمان حکمت داد گفت شکر خدا آور کس شکر بی‌شک سود شکر کرده؛ کس ناسپاسی بی‌تردید خداوند بی‌نیاز ستوده 
31,26,آنچه در آسمان‌ها و زمین است، از آنِ خداست. همانا او بی‌نیاز و ستوده است.,آسمان زمین خداست همانا بی‌نیاز ستوده 
33,25,و خداوند کافران [شرکت کننده در جنگ خندق‌] را با خشم و اندوهشان برگرداند، بی آن که هیچ خیری [از پیروزی و غنیمت] به دست آورند و خداوند مؤمنان را از جنگ بی‌نیاز ساخت [و آنان را پیروز کرد] و خداوند همواره توانا و شکست‌ناپذیر است.,خداوند کافر شرکت‌کننده جنگ خندق خشم اندوه برگرداند آن‌که خیری پیروزی غنیمت دست آورد خداوند مؤمنان جنگ بی‌نیاز ساخت پیروز خداوند توانا شکست‌ناپذیر 
35,15,ای مردم! شمایید نیازمندان درگاه خداوند! و [تنها] خداوند، بی‌نیاز و ستوده است.,ای مردم شمایید نیازمند درگاه خداوند خداوند بی‌نیاز ستوده 
39,7,اگر ناسپاسی کنید، پس [بدانید] خداوند از شما بی‌نیاز است و برای بندگانش ناسپاسی را نمی‌پسندد. و اگر شکرگزار باشید، آن را برای شما می‌پسندد. و هیچ کس بار [گناه] دیگری را به دوش نمی‌کشد. سپس بازگشت شما به سوی پروردگارتان است، پس شما را به آنچه می‌کردید، خبر خواهد داد. او به آنچه در سینه‌هاست، بس آگاه است.,ناسپاسی دانست خداوند بی‌نیاز بندگانش ناسپاسی پسندید شکرگزار باشید پسندید هیچ‌کس گناه دوش کشت بازگشت پروردگار کرد خبر خواست سینه‌هاست بس آگاه 
45,10,دوزخ پیش روی آنهاست و دستاوردشان و سرورانی که به جای خداوند برگزیده‌اند، ذرّه‌ای آنان را بی‌نیاز نمی‌کند و عذابی بزرگ [در پیش] دارند.,دوزخ آنهاست دستاورد سرورانی خداوند برگزیده‌اند ذره بی‌نیاز کرد عذاب 
47,38,آگاه باشید! شمایید که برای انفاق در راه خدا دعوت می‌شوید، پس برخی از شما بخل می‌ورزند و هر کس بخل پیشه کند، نسبت به [نیکبختی‌] خود بخل کرده است و خداوند غنی و بی‌نیاز است و شمایید نیازمندان! و اگر روی بگردانید، قومی جز شما را جایگزین می‌کند که همچون شما نباشند.,آگاه باشید شمایید انفاق خدا دعوت شد بخل ورزید کس بخل پیشه نیکبختی بخل خداوند غنی بی‌نیاز شمایید نیازمند گرداند قومی جایگزین باشید 
53,48,و اوست که بی‌نیاز می‌کند و سرمایه می‌بخشد.,اوست بی‌نیاز سرمایه بخشید 
