sureh,ayeh,matn,processed matn
2,8,و گروهی از مردم کسانی هستند که می‌گویند: «به خدا و روز قیامت ایمان آورده‌ایم!» در حالی که ایمان نیاورده‌اند.,مردم خدا روز قیامت ایمان آورد ایمان نیاورده‌اند 
2,13,و چون به آنان گفته شود: «شما نیز همان‌گونه که [سایر] مردم ایمان آورده‌اند، ایمان آورید!» می‌گویند: «آیا ما نیز همانند ساده‌اندیشان و سبک‌مغزان، ایمان بیاوریم؟!» آگاه باشید! آنان خود بی‌خردند، ولی نمی‌دانند.,همان‌گونه مردم ایمان آورد ایمان آورد همانند ساده‌اندیشان سبک‌مغز ایمان بیاوریم؟ آگاه باشید بی‌خردند دانست 
2,14,و چون با اهل ایمان ملاقات کنند، می‌گویند: «ما [نیز همانند شما] ایمان آورده‌ایم»؛ ولی هرگاه با [همفکرانِ] شیطان‌صفت خود تنها شوند، می‌گویند: «ما با شماییم، ما فقط [اهل ایمان را] مسخره می‌کنیم».,اهل ایمان ملاقات همانند ایمان آورده‌ایم؛ هرگاه همفکران شیطان‌صفت شما اهل ایمان مسخره 
2,62,کسانی که [به اسلام] ایمان آوردند و کسانی که به آیین یهود گرویدند و نصارا و صابئان، هر کدام که به خدا و روز قیامت ایمان آورند و عمل صالح انجام دهند، پس پاداششان نزد پروردگارشان مسلّم است. و نه ترسی بر آنهاست و نه اندوهگین می‌شوند.,اسلام ایمان آورد آیین یهود گروید نصارا صابئان خدا روز قیامت ایمان آورد عمل صالح انجام پاداش نزد پروردگار مسلم ترسید آنهاست اندوهگین 
2,91,و هنگامی که به آنها گفته شود: «به آنچه خداوند نازل کرده، ایمان آورید.» می‌گویند: «ما تنها به چیزی ایمان می‌آوریم که بر [پیامبر] خودمان نازل شده باشد.» و به غیر آن کافر می‌شوند، در حالی که آن [قرآن] حقّ است و آنچه را [از نشانه‌های آن] در کتاب ایشان آمده است، تصدیق می‌کند. بگو: «اگر [به آیاتی که بر خودتان نازل شده] مؤمن بودید، پس چرا پیامبران خدا را پیش از این به قتل می‌رساندید؟!»,هنگامی‌که خداوند نازل ایمان آورد ایمان آورد پیامبر خودمان نازل کافر قرآن حق نشانه کتاب تصدیق بگو آیات خودتان نازل مؤمن بود پیامبر خدا قتل می‌رساندید؟ 
2,109,بسیاری از اهل کتاب [نه تنها خودشان ایمان نمی‌آورند، بلکه] از روی حسدی که در درونشان هست، دوست دارند شما را بعد از ایمانتان به کفر بازگردانند، با این که حقّ [بودن اسلام و قرآن،] برای آنان روشن شده است، ولی شما [آنها را] عفو کنید و درگذرید تا خداوند فرمان خویش را بفرستد، همانا خداوند بر هر کاری تواناست.,اهل کتاب نه‌تنها خودشان ایمان آورد حسد درون هست دوست ایمان کفر بازگردانند این‌که حق اسلام قرآن روشن عفو درگذرید خداوند فرمان فرستاد همانا خداوند کاشت تواناست 
2,136,[ای مسلمانان!] بگویید: «ما به خدا ایمان آورده‌ایم و به آنچه بر ما نازل شده و آنچه به ابراهیم و اسماعیل و اسحاق و یعقوب و اَسباط [که پیامبرانی از نوادگان یعقوبند]، و آنچه به موسی و عیسی و پیامبران دیگر از طرف پروردگارشان نازل شده است، [ایمان آورده‌ایم و] ما بین هیچ یک از آنها جدایی قائل نیستیم [و میان آنان فرق نمی‌گذاریم و] در برابر خداوند تسلیم هستیم.»,ای مسلمان گفت خدا ایمان آورد نازل ابراهیم اسماعیل اسحاق یعقوب اسباط پیامبرانی نوادگان یعقوبند موسی عیسی پیامبر پروردگار نازل ایمان آورد هیچ‌یک جدایی قائل نیستیم فرق گذارد خداوند تسلیم 
2,137,اگر آنها [نیز] به مانند آنچه شما بدان ایمان آورده‌اید، ایمان بیاورند، همانا هدایت یافته‌اند، و اگر سرپیچی نمایند، پس جز این نیست که آنها [با حقّ] در ستیزند و خداوند شرّ آنان را از تو دفع می‌کند و او شنوا‌ی داناست.,بدان ایمان آورد ایمان بیاورند همانا هدایت یافت سرپیچی نمایند حق ستیزید خداوند شر دفع شنوا داناست 
2,153,ای کسانی که ایمان آورده‌اید! [در حوادث سخت زندگی،] از صبر و نماز کمک بگیرید، همانا خداوند با صابران است.,ای ایمان آورد حوادث سخت زندگی صبر نماز کمک گرفت همانا خداوند صابر 
2,172,ای کسانی که ایمان آورده‌اید! از نعمت‌های پاکیزه‌ای که به شما روزی داده‌ایم، بخورید و شکر خدا را به جای آورید. اگر فقط او را پرستش می‌کنید.,ای ایمان آورد نعمت پاکیزه روزید داد خورد شکر خدا آورد پرستش کرد 
2,208,ای کسانی که ایمان آورده‌اید! همگی در صلح و آشتی درآیید و گام‌های شیطان را پیروی نکنید که او دشمن آشکار شماست.,ای ایمان آورد همگی صلح آشتی درآیید گام شیطان پیروی کرد دشمن آشکار شماست 
2,221,و با زنان مشرک، ازدواج نکنید تا ایمان آورند. و قطعاً کنیز باایمان از زن [آزاد] مشرک بهتر است، هر چند [زیبایی او] شما را به شگفتی آورد. و به مردان مشرک، زن ندهید تا ایمان آورند و قطعاً برده‌ی باایمان از مرد [آزاد] مشرک بهتر است، هر چند [ثروت او] شما را به شگفتی وادارد. آن مشرکان [شما را] به سوی آتش دعوت می‌کنند، در حالی که خداوند با فرمان خود، شما را به بهشت و آمرزش فرامی‌خواند و آیات خویش را برای مردم روشن می‌کند تا شاید متذکر شوند.,زنان مشرک ازدواج کرد ایمان آورد قطعا کنیز باایمان زن آزاد مشرک زیبایی شگفت مردان مشرک زن داد ایمان آورد قطعا برده باایمان مرد آزاد مشرک ثروت شگفت وادارد مشرک آتش دعوت خداوند فرمان بهشت آمرزش فرامی‌خواند آیات مردم روشن متذکر 
2,254,ای کسانی که ایمان آورده‌اید! از آنچه به شما روزی داده‌ایم، انفاق کنید، پیش از آن که روزی فرارسد که در آن، نه داد و ستدی باشد، نه دوستی و نه شفاعتی. و کافران همان ستمکارانند.,ای ایمان آورد روزید داد انفاق آن‌که روزید فرارسد ستد دوستی شفاعت کافر ستمکارانند 
