sureh,ayeh,matn,processed matn
2,102,و [یهود] آنچه را [از افسون و سحر] که شیاطین [جنّ و انس] در عصر سلیمان می‌خواندند، پیروی کردند و سلیمان هرگز [دست به سحر نیالود و] کافر نشد ولی شیاطین، کفر ورزیدند که به مردم سحر و جادو می‌آموختند و [نیز یهود] از آنچه بر دو فرشته، هاروت و ماروت، در شهر بابل نازل شده بود [پیروی نمودند. آنها سحر را برای آشنایی با طرز ابطال آن به مردم می‌آموختند.] و به هیچ کس چیزی نمی‌آموختند، مگر این که قبلاً به او می‌گفتند: «ما وسیله‌ی آزمایشِ شما هستیم، [با به کار بستن سحر] کافر نشوید [و از این تعلیمات، سوء استفاده نکنید].» ولی آنها از آن دو فرشته مطالبی را می‌آموختند تا بتوانند به وسیله‌ی آن میان مرد و همسرش جدایی بیافکنند. ولی هیچ‌گاه بدون خواست خدا، نمی‌توانند به کسی ضرر برسانند. آنها مطالبی را فرامی‌گرفتند که برای آنان زیان داشت و نفعی نمی‌رساند، و مسلّماً می‌دانستند هر کس خریدار این گونه متاع باشد، بهره‌ای در آخرت نخواهد داشت و به راستی خود را به بد چیزی فروختند، اگر می‌فهمیدند.,یهود افسون سحر شیاطین جن انس عصر سلیمان خواند پیروی سلیمان هرگز دست سحر نیالود کافر شد شیاطین کفر ورزید مردم سحر جادو آموخت یهود فرشته هاروت ماروت شهر بابل نازل پیروی نمود سحر آشنایی طرز ابطال مردم آموخت هیچ‌کس آموخت مگر این‌که قبلا گفت وسیله آزمایش کار بستن سحر کافر شد تعلیمات سوء استفاده کرد فرشته مطالبی آموخت توانست وسیله مرد همسر جدایی بیافکنند هیچ‌گاه خواست خدا توانست ضرر رساند مطالبی فرامی‌گرفتند زیان نفع رساند مسلما دانست کس خریدار این‌گونه متاع بهره آخرت خواست راستی بد فروخت فهمید 
2,123,و بترسید از روزی که هیچکس چیزی [از عذاب خدا] را از دیگری دفع نمی‌کند و هیچ‌گونه عوضی از او قبول نمی‌گردد و هیچ شفاعتی، او را سود ندهد و [از جانب هیچ کسی] یاری نمی‌شود.,ترسید روزید هیچکس عذاب خدا دفع کرد هیچ‌گونه عوضی قبول گشت شفاعت سود داد جانب یاری 
2,181,پس هر کس که آن [وصیت را] بعد از شنیدن، تغییر دهد، گناهش تنها بر همان کسانی است که آن را تغییر می‌دهند، همانا خداوند شنوا و داناست.,کس وصیت شنیدن گناه همانا خداوند شنوا داناست 
2,269,[خداوند] حکمت و بینش را به هر کس بخواهد [و شایسته ببیند]، می‌دهد. و به هر کس حکمت داده شود، خیری فراوان به او داده شده است. و جز خردمندان کسی پند نمی‌گیرد.,خداوند حکمت بینش کس خواست شایسته دید کس حکمت خیری فراوان داده‌شده خردمندان پند گرفت 
3,153,[به خاطر بیاورید] هنگامی که [در جنگ احد به هنگام فرار، از کوه] بالا می‌رفتید و به هیچ کس توجّه نمی‌کردید، [در حالی که] پیامبر، شما را از پشت سر فرامی‌خواند. پس به سزای آن، خداوند غمی [بزرگ‌تر، که همان شکست از دشمن بود،] بر غم‌هایتان افزود تا دیگر بر آنچه [از غنائم، که] از کفتان رفته، یا [از آسیب و زخم،] که بر شما وارد آمده، اندوه نخورید و [بدانید که] خداوند از آنچه انجام می‌دهید، آگاه است.,خاطر بیاورید هنگامی‌که جنگ احد فرار کوه رفت هیچ‌کس توجه کرد پیامبر سر فرامی‌خواند سزید خداوند غمی بزرگ‌تر شکست دشمن غم غنائم کفتان رفته آسیب زخم اندوه خورد دانست خداوند انجام داد آگاه 
3,160,اگر خداوند شما را یاری کند، هیچ کس بر شما چیره نخواهد شد، و اگر شما را خوار کند، کیست که بعد از او بتواند شما را یاری کند؟ پس مؤمنان تنها بر خداوند توکل کنند.,خداوند یاری هیچ‌کس چیره خواست خوار کیست توانست یاری کند؟ مؤمنان خداوند توکل 
6,17,و اگر خداوند تو را با زیان و آسیب درگیر کند، جز خودش هیچ کس برطرف کننده آن نیست. و اگر خیری به تو برساند، پس او بر هر چیز تواناست.,خداوند زیان آسیب درگیر هیچ‌کس برطرف‌کننده خیری رساند تواناست 
6,132,و برای هر کس بر اساس آنچه انجام داده، درجاتی است. و پروردگار تو از آنچه می‌کنند، غافل نیست.,کس اساس انجام درجات پروردگار غافل 
6,149,بگو: «برای خدا دلیل رسا [و قاطع] است، [که بهانه‌ای برای هیچ کس باقی نمی‌گذارد،] اما اگر او بخواهد، همه شما را [به اجبار] هدایت می‌کند.»,بگو خدا دلیل رسا قاطع بهانه هیچ‌کس باقی گذارد خواست اجبار هدایت 
6,152,و به مال یتیم جز به بهترین صورت نزدیک نشوید، تا به حد رشد برسد. و حق پیمانه و وزن را به عدالت ادا کنید. هیچ کس را، جز به مقدار توانایی تکلیف نمی‌کنیم. و هنگامی که سخنی می‌گویید، عدالت را رعایت نمایید، حتی اگر در مورد نزدیکان بوده باشد. این چیزی است که خداوند شما را به آن سفارش می‌کند تا متذکر شوید.,مال یتیم صورت شد رسید حق پیمانه وزن عدالت ادا هیچ‌کس مقدار توانایی تکلیف کرد هنگامی‌که سخنی گفت عدالت رعایت نمایید نزدیکان خداوند سفارش متذکر شد 
6,159,کسانی که آیین خود را پراکنده ساختند و به دسته‌های گوناگون تقسیم شدند، هیچ‌گونه ارتباطی با آنها نداری. کار آنها واگذار به خداست، پس خدا آنها را از آنچه انجام می‌دادند، باخبر می‌کند.,آیین پراکنده ساخت دسته گوناگون تقسیم هیچ‌گونه ارتباطی نداری کار واگذار خداست خدا انجام داد باخبر 
6,164,بگو: «آیا غیر خدا، پروردگاری بطلبم؟ در حالی که او پروردگار همه چیز است و هیچ‌کس جز برای خود عملی انجام نمی‌دهد و هیچ‌کس بار [گناه] دیگری را به دوش نمی‌کشد، سپس بازگشت شما به سوی پروردگارتان است. و شما را به آنچه در آن اختلاف داشتید، خبر خواهد داد.»,بگو خدا پروردگاری بطلبم؟ پروردگار هیچ‌کس عملی انجام داد هیچ‌کس گناه دوش کشت بازگشت پروردگار اختلاف داشت خبر خواست 
7,42,و کسانی که ایمان آورند و عمل صالح انجام دهند، اهل بهشتند و جاودانه در آن خواهند ماند. [البته] هیچ کس را جز به اندازه تواناییش تکلیف نمی‌کنیم.,ایمان آورد عمل صالح انجام اهل بهشتند جاودانه خواست ماند هیچ‌کس اندازه توانا تکلیف کرد 
7,183,و به آنان مهلت می‌دهم [تا پیمانه پر شود]، همانا تدبیر من محکم و استوار است [و هیچ کس را قدرت فرار از آن نیست].,مهلت داد پیمانه همانا تدبیر محکم استوار هیچ‌کس قدرت فرار 
7,184,آیا آنان فکر نکردند که همنشین آنان، [پیامبر،] هیچ‌گونه جنون ندارد؟ او جز هشداردهنده‌ای آشکار نیست.,کرد همنشین پیامبر هیچ‌گونه جنون ندارد؟ هشداردهنده آشکار 
10,66,آگاه باشید! هر کس در آسمان‌ها و هر کس در زمین است، از آنِ خداست. و کسانی که به جای خداوند، شریکانی را می‌خوانند، [از آنها نیز] پیروی نمی‌کنند، بلکه جز گمان خود، چیز دیگری را پیروی نمی‌کنند. و آنان فقط دروغ می‌بافند.,آگاه باشید کس آسمان کس زمین خداست خداوند شریکانی خواند پیروی کرد گمان پیروی کرد دروغ بافت 
10,100,در حالی که هیچ کس جز به اذن و اراده‌ی الهی توفیق ایمان ندارد. و خداوند پلیدی [تردید و کفر] را بر کسانی که نمی‌اندیشند، مقرّر می‌دارد.,هیچ‌کس اذن اراده الهی توفیق ایمان خداوند پلیدی تردید کفر اندیشید مقرر داشت 
11,81,[میهمانان] گفتند: «ای لوط! ما فرستادگان پروردگار تو هستیم، آنان هرگز به تو دسترسی پیدا نخواهند کرد. پس، پاسی از شب گذشته، خانواده‌ات را [از این سرزمین] بیرون ببر و هیچ کس از شما [به پشت سرش] متوجّه نشود؛ ولی همسرت [را با خود همراه مبر، زیرا] آن بلایی که به همه می‌رسد، به او [نیز] خواهد رسید. وقت [نابودی] آنان صبح است. آیا صبح نزدیک نیست؟!»,میهمان گفت ای لوط فرستادگان پروردگار هرگز دسترسی خواست پاسی شب گذشته خانواده سرزمین ببر هیچ‌کس سرش متوجه نشود؛ همسر همراه مبر بلایی خواست وقت نابودی صبح صبح نیست؟ 
11,105,روزی که [چون] بیاید، هیچ کس جز با اذن او حرفی نمی‌زند، پس [گروهی] از آنها بدبخت و سیه‌روز، و [عدّه‌ای دیگر] خوشبخت و سعادتمندند.,روزید بیاید هیچ‌کس اذن حرفی زد بدبخت سیه‌روز عده خوشبخت سعادتمندند 
15,48,در آنجا هیچ‌گونه رنجی به آنان نمی‌رسد، و از آنجا بیرون رانده نمی‌شوند.,هیچ‌گونه رنج رسید رانده شد 
16,20,و کسانی را که به جای خدا می‌خوانند، هیچ چیز نمی‌آفرینند، و خود نیز آفریده شده‌اند.,خدا خواند هیچ‌چیز آفرید آفریده شد 
16,35,و کسانی که شرک ورزیدند، گفتند: «اگر خدا می‌خواست، نه ما و نه پدرانمان، هیچ چیز را جز او نمی‌پرستیدیم. و بدون حکم او، هیچ چیزی را حرام نمی‌کردیم.» کسانی که پیش از اینان بودند نیز، این‌گونه برخورد می‌کردند، پس مگر جز ابلاغ روشن، وظیفه‌ی دیگری بر [عهده‌ی] پیامبران است؟,شرک ورزید گفت خدا خواست پدران هیچ‌چیز پرستید حکم حرام کرد اینان این‌گونه برخورد مگر ابلاغ روشن وظیفه عهده پیامبر است؟ 
16,76,و خداوند دو مرد را مثال می‌زند که یکی از آن دو گُنگ است که بر هیچ چیز توانایی ندارد و سربار مولای خویش است، به‌گونه‌ای که هر جا او را می‌فرستد، هیچ سودی با خود نمی‌آورد. آیا او با کسی که به عدالت فرمان می‌دهد و خود بر راه راست می‌رود، برابر است؟,خداوند مرد مثال زد گنگ هیچ‌چیز توانایی سربار مولای به‌گونه‌ای فرستاد سودی آورد عدالت فرمان راست است؟ 
17,26,حقّ خویشاوند و بیچاره و در راه مانده را ادا كن. و هیچ‌گونه ولخرجی و اسرافی مكن.,حق خویشاوند بیچاره مانده ادا کن هیچ‌گونه ولخرجی اسراف مکن 
17,84,بگو: «هر كس بر ساختار و خلق و خوی خویش عمل می‌كند، پس پروردگارتان داناتر است كه چه كس ره‌یافته‌تر است.»,بگو کس ساختار خلق خوی عمل پروردگار دانا کس ره‌یافته 
18,22,به زودی خواهند گفت: «آنان سه نفر بودند، چهارمینشان سگشان بود.» و [عدّه‌ای] می‌گویند: «پنج نفر بودند، ششمینِ آنان سگشان بود.» [این سخنی بی‌دلیل و] پرتاب تیرِ گمان به گذشته‌ای ناپیداست و [عدّه‌ای دیگر] می‌گویند: «هفت تن بودند و هشتمین آنان سگشان بود.» بگو: «پروردگارم به تعدادشان داناتر است، [و شمار] آنان را جز اندکی، کسی نمی‌داند.» پس درباره‌ی آنان جز به ظاهر [و آنچه آشکار کرده‌ایم]، مجادله مکن و درباره‌ی ایشان از هیچ‌کس نظر مخواه.,زودی خواست نفر چهارمین سگ عده نفر ششمین سگ سخنی بی‌دلیل پرتاب تیر گمان گذشت ناپیداست عده هفت تن هشتمین سگ بگو پروردگار تعداد دانا اندکی دانست درباره ظاهر آشکار کرد مجادله مکن درباره هیچ‌کس مخواه 
18,23,درباره‌ی هیچ چیز و هیچ کار، مگو که من، آن را فردا انجام می‌دهم.,درباره هیچ‌چیز کار مگو فردا انجام داد 
18,26,[در برابرِکسانی که اختلاف دارند،] بگو: خداوند به مدّتی که در غار ماندند، داناتر است. غیب آسمان‌ها و زمین از آنِ اوست. چه بینا و شنواست! جز او برای مردم هیچ یار و یاوری نیست و هیچ کس را در حکم و فرمانرواییِ خود شریک نمی‌گیرد.»,برابرکسانی اختلاف بگو خداوند مدتی غار ماند دانا غیب آسمان زمین اوست بینا شنواست مردم یار یاوری هیچ‌کس حکم فرمانروایی شریک گرفت 
18,38,ولی من [می‌گویم:] اوست خداوند، پروردگار من و هیچ کس را با پروردگارم شریک نمی‌سازم.,گفت اوست خداوند پروردگار هیچ‌کس پروردگار شریک ساخت 
18,47,و روزی که کوه‌ها را به حرکت درآوریم و زمین را آشکار [صاف و هموار] می‌بینی در حالی که همگان را برانگیخته‌ایم، پس هیچ یک از آنان را نمی‌نهیم.,روزید کوه حرکت درآوریم زمین آشکار صاف هموار دید همگان برانگیخته هیچ‌یک نهاد 
18,49,و کتاب [و نامه‌ی اعمال] در میان نهاده می‌شود، پس مجرمان را می‌بینی که از آنچه در آن است بیمناکند و می‌گویند: «وای بر ما! این چه کارنامه‌ای است که هیچ کوچک و بزرگی را فروگذار نکرده، مگر اینکه برشمرده است!» آنچه را انجام داده‌اند، [در برابر خود] حاضر می‌یابند و پروردگارت به هیچ‌کس ستم نمی‌کند.,کتاب نامه اعمال نهاده مجر دید بیمناکند وای کارنامه بزرگی فروگذار نکرده مگر برشمرده انجام داد حاضر یابید پروردگار هیچ‌کس ستم کرد 
18,110,بگو: «بی‌گمان من بشری همچون شمایم، [جز اینکه] به من وحی می‌شود که خدای شما خدای یگانه است. پس هر که به دیدار پروردگارش امید و ایمان دارد، کاری شایسته کند و هیچ‌کس را در عبادت پروردگارش شریک نسازد.»,بگو بی‌گمان بشری شمایم وحی خدای خدای یگانه دیدار پروردگار امید ایمان کاشت شایسته هیچ‌کس عبادت پروردگار شریک ساخت 
21,23,هیچ‌کس نمی‌تواند بر کار او خرده بگیرد؛ ولی در کارهای آنها، جای سؤال و ایراد است.,هیچ‌کس توانست کار خرده بگیرد؛ کارهای سؤال ایراد 
22,18,آیا ندیدی كه هركه در آسمان‌ها و هر كه در زمین است، و خورشید و ماه و ستارگان، و كوه‌ها و درختان و جنبندگان، و بسیاری از مردم برای خدا سجده می‌كنند؟ البتّه بسیاری از مردم [نیز به خاطر تكبر و لجاجت،] قطعاً گرفتار عذابند. و هر كس را خدا خوار كند، هیچ كس او را گرامی نخواهد داشت. همانا خداوند هر چه را بخواهد، انجام می‌دهد.,دید هرکه آسمان زمین خورشید ماه ستارگان کوه درختان جنبندگان مردم خدا سجده می‌کنند؟ مردم خاطر تکبر لجاجت قطعا گرفتار عذابند کس خدا خوار هیچ‌کس گرامی خواست همانا خداوند خواست انجام 
22,31,[حج گزارید،] در حالی که همگی خالص برای خدا باشید، و هیچ‌گونه شرکی به خداوند نورزید. و هر کس به خدا شرک ورزد، گویی از آسمان سقوط کرده و پرنده‌ای [شکاری در هوا] او را می‌رباید، یا باد او را به مکانی دور پرتاب می‌کند.,حج گزارد همگی خالص خدا باشید هیچ‌گونه شرکی خداوند ورزید کس خدا شرک ورزید گفت آسمان سقوط پرنده شکاری هوا ربود باد مکانی پرتاب 
22,62,این [قدرت بی‌نهایت] به خاطر آن است که خداوند حقّ است و هر چه را غیر از او بخوانند، آن باطل است. البتّه خداوند، بلندمرتبه و بزرگ است.,قدرت بی‌نهایت خاطر خداوند حق خواند باطل خداوند بلندمرتبه 
23,62,و ما هیچ‌کس را جز به مقدار توانش، تکلیف نمی‌کنیم. و نزد ما کتابی است که به حقّ سخن می‌گوید و به آنان هیچ ستمی نمی‌شود.,هیچ‌کس مقدار توانش تکلیف کرد نزد کتابی حق سخن ستم 
23,88,بگو: «اگر می‌دانید، فرمانروایی همه‌ی موجودات به دست کیست؟ او که [به همه] پناه می‌دهد، ولی هیچ‌کس در برابر او پناه ندارد؟»,بگو دانست فرمانروایی همه موجودات دست کیست؟ پناه هیچ‌کس پناه ندارد؟ 
24,21,ای کسانی که ایمان آورده‌اید! گام‌های شیطان را پیروی نکنید. و هر کس پیرو گام‌های شیطان شود، [گمراه می‌شود، زیرا] او به فحشا و منکر فرمان می‌دهد. و اگر فضل و رحمت خداوند بر شما نبود، هرگز هیچ یک از شما پاک نمی‌شد؛ ولی خداوند هر کس را بخواهد، پاک می‌سازد. و خداوند شنوا و داناست.,ای ایمان آورد گام شیطان پیروی کرد کس پیرو گام شیطان گمراه فحشا منکر فرمان فضل رحمت خداوند هرگز هیچ‌یک پاک نمی‌شد؛ خداوند کس خواست پاک ساخت خداوند شنوا داناست 
25,3,[مشرکان] به جای او معبودانی گرفتند که هیچ چیز نمی‌آفرینند، و خود آفریده شده‌اند. مالک هیچ زیان و سودی برای خود نیستند. و تسلّطی بر مرگ و حیات و برانگیختن [پس از مرگ] ندارند.,مشرک معبودانی گرفت هیچ‌چیز آفرید آفریده شد مالک زیان سودی تسلط مرگ حیات برانگیختن مرگ 
25,68,و [بندگان خدا] کسانی هستند که با خداوند، معبود دیگری را نمی‌خوانند، و انسانی را که خداوند [خونش را] حرام کرده است، جز به حقّ نمی‌کشند، و زنا نمی‌کنند، و هر کس این [گناهان] را مرتکب شود، عقوبت گناهش را خواهد دید.,بندگان خدا خداوند معبود خواند انسانی خداوند خون حرام حق کشت زنا کرد کس گناه مرتکب عقوبت گناه خواست دید 
27,32,[بلقیس،] گفت: «ای بزرگان! در کارم نظر دهید، که من هیچ‌کاری را بی‌حضور شما به پایان نبرده‌ام.»,بلقیس ای بزرگان کاشت داد هیچ‌کاری بی‌حضور پایان برد 
31,30,این [همه]، دلیل بر آن است که خداوند، حقّ و آنچه جز او می‌خوانند، باطل است و خداوند بلندمرتبه و بزرگ است.,دلیل خداوند حق خواند باطل خداوند بلندمرتبه 
31,34,بی‌گمان آگاهی از زمان [برپایی قیامت،] مخصوص خداست و اوست که باران را فرومی‌فرستد و آنچه را در رحم‌هاست، می‌داند و هیچ‌کس نمی‌داند که فردا چه به دست می‌آورد و هیچ‌کس نمی‌داند که درچه سرزمینی خواهد مرد. خداوند دانا و آگاه است.,بی‌گمان آگاهی زمان برپایی قیامت مخصوص خداست اوست باران فرومی‌فرستد رحم‌هاست دانست هیچ‌کس دانست فردا دست آورد هیچ‌کس دانست درچه سرزمین خواست مرد خداوند دانا آگاه 
33,40,محمّد، پدر هیچ یک از مردان شما نبوده و نیست، بلکه رسول خدا و خاتم پیامبران است و خداوند همواره به همه چیز آگاه است.,محمد پدر هیچ‌یک مردان نبوده رسول خدا خاتم پیامبر خداوند آگاه 
