sureh,ayeh,matn,processed matn
2,220,درباره‌ی دنیا و آخرت [بیندیشید]. و از تو درباره‌ی یتیمان می‌پرسند، بگو: «اصلاح امور آنان بهتر است و اگر زندگی خود را با زندگی آنان بیامیزید، [مانعی ندارد،] آنها برادران شما هستند». خداوند، مفسد را از مصلح بازمی‌شناسد و اگر خدا می‌خواست، شما را در تنگنا می‌نهاد، [و دستور می‌داد در عین سرپرستی یتیمان، اموال آنها را از اموال خود جدا سازید، ولی خداوند چنین نمی‌کند.] همانا او توانا و حکیم است.,درباره دنیا آخرت بیندیشید درباره یت پرسید بگو اصلاح امور زندگی زندگی بیامیزید مانعی برادر خداوند مفسد مصلح بازمی‌شناسد خدا خواست تنگنا نهاد دستور داد سرپرستی یت اموال اموال جدا ساخت خداوند کرد همانا توانا حکیم 
4,2,و اموال یتیمان را به آنان [باز پس] دهید و اموال بد [خود] را با اموال خوبِ [یتیمان] عوض نکنید و اموال آنان را با اموال خود نخورید. زیرا این گناه بزرگی است.,اموال یت داد اموال بد اموال یت عوض کرد اموال اموال خورد گناه بزرگی 
4,7,برای مردان، از آنچه پدر و مادر و خویشاوندان، [پس از مرگ] بر جای گذاشته‌اند، سهمی است، و برای زنان [نیز] از آنچه پدر و مادر و خویشاوندان بر جای گذاشته‌اند، سهمی است، خواه کم باشد یا زیاد؛ سهمی معین و مقرّر [که پرداخت آن واجب است].,مردان پدر مادر خویشاوندان مرگ گذاشت سهمی زنان پدر مادر خویشاوندان گذاشت سهمی خواه زیاد؛ سهمی معین مقرر پرداخت واجب 
4,8,و اگر هنگام تقسیم [ارث]، خویشاوندانی [که ارث نمی‌برند] و یتیمان و مستمندان حاضر شدند، چیزی از آن اموال را به آنها هم بدهید و با آنان پسندیده سخن بگویید.,تقسیم ارث خویشاوندان ارث برد یت مستمند حاضر اموال داد پسندیده سخن گفت 
4,9,و کسانی که اگر پس از خود فرزندان ناتوانی به جای گذارند، بر [زیردست شدن] آنان می‌ترسند، باید [از ستم بر یتیمان مردم نیز] بترسند و از خدا پروا کنند و [با آنها] سخنی استوار و شایسته بگویند.,فرزندان ناتوانی گذارد زیردست ترسید ستم یت مردم ترسید خدا پروا سخنی استوار شایسته گفت 
4,11,خداوند درباره‌ی [ارث] فرزندانتان به شما سفارش می‌کند که سهم یک پسر برابر سهم دو دختر باشد، پس اگر [همه‌ی وارثان] دختر و بیش از دو تن باشند، دو سوّم میراث، سهم آنان است و اگر [تنها] یک دختر باشد، نصف میراث از آنِ اوست. و برای هر یک از پدر و مادرِ [میت]، اگر فرزندی داشته باشد، یک ششم میراث است. و اگر فرزندی نداشت و پدر و مادر، تنها وارث او باشند، مادر یک سوم می‌برد و اگر متوفّی برادرانی داشت، سهم مادر یک ششم می‌شود. [و بقیه، برای پدر است. البتّه تقسیم ارث] پس از عمل به وصیتی است که او سفارش کرده یا پرداخت بدهی است که باید داده شود. شما درنمی‌یابید که پدران [و مادران] و فرزندانتان، کدام‌یک برایتان سودمندترند. این احکام، از سوی خدا واجب شده است، همانا خداوند همواره دانا و حکیم است.,خداوند درباره ارث فرزندان سفارش پسر دختر همه وارث دختر تن میراث دختر نصف میراث اوست پدر مادر میت فرزندی ششم میراث فرزندی داشت پدر مادر وارث مادر برد متوفی برادرانی مادر ششم بقیه پدر تقسیم ارث عمل وصیت سفارش پرداخت بدهی درنمی‌یابید پدران مادران فرزندان کدام‌یک برا سودمندترند احکام خدا واجب همانا خداوند دانا حکیم 
4,12,و [شما مردان] اگر همسرانتان فرزندی نداشته باشند، نیمی از آنچه بر جا نهاده‌اند و اگر فرزندی داشته باشند، یک چهارم از آنچه بر جا گذارده‌اند، از آن شماست. البتّه پس از عمل به وصیتی که کرده‌اند یا ادایِ دِینی که دارند. و برای زنان، یک چهارم میراث شماست، اگر فرزندی نداشته باشید؛ و اگر برای شما فرزندی باشد، یک هشتم میراث شما برای آنهاست. البتّه پس از عمل به وصیتی که کرده‌اید یا پرداخت بدهی که دارید. و اگر مرد یا زنی که از او ارث می‌برند، فرزند و پدر و مادر نداشته و [تنها] برادر یا خواهر داشته باشد، هر یک از آنان یک ششم ارث را می‌برند. و اگر بیش از یکی باشند، همه آنان در یک سوم، به تساوی شریکند، [در هر حال، تقسیم ارث] پس از انجام وصیتِ میت یا ادای دینِ اوست، به شرط آن که او نیز قصد نداشته باشد [از طریق وصیت و اقرار به دین،] به ورثه زیان برساند. این، سفارشی از سوی خداست و خداوند، دانا و بردبار است.,مردان همسرانتان فرزندی نداشته نیمی نهاد فرزندی گذارد شماست عمل وصیت کرد ادای دینی زنان میراث شماست فرزندی نداشته باشید؛ فرزندی هشتم میراث آنهاست عمل وصیت کرد پرداخت بدهی داشت مرد زنی ارث برد فرزند پدر مادر نداشته برادر خواهر ششم ارث برد تساوی شریکند تقسیم ارث انجام وصیت میت ادای دین اوست شرط آن‌که قصد نداشته طریق وصیت اقرار دین ورثه زیان رساند سفارش خداست خداوند دانا بردبار 
4,19,ای کسانی که ایمان آورده‌اید! برای شما حلال نیست که زنان [بیوه] را [همانند اموال شوهرانشان طبق سنّت جاهلیت] به اکراه به ارث برید و بر آنان سخت نگیرید تا قسمتی از آنچه را [به عنوان مهریه] به آنها داده‌اید، [از دستشان بیرون] برید! مگر آن که آنها عمل زشت آشکاری انجام دهند. و با آنان به نیکویی رفتار کنید و اگر از همسرتان خوشتان نیامد، [تصمیم به جدایی نگیرید،] چه بسا چیزی خوشایند شما نباشد، ولی خداوند، خیر فراوانی در آن قرار داده باشد.,ای ایمان آورد حلال زنان بیوه همانند اموال شوهرانشان سنت جاهلیت اکراه ارث برد سخت گرفت قسمتی عنوان مهریه داد دستشان برد مگر آن‌که عمل زشت آشکاری انجام نیکویی رفتار همسر خو نیامد تصمیم جدایی گرفت چه‌بسا خوشایند باشید خداوند خیر فراوانی قرار 
4,33,و برای هر فرد، وارثانی قرار داده‌ایم که از میراث پدر و مادر و نزدیکان ارث برند. و کسانی که با آنان پیمان [زناشویی] بسته‌اید، سهمشان را [از ارث] بپردازید، همانا خداوند بر هر چیز، شاهد و ناظر است.,وارثانی قرار داد میراث پدر مادر نزدیکان ارث برد پیمان زناشویی بست سهم ارث پرداخت همانا خداوند شاهد ناظر 
4,176,[ای پیامبر!] از تو فتوا می‌خواهند، بگو: «خدا درباره [ارثِ] کلاله به شما چنین فتوا می‌دهد: اگر مردی بمیرد و فرزندی نداشته باشد، و او را یک خواهر باشد، نصف آنچه بجا گذاشته از آنِ او است و [این برادر] نیز همه اموال خواهر را ارث می‌برد، اگر او فرزندی نداشته باشد، و اگر دو خواهر باشند، دو سوم میراث را ارث می‌برند و اگر چند برادر و خواهر باشند، سهم هر مرد برابر سهم دو زن است. خداوند احکام را برای شما بیان می‌کند تا گمراه نشوید و خداوند به هر چیز داناست.»,ای پیامبر فتوا خواست بگو خدا ارث کلاله فتوا مردی مرد فرزندی نداشته خواهر نصف بجا گذاشته برادر اموال خواهر ارث برد فرزندی نداشته خواهر میراث ارث برد برادر خواهر مرد زن خداوند احکام گمراه شد خداوند داناست 
7,43,و آنچه در دل‌ها از کینه و حسد دارند، برمی‌کنیم [تا در صفا و صمیمیت با هم زندگی کنند] و از زیر [قصرها و درختان] آنها، نهرها جریان دارد. و می‌گویند: «سپاس مخصوص خداوندی است که ما را به این [همه نعمت] رهنمون شد. و اگر او ما را هدایت نکرده بود، ما راه نمی‌یافتیم. مسلماً فرستادگان پروردگار ما حق می‌گفتند.» و [در این هنگام] ندا داده می‌شود که: «این بهشت را در برابر اعمالی که انجام می‌دادید، به ارث بردید.»,دل کینه حسد برمی‌کنیم صفا صمیمیت زندگی قصر درختان نهر سپاس مخصوص خداوندی نعمت رهنمون هدایت نکرده یافت مسلما فرستادگان پروردگار حق گفت ندا بهشت اعمال انجام داد ارث برد 
9,58,و بعضی از منافقان، در [تقسیم زکات و] صدقات، به تو عیب می‌گیرند. پس اگر چیزی از آن [اموال] به آنان داده شود، راضی می‌شوند [و تو را عادل می‌شمارند]، ولی اگر چیزی به آنان داده نشود، به ناگاه خشمگین می‌شوند [و تو را به بی‌عدالتی متّهم می‌کنند].,منافق تقسیم زکات صدقات عیب گرفت اموال راضی عادل شمرد شد ناگاه خشمگین بی‌عدالتی متهم 
19,40,تنها ماییم که زمین و اهلش را به ارث می‌بریم و [همه] به سوی ما بازگردانده می‌شوند.,ما زمین اهل ارث برد بازگردانده 
20,44,پس به نرمی با او سخن بگویید، شاید پند پذیرد، یا [از خدا] بهراسد.,نرمی سخن گفت پند پذیرفت خدا هراسید 
23,11,كسانی كه بهشت برین را ارث می‌برند، و در آن جاوِدانه خواهند ماند.,بهشت برین ارث برد جاودانه خواست ماند 
23,98,و پناه می‌برم به تو ای پروردگار! از این که آنان نزد من حاضر شوند.»,پناه برد تو پروردگار این‌که نزد حاضر 
30,32,از کسانی که دین خود را جدا و پراکنده کردند و به دسته‌ها و فرقه‌ها تقسیم شدند. و هر گروهی به آنچه نزد آنهاست، شادمانند.,دین جدا پراکنده دسته فرقه تقسیم نزد آنهاست شادمانند 
33,6,پیامبر به مؤمنان از خودشان سزاوارتر است. و همسران او [در حرمت ازدواج، مانند] مادران مؤمنانند. و در کتاب خداوند، خویشاوندان [نسبی در ارث بردنِ‌] از یکدیگر، از مؤمنان و مهاجران سزاوارترند، مگر آن که [بخواهید] نسبت به دوستانتان نیکی کنید [و سهمی از اموال خود را در قالب وصیت به آنان بدهید]. این [حکم] در کتاب [الهی] نوشته شده است.,پیامبر مؤمنان خودشان سزاوار همسر حرمت ازدواج مادران مؤمنانند کتاب خداوند خویشاوندان نسبی ارث بردن مؤمنان مهاجران سزاوارترند مگر آن‌که خواست دوستان نیکی سهمی اموال قالب وصیت داد حکم کتاب الهی نوشته‌شده 
43,32,آیا آنان رحمت پروردگارت را [در مورد تعیین پیامبر، میان خود] تقسیم می‌کنند؟ در حالی که معیشت آنان در زندگی دنیا را ما میانشان تقسیم کرده‌ایم. و درجات بعضی انسان‌ها را بر بعضی دیگر برتری دادیم تا برخی از آنان برخی دیگر را به خدمت گیرند. و رحمت پروردگارت از آنچه آنان می‌اندوزند، بهتر است.,رحمت پروردگار پیامبر تقسیم می‌کنند؟ معیشت زندگی دنیا میان تقسیم کرد درجات انسان برتری داد خدمت گرفت رحمت پروردگار اندوخت 
53,3,و از روی هوای نفس سخن نمی‌گوید.,هوای نفس سخن گفت 
53,22,این، تقسیمی ناعادلانه است.,تقسیم ناعادلانه 
71,9,سپس گاهی آشکارا و گاهی در نهان [با آنان سخن] گفتم.,گاهی آشکارا گاهی نهان سخن گفت 
79,14,که ناگهان همگی در صحرای محشر حاضر شوند.,ناگهان همگی صحرا محشر حاضر 
88,7,که نه فربه کند و نه گرسنگی را از میان برد.,فربه گرسنگی برد 
