sureh,ayeh,matn,processed matn
3,181,به یقین، خداوند شنید سخن کسانی را که گفتند: «خدا فقیر است و ما توانگریم!» به زودی آنچه را گفتند، و [نیز] این که پیامبران را به ناحق کشتند، خواهیم نوشت و به آنان خواهیم گفت: «بچشید عذاب آتش سوزان را!»,یقین خداوند شنید سخن گفت خدا فقیر توانگر زودی گفت این‌که پیامبر ناحق کشت خواست نوشت خواست چشید عذاب آتش سوزان 
4,10,کسانی که اموال یتیمان را به ستم می‌خورند، در حقیقت، آتشی را در شکم خود فرومی‌برند و به زودی در آتشی افروخته وارد خواهند شد.,اموال یت ستم خورد حقیقت آتشی شکم فرومی‌برند زودی آتشی افروخته خواست 
4,56,به زودی کسانی را که به آیات ما کافر شدند، در آتشی خواهیم افکند که هرگاه پوست بدنشان بسوزد، پوست دیگری جایگزین آن می‌گردانیم تا عذاب را بچشند. به‌راستی خداوند توانا و حکیم است.,زودی آیات کافر آتشی خواست افکند هرگاه پوست بدنشان سوخت پوست جایگزین گرداند عذاب چشید به‌راستی خداوند توانا حکیم 
6,67,برای هر خبری وقتی مقرّر است [که در آن واقع می‌شود] و به زودی خواهید دانست.,خبری مقرر واقع زودی خواست 
6,120,و گناه آشکار و پنهان را رها کنید. کسانی که مرتکب گناه می‌شوند، به زودی کیفر کارهایی را که مرتکب شده‌اند، خواهند دید.,گناه آشکار پنهان رها مرتکب گناه زودی کیفر کارهایی مرتکب شد خواست دید 
6,135,بگو: «ای قوم من! بر جایگاه و سیرت خویش عمل کنید که من نیز [بر اساس سیرت خویش] عمل می‌کنم. و به زودی خواهید دانست که سرانجام آن سرای از کیست. ستمکاران رستگار نمی‌شوند.»,بگو قوم جایگاه سیرت عمل اساس سیرت عمل زودی خواست سرانجام سرود کیست ستمکار رستگار شد 
7,145,و برای او در اَلواح، اندرزی از هر موضوعی نوشتیم، و بیانی از هر چیز کردیم. [و به او گفتیم:] «پس آن را با جدیت بگیر و به قوم خود بگو به نیکوترینِ آنها عمل کنند [و آنها که به مخالفت برخیزند، کیفرشان دوزخ است]، و به زودی [این] جایگاه فاسقان را به شما نشان خواهیم داد.»,الواح اندرزی موضوعی نوشت بیانی کرد گفت جدیت بگیر قوم بگو نیکو عمل مخالفت برخیزند کیفر دوزخ زودی جایگاه فاسق نشان خواست 
7,180,و نیکوترینِ نام‌ها برای خداوند است، پس خداوند را با آنها بخوانید. و کسانی را که در نام‌های خدا کژاندیشی می‌کنند [و آنها را بر غیر او می‌نهند]، رها کنید. آنان به زودی به کیفر آنچه می‌کردند، خواهند رسید.,نیکو نام خداوند خداوند خواند نام خدا کژاندیشی نهاد رها زودی کیفر خواست 
9,105,و بگو: « [هرگونه که می‌خواهید و می‌توانید،] عمل کنید، که به زودی خداوند و پیامبرش و مؤمنان کار شما را می‌نگرند و به زودی به سوی دانای غیب و آشکار، بازگردانده می‌شوید. پس شما را به آنچه انجام می‌دادید، آگاه خواهد کرد.»,بگو هرگونه خواست توانست عمل زودی خداوند پیامبر مؤمنان کار نگریست زودی دانا غیب آشکار بازگردانده شد انجام داد آگاه خواست 
11,39,پس به زودی خواهید دانست که مجازاتِ خوارکننده به سراغ چه کسی خواهد آمد و عذاب جاوِدانه دامن چه کسی را خواهد گرفت.»,زودی خواست مجازات خوارکننده سراغ خواست عذاب جاودانه دامن خواست 
11,48,به نوح خطاب شد: [اینک] با سلامی از جانب ما و برکاتی بر تو و بر تمام امّت‌هایی که با تو هستند، فرود آی! و به زودی امّت‌هایی [از نسل همین نجات‌یافتگان] را از نعمت‌ها برخوردار خواهیم ساخت، [امّا] پس از آن، [به خاطر غفلت و کفر و گناه،] عذابی دردناک از طرف ما به آنان خواهد رسید.,نوح خطاب اینک سلامی جانب برکات امت فرود آی زودی امت نسل نجات‌یافتگان نعمت برخوردار خواست ساخت خاطر غفلت کفر گناه عذاب دردناک خواست 
11,64,ای قوم من! این شتر ماده [که به اراده‌ی] خداوند [آفریده شده،] معجزه‌ای برای شماست، پس او را آزاد بگذارید تا در زمین خدا [چرا کند و] بخورد، و آزاری به آن نرسانید که به زودی عذاب شما را فرا خواهد گرفت.»,ای قوم شتر ماده اراده خداوند آفریده‌شده معجزه شماست آزاد گذارد زمین خدا خورد آزاری رساند زودی عذاب فرا خواست 
15,3,آنان را [به حال خود] رها کن تا بخورند و بهره‌مند شوند و آرزوها سرگرمشان کند. پس به زودی [نتیجه‌ی این بی‌تفاوتی‌ها را] خواهند فهمید.,رها کن خورد بهره‌مند آرزوها سرگرم زودی نتیجه بی‌تفاوتی خواست فهمید 
15,96,همانان که معبود دیگری را در کنار خداوند قرار می‌دهند. پس به زودی حقیقت را خواهند فهمید.,همانان معبود خداوند قرار زودی حقیقت خواست فهمید 
16,55,تا آنچه را به آنان داده‌ایم، [به خاطر شرک‌ورزی] ناسپاسی کنند، پس [چند روزی] بهره‌مند شوید که به زودی خواهید دانست [سزای شما چیست؟],داد خاطر شرک‌ورزی ناسپاسی روزید بهره‌مند شد زودی خواست سزید چیست؟ 
17,51,یا هر آفریده‌ای از آنچه كه در نظر شما از آن هم سخت‌تر است [باز خدا می‌تواند شما را زنده كند].» آنان به زودی خواهند گفت: «چه كسی ما را بازمی‌گرداند؟» بگو: «همان كسی كه نخستین بار شما را آفرید.» پس به زودی سرهای خویش را [با تعجّب و تمسخر] به سوی تو می‌جنبانند و می‌گویند: «[آن روز] چه هنگام خواهد بود؟» بگو: «شاید نزدیك باشد!»,آفرید سخت خدا زنده زودی خواست بازمی‌گرداند؟ بگو آفرید زودی سر تعجب تمسخر جنباند روز خواست بود؟ بگو 
19,47,[ابراهیم] گفت: «بدرود! به زودی از پروردگارم برای تو آمرزش می‌خواهم، زیرا او همواره نسبت به من بسیار مهربان بوده است.,ابراهیم بدرود زودی پروردگار آمرزش خواست مهربان 
19,79,هرگز [چنین نیست،] به زودی هر چه می‌گوید، [در پرونده‌ی عملش‌] می‌نویسیم و برای همیشه عذابش می‌کنیم.,هرگز زودی پرونده عمل نوشت عذاب 
19,82,هرگز [به این آرزو نمی‌رسند؛ بلکه] به زودی [معبودها] پرستش آنان را انکار می‌کنند و در برابر آنان به دشمنی برمی‌خیزند.,هرگز آرزو نمی‌رسند؛ زودی معبود پرستش انکار دشمنی برمی‌خیزند 
20,21,[خداوند] فرمود: «آن را بگیر و نترس، ما به زودی آن را به حال نخستینش برمی‌گردانیم.,خداوند فرمود بگیر نترس زودی نخستین برمی‌گردانیم 
20,71,[فرعون] گفت: «آیا پیش از آنکه به شما اجازه دهم، به او ایمان آوردید؟! بی‌گمان او سردسته‌ی شماست که به شما جادو آموخته است. پس دست‌ها و پاهای شما را یکی از راست و یکی از چپ می‌برم و شما را بر شاخه‌های نخل به دار خواهم آویخت و به زودی خواهید دانست که شکنجه و مجازات کدام یک از ما سخت‌تر و پایدارتر است؟ [من یا خدای موسی‌؟]»,فرعون اجازه دهم ایمان آوردید؟ بی‌گمان سردسته شماست جادو آموخته دست پا راست چپ برد شاخه نخل خواست آویخت زودی خواست شکنجه مجازات کدام‌یک سخت پایدار است؟ خدای موسی؟ 
23,40,[خداوند] فرمود: «قطعاً به زودی پشیمان خواهند شد.»,خداوند فرمود قطعا زودی پشیمان خواست 
23,89,به زودی خواهند گفت: «برای خداست.» بگو: «پس چگونه [می‌گویید] جادو شده‌اید [و این سخنان سحر و افسون است]؟!»,زودی خواست خداست بگو گفت جادو شد سخنان سحر افسون است؟ 
26,49,فرعون گفت: «آیا پیش از آنکه به شما اجازه دهم، به او ایمان آوردید؟! بی‌گمان او سردسته‌ی شماست که به شما جادو آموخته است. پس به زودی کیفر خود را خواهید دانست. حتماً دست‌ها و پاهای شما را یکی از راست و یکی از چپ می‌برم، و همگیِ شما را به دار خواهم آویخت.»,فرعون اجازه دهم ایمان آوردید؟ بی‌گمان سردسته شماست جادو آموخته زودی کیفر خواست حتما دست پا راست چپ برد همگی خواست آویخت 
27,93,و بگو: «ستایش برای خداست. به زودی آیاتش را به شما نشان خواهد داد، و آن را خواهید شناخت.» و پروردگارت از آنچه می‌کنید، غافل نیست.,بگو ستایش خداست زودی آیات نشان خواست خواست شناخت پروردگار کرد غافل 
29,66,[بگذار] تا به آنچه به آنان داده‌ایم، ناسپاسی کنند و [از لَذّت‌های زودگذر زندگی] بهره‌مند شوند؛ امّا به زودی خواهند فهمید.,بگذار داد ناسپاسی لذت زودگذر زندگی بهره‌مند شوند؛ زودی خواست فهمید 
30,34,تا آنکه در آنچه به ایشان بخشیده‌ایم، ناسپاسی پیشه کنند. پس [چند روزی از نعمت‌های زودگذر دنیا] بهره‌مند شوید که به زودی خواهید دانست [سرانجام کفر و ناسپاسی چیست].,بخشید ناسپاسی پیشه روزید نعمت زودگذر دنیا بهره‌مند شد زودی خواست سرانجام کفر ناسپاسی چیست 
37,102,پس چون [اسماعیل به سنّی رسید که] در کار و کوشش، پدرش را همراهی کرد، [ابراهیم] گفت: «پسر عزیزم! من [مرتّب] در خواب می‌بینم که تو را ذبح می‌کنم. پس بگو نظرت چیست و آن را چگونه می‌بینی؟» [اسماعیل] گفت: «ای پدر! آنچه را مأمور شده‌ای، انجام بده، که به زودی اگر خدا بخواهد، مرا از صبرکنندگان خواهی یافت.»,اسماعیل سنی کار کوشش پدرش همراهی ابراهیم پسر عزیز مرتب خواب دید ذبح بگو نظرت چیست می‌بینی؟ اسماعیل ای پدر مأمور شد انجام بده زودی خدا خواست مرا صبرکنندگان خواست 
37,175,و بنگر که به زودی [کیفر عنادشان را] خواهند دید.,بنگر زودی کیفر عناد خواست دید 
37,179,و بنگر، که به زودی خواهند دید [عاقبتشان چه می‌شود].,بنگر زودی خواست دید عاقبت 
39,39,بگو: «ای قوم من! شما بر اساس موضِع خود [هر چه در توان دارید،] کار کنید. من نیز [به وظیفه‌ی خود] عمل می‌کنم، پس به زودی خواهید دانست،,بگو قوم اساس موضع توان داشت کار وظیفه عمل زودی خواست 
