sureh,ayeh,matn,processed matn
3,144,و محمّد پیامبری بیش نیست که پیش از او نیز پیامبرانی [آمده و] درگذشته‌اند. پس آیا اگر او بمیرد و یا کشته شود، شما به [دوران جاهلیت و آیین] گذشتگان خود بازمی‌گردید؟ و هر کس به گذشته خود برگردد، هرگز زیانی به خداوند نمی‌رساند. و خداوند به زودی پاداش شاکران را خواهد داد.,محمد پیامبری پیامبرانی درگذشته‌اند مرد کشته دوران جاهلیت آیین گذشتگان بازمی‌گردید؟ کس گذشته برگشت هرگز زیانی خداوند رساند خداوند زودی پاداش شاکر خواست 
3,176,و [ای پیامبر!] کسانی که در راه کفر می‌شتابند، تو را اندوهگین نکنند. آنان هرگز به خداوند زیانی نمی‌رسانند. خداوند می‌خواهد که برای آنها در قیامت هیچ بهره‌ای قرار ندهد و برای آنان عذابی بزرگ است.,و پیامبر کفر شتابید اندوهگین کرد هرگز خداوند زیانی رساند خداوند خواست قیامت بهره قرار داد عذاب 
3,177,قطعاً کسانی که کفر را به [بهای] ایمان خریدند، هرگز به خداوند زیانی نمی‌رسانند. و برای آنان عذاب دردناکی است.,قطعا کفر بهای ایمان خرید هرگز خداوند زیانی رساند عذاب دردناکی 
5,105,ای کسانی که ایمان آورده‌اید! بر شما باد [حفظ] خودتان. اگر شما هدایت یافتید، آن که گمراه شد، زیانی به شما نمی‌رساند. بازگشت همه شما به سوی خداست و او شما را به آنچه می‌کردید، آگاه می‌سازد.,ای ایمان آورد باد حفظ خودتان هدایت یافت آن‌که گمراه زیانی رساند بازگشت خداست کرد آگاه ساخت 
7,188,بگو: «من مالک هیچ سود و زیانی برای خودم نیستم، مگر آنچه را خدا بخواهد، و اگر غیب می‌دانستم، منافع زیادی برای خودم فراهم می‌کردم و هرگز به من زیانی نمی‌رسید. من تنها هشداردهنده و بشارت‌دهنده‌ای هستم برای گروهی که ایمان می‌آورند.»,بگو مالک سود زیانی خودم نیستم مگر خدا خواست غیب دانست منافع خودم فراهم کرد هرگز زیانی رسید هشداردهنده بشارت‌دهنده  ایمان آورد 
10,106,و غیر از خداوند، چیزی را که نه سودی برای تو دارد، نه زیانی، نخوان. پس اگر چنین کنی، همانا از ستمگران خواهی بود.,خداوند سودی زیانی نخوان کرد همانا ستمگر خواست 
10,107,و اگر خداوند زیانی به تو برساند، جز او كسی توانِ برطرف كردن آن را ندارد. و اگر برای تو خیری بخواهد، هیچ كس مانع فضل او نخواهد شد. خیر را به هر كس از بندگانش كه بخواهد، می‌رساند. و او آمرزنده و مهربان است.,خداوند زیانی رساند توان برطرف خیری خواست هیچ‌کس مانع فضل خواست خیر کس بندگانش خواست رساند آمرزنده مهربان 
20,89,آیا نمی‌بینند که [این گوساله، هنگامی که آن را می‌خوانند،] برایشان پاسخی ندارد، و مالک سود و زیانی برای آنها نیست؟!,دید گوساله هنگامی‌که خواند برایشان پاسخ مالک سود زیانی نیست؟ 
21,66,[ابراهیم] گفت: «پس آیا شما به جای خداوند، چیزی را می‌پرستید که هیچ سودی برای شما ندارد؟ و هیچ زیانی به شما نمی‌رساند؟!,ابراهیم خداوند پرستید سودی ندارد؟ زیانی نمی‌رساند؟ 
22,12,او جز خداوند چیزی را می‌خواند که نه زیانی به او می‌رساند و نه سودی. این همان گمراهی دور و دراز است.,خداوند خواند زیانی رساند سودی گمراهی دراز 
23,55,آیا می‌پندارند آنچه از مال و فرزندان که آنان را بدان یاری می‌رسانیم،,پندارید مال فرزندان بدان یاری رساند 
25,55,و آنان به جای خدا، چیزهایی را می‌پرستند که نه سودشان می‌دهد و نه زیانشان می‌رساند. و کافران همواره در برابر پروردگارشان، پشتیبان یکدیگرند.,خدا چیزهایی پرستید سود زیان رساند کافر پروردگار پشتیبان یکدیگرند 
26,73,یا به شما سود و زیانی می‌رسانند؟»,سود زیانی می‌رسانند؟ 
27,40,کسی [به نام آصِف بن بَرخیا] که به بخشی از کتاب [الهی] آگاهی داشت، گفت: «من آن [تخت] را پیش از آن که پلک چشمت به هم بخورد، نزد تو می‌آورم!» همین که [سلیمان،] آن را نزد خود مستقرّ دید، [به جای غرور و تکبّر] گفت: «این از لطف پروردگار من است، تا مرا بیازماید که آیا شکرگزارم یا ناسپاس؟ و هر کس شکر کند، قطعاً به سود خویش شکر کرده، و هر کس ناسپاسی ورزد، [زیانی به خدا نمی‌رساند.] پروردگار من بی‌نیاز و کریم است.»,نام آصف بن برخیا کتاب الهی آگاهی تخت آن‌که پلک چشمت خورد نزد آورد سلیمان نزد مستقر دید غرور تکبر لطف پروردگار مرا بیازماید شکرگزار ناسپاس؟ کس شکر قطعا سود شکر کس ناسپاسی ورزید زیانی خدا رساند پروردگار بی‌نیاز کریم 
34,42,پس امروز برای یکدیگر مالک سود و زیانی نیستید. و به کسانی که ستم کردند، می‌گوییم: «بچشید عذاب آتشی را که آن را دروغ می‌شمردید!»,امروز مالک سود زیانی نیستید ستم گفت چشید عذاب آتشی دروغ شمرد 
72,21,بگو: «من مالک هیچ سود و زیانی برای شما نیستم.»,بگو مالک سود زیانی نیستم 
