sureh,ayeh,matn,processed matn
2,9,آنان با خداوند و مؤمنان نیرنگ می‌کنند در حالی که جز خودشان را فریب نمی‌دهند، امّا نمی‌فهمند!,خداوند مؤمنان نیرنگ خودشان فریب داد فهمید 
2,212,زندگی دنیا، در چشم کافران جلوه یافته است و افراد باایمان را مسخره می‌کنند. در حالی که مؤمنان و پرهیزکاران در قیامت از آنها برترند. و خداوند هر کس را بخواهد، روزیِ بی‌شمار مرحمت می‌کند.,زندگی دنیا چشم کافر جلوه باایمان مسخره مؤمنان پرهیزکار قیامت برترند خداوند کس خواست روزید بی‌شمار مرحمت 
2,223,زنان شما کشت‌زارِ شمایند، هر جا و هرگاه که بخواهید، به کشت‌زار خود درآیید و [با پرورش فرزندان صالح، اثر نیکی] برای خود، از پیش بفرستید. و از خدا پروا کنید و بدانید که او را ملاقات خواهید کرد، و به مؤمنان، بشارت ده!,زنان کشت‌زار شمایند هرگاه خواست کشت‌زار درآیید پرورش فرزندان صالح نیکی فرستاد خدا پروا دانست ملاقات خواست مؤمنان بشارت ده 
3,72,و گروهی از اهل کتاب [از یهود] گفتند: «به آنچه بر مؤمنان نازل شده است، در آغازِ روز [به ظاهر] ایمان بیاورید و در پایان روز کافر شوید، [و این‌گونه مؤمنان را در ایمانشان متزلزل سازید.] شاید [آنها از اسلام] بازگردند.»,اهل کتاب یهود گفت مؤمنان نازل آغاز روز ظاهر ایمان بیاورید پایان روز کافر شد این‌گونه مؤمنان ایمان متزلزل ساخت اسلام بازگشت 
3,124,و هنگامی که به مؤمنان می‌گفتی: «آیا شما را بس نیست که پروردگارتان، شما را با سه هزار فرشته‌ی فروفرستاده [از سوی خود] یاری کند؟»,هنگامی‌که مؤمنان گفت بس پروردگار هزار فرشته فروفرستاده یاری کند؟ 
3,166,و آنچه [در اُحد،] روزی که دو گروه با هم نبرد کردند، به شما رسید، به اذن خدا بود [تا شما را آزمایش کند] و مؤمنان را مشخّص نماید.,احد روزید گروه هم‌نبرد اذن خدا آزمایش مؤمنان نمود 
4,141,[منافقان] کسانی [هستند] که پیوسته در کمین و مراقب شمایند، پس اگر فتح و پیروزی از سوی خدا نصیب شما گردد، می‌گویند: «مگر ما با شما نبودیم؟ [پس باید در غنائم شریک شویم.]» و اگر بهره‌ای نصیب کافران گردد، [به آنان] می‌گویند: «مگر ما بر شما دست نیافتیم و شما را از [گزند] مؤمنان بازنداشتیم؟» آری! خداوند روز قیامت، میان شما داوری خواهد کرد. و هرگز خداوند راهی برای تسلّط کافران بر مؤمنان قرار نداده است.,منافق پیوسته کمین مراقب شمایند فتح پیروزی خدا نصیب مگر نبودیم؟ غنائم شریک شد بهره نصیب کافر مگر دست یافت گزند مؤمنان بازنداشتیم؟ آری خداوند روز قیامت داوری خواست هرگز خداوند راهی تسلط کافر مؤمنان قرار نداده 
4,143,[منافقان] بین دو گروه [مؤمنان و کافران] دودل و سرگشته‌اند، نه با این گروهند، نه با آن گروه. و هر کس را خداوند به [سبب اعمالش] در گمراهی‌اش رها کند، هرگز برای او راه نجاتی نخواهی یافت.,منافق گروه مؤمنان کافر دودل سرگشته‌اند گروهند گروه کس خداوند اعمالش گمراهی رها هرگز نجاتی خواست 
4,146,مگر کسانی که توبه کنند و [گذشته‌ی خود را] اصلاح نمایند و به خدا پناه برند و دین خود را برای خدا خالص کنند، اینان در زمره‌ی مؤمنان هستند. و خداوند به زودی مؤمنان را پاداشی بزرگ خواهد داد.,مگر توبه گذشته اصلاح نمایند خدا پناه برد دین خدا خالص اینان زمره مؤمنان خداوند زودی مؤمنان پاداش خواست 
4,162,ولی استواران در علم از یهود و مؤمنان، به آنچه بر تو و آنچه پیش از تو نازل شده است، ایمان دارند. و به ویژه برپادارندگان نماز، و زكات‌دهندگان، و مؤمنانِ به خدا و روز قیامت، که به زودی آنان را پاداش بزرگی خواهیم داد.,استواران علم یهود مؤمنان نازل ایمان برپادارندگان نماز زکات‌دهندگان مؤمنان خدا روز قیامت زودی پاداش بزرگی خواست 
