sureh,ayeh,matn,processed matn
2,4,و آنان به آنچه بر تو نازل شده و آنچه پیش از تو [بر پیامبران] نازل گردیده، ایمان دارند و هم آنان به آخرت [نیز] یقین دارند.,نازل پیامبر نازل گردیده ایمان آخرت یقین 
2,113,و یهودیان گفتند: «نصارا بر حقّ نیستند.» و نصارا گفتند: «یهودیان بر حقّ نیستند.» در حالی که [هر دو گروهِ] آنان، کتاب آسمانی را می‌خوانند! همچنین افراد نادان دیگر [همچون مشرکان که خبر از کتاب ندارند]، همانند سخن آنها را گفتند. پس خداوند در روز قیامت درباره‌ی آنچه در آن اختلاف دارند، میان آنها داوری خواهد نمود.,یهود گفت نصارا حق نصارا گفت یهود حق گروه کتاب آسمانی خواند نادان مشرک خبر کتاب همانند سخن گفت خداوند روز قیامت درباره اختلاف داوری خواست نمود 
2,174,کسانی که آیات کتاب را که خداوند نازل کرده، کتمان می‌کنند و آن را به بهای کمی می‌فروشند، آنها جز آتش در درونشان فرو نمی‌برند، و خداوند روز قیامت با آنها سخن نمی‌گوید و پاکشان نمی‌کند و برای آنها عذاب دردناکی است.,آیات کتاب خداوند نازل کتمان بهای فروخت آتش درون فرو برد خداوند روز قیامت سخن گفت پاک کرد عذاب دردناکی 
3,55,هنگامی که خدا فرمود: «ای عیسی! من تو را [از زمین] برگرفته، به سوی خود بالا می‌برم و تو را از کسانی که کافر شدند، پاک [و دور] می‌سازم، و تا روز قیامت پیروان تو را بر کافران برتری خواهم داد.» سپس بازگشت شما به سوی من است، پس در آنچه اختلاف داشتید، میان شما داوری خواهم کرد.,هنگامی‌که خدا فرمود ای عیسی زمین برگرفته برد کافر پاک ساخت روز قیامت پیروان کافر برتری خواست بازگشت اختلاف داشت داوری خواست 
4,35,و اگر از [ناسازگاری و] جدایی میان آن دو [همسر] بیم داشتید، داوری از خانواده‌ی شوهر، و داوری از خانواده‌ی زن برگزینید [تا به اختلاف آن دو رسیدگی کنند]. اگر بنای اصلاح داشته باشند، خداوند میان آن دو سازگاری خواهد داد، زیرا خداوند، [از نیات همه] باخبر و آگاه است.,ناسازگاری جدایی همسر بیم داشت داوری خانواده شوهر داوری خانواده زن برگزینید اختلاف رسیدگی بنای اصلاح خداوند سازگاری خواست خداوند نیات باخبر آگاه 
4,47,ای کسانی که به شما کتاب داده شده! به آنچه نازل کردیم که هماهنگ با نشانه‌هایی است که [در تورات و انجیل] نزد شماست، ایمان بیاورید، پیش از آن که چهره [انسان]هایی را محو کنیم، و به پشت برگردانیم، یا آنها را از رحمت خود دور سازیم، آن‌گونه که [یهودیانِ متخلّفِ] اهلِ روزِ شنبه را لعنت کردیم. و فرمان خداوند، انجام‌یافتنی است.,ای کتاب داده‌شده نازل کرد هماهنگ نشانه تورات انجیل نزد شماست ایمان بیاورید آن‌که چهره انسان محو برگردان رحمت ساخت آن‌گونه یهود متخلف اهل روز شنبه لعنت کرد فرمان خداوند انجام‌یافتنی 
4,58,خداوند به شما فرمان می‌دهد که امانت‌ها را به صاحبانش بازگردانید. و هر گاه میان مردم داوری کردید، به عدالت حکم کنید. چه نیکوست آنچه خدا شما را بدان پند می‌دهد. بی‌گمان خداوند شنوای بیناست.,خداوند فرمان امانت صاحبان بازگردانید مردم داوری کرد عدالت حکم نیکوست خدا بدان پند بی‌گمان خداوند شنوا بیناس 
4,60,آیا نظر نمی‌کنی به کسانی که می‌پندارند به آنچه بر تو و آنچه پیش از تو نازل شده است، ایمان آورده‌اند؟! در حالی که قصد دارند داوری‌های خود را نزد طاغوت [و حکام باطل] ببرند، با این که به آنها دستور داده شده به طاغوت، کفر ورزند. و شیطان می‌خواهد آنان را گمراه سازد، گمراهی دور و درازی!,کرد پندارید نازل ایمان آورده‌اند؟ قصد داوری نزد طاغوت حکام باطل برد این‌که دستور داده‌شده طاغوت کفر ورزید شیطان خواست گمراه ساخت گمراهی درازی 
4,61,و چون به آنان گفته شود: «به سوی آنچه خداوند نازل کرده و به سوی پیامبر بیایید.» منافقان را می‌بینی که به شدّت از پذیرش دعوت تو روی می‌گردانند.,خداوند نازل پیامبر بیایید منافق دید شدت پذیرش دعوت گرداند 
4,62,پس چگونه وقتی به خاطر کارهایی که در گذشته انجام دادند، گرفتار مصیبت و مشکلی می‌شوند، و [برای رهایی از آن] سراغ تو می‌آیند، به خدا سوگند یاد می‌کنند که هدف ما [از بردن داوری نزد طاغوت] جز نیکی و توافق نبوده است.,خاطر کارهایی گذشته انجام گرفتار مصیبت مشکل رهایی سراغ آمد خدا سوگند یاد هدف بردن داوری نزد طاغوت نیکی توافق نبوده 
