sureh,ayeh,matn,processed matn
2,32,فرشتگان گفتند: «پروردگارا! تو پاک و منزهی! ما چیزی جز آنچه تو به ما آموخته‌ای نمی‌دانیم، همانا تو دانای حکیمی!»,فرشتگ گفت پروردگارا پاک منزه آموخت دانست همانا دانا حکیمی 
2,116,و [برخی از اهل کتاب و مشرکان] گفتند: «خداوند، فرزندی برای خود اختیار کرده است.» منزّه است او، بلکه آنچه در آسمان‌ها و زمین است، از آن اوست و همه در برابر او فرمان برند.,اهل کتاب مشرک گفت خداوند فرزندی اختیار منزه آسمان زمین اوست فرمان برد 
3,191,[همان] کسانی که ایستاده و نشسته، و [خوابیده] بر پهلو، خدا را یاد می‌کنند و در آفرینش آسمان‌ها و زمین می‌اندیشند [و از عمق جان می‌گویند:] «پروردگارا! این هستی را باطل و بی‌هدف نیافریده‌ای، تو [از کار بیهوده] پاک و منزّهی، پس ما را از عذاب آتش نگاه‌دار!,ایستاده نشسته خوابیده پهلو خدا یاد آفرینش آسمان زمین اندیشید عمق جان پروردگارا هستی باطل بی‌هدف نیافریده‌ای کار بیهوده پاک منزه عذاب آتش نگاه‌دار 
4,171,ای اهل کتاب! در دین خود غلوّ [و زیاده‌روی] نکنید و درباره خدا جز حقّ نگویید. به راستی مسیح، عیسی پسر مریم، فرستاده‌ی خداوند و کلمه‌ی اوست که آن را به [دامان] مریم افکند و روحی است از جانب او. پس به خدا و پیامبرانش ایمان بیاورید، و نگویید: «[خداوند] سه‌گانه است.» [از این حرف] دست بردارید که به نفع شماست. جز این نیست که اللّه خدایی است یکتا، و از این که فرزندی داشته باشد، منزّه است. آنچه در آسمان‌ها و آنچه در زمین است از آن اوست. و خداوند برای کارسازی [و تدبیر امور جهان] کافی است.,ای اهل کتاب دین غلو زیاده‌روی کرد خدا حق گفت راستی مسیح عیسی پسر مریم فرستاده خداوند کلمه اوست دامان مریم افکند روحی جانب خدا پیامبرانش ایمان بیاورید گفت خداوند سه‌گانه حرف دست بردارید نفع شماست الله خدایی یکتا این‌که فرزندی منزه آسمان زمین اوست خداوند کارسازی تدبیر امور جهان 
5,116,و زمانی که خداوند فرمود: «ای عیسی بن مریم! آیا تو به مردم گفتی: به غیر از خدا، من و مادرم را به عنوان دو معبود بگیرید؟» [عیسی] گفت: «[خدایا!] تو پاک و منزّهی! مرا نشاید که حرف ناروایی که سزاوار من نیست بگویم. اگر چنین گفته بودم، تو آن را می‌دانستی، تو آنچه را در دل و جان من است، می‌دانی، امّا من از آنچه در ذات توست، بی‌خبرم. همانا، دانای تمام غیب‌ها تویی تو.,زمانی خداوند فرمود ای عیسی بن مریم مردم گفت خدا مادرم عنوان معبود بگیرید؟ عیسی خدایا پاک منزه مرا نشاید حرف ناروایی سزاوار گفت بود دانست دل جان دانست ذات توس بی‌خبر همانا دانا غیب تویی 
6,100,و آنان برای خدا شریکانی از جنّ قرار دادند، در حالی که آنان را نیز خدا آفریده است و از روی نادانی برای خداوند، پسران و دخترانی ساخته و پرداخته‌اند. خداوند برتر و منزّه است از آنچه آنان درباره‌ی او وصف می‌کنند.,خدا شریکانی جن قرار خدا آفریده نادانی خداوند پسر دخترانی ساخته پرداخت خداوند برتر منزه درباره وصف 
9,31,[اهل کتاب،] دانشمندان و راهبانِ خود و مسیح فرزند مریم را به جای خداوند به خدایی گرفتند، در حالی که دستور نداشتند جز خدای یکتا را که معبودی جز او نیست، بپرستند. خداوند از هر چه برای او شریک می‌پندارند، منزّه است.,اهل کتاب دانشمندان راهبان مسیح فرزند مریم خداوند خدایی گرفت دستور داشت خدای یکتا معبود پرستید خداوند شریک پندارید منزه 
10,18,و به جای خدا چیزهایی را می‌پرستند که نه به آنان ضرر می‌رساند و نه سودشان می‌دهد. و می‌گویند: «این بت‌ها، شفیعان ما نزد خدایند.» بگو: «آیا خدا را به چیزی خبر می‌دهید که او خبری از آنها در آسمان‌ها و زمین ندارد؟» منزّه و والاتر است از شریکانی که برایش قرار می‌دهند.,خدا چیزهایی پرستید ضرر رساند سود بت شفیع نزد خدایند بگو خدا خبر داد خبری آسمان زمین ندارد؟ منزه والا شریکانی برایش قرار 
10,68,[مشرکان] گفتند: «خداوند فرزندی گرفته است!» او منزّه است! او بی‌نیاز است! آنچه در آسمان‌ها و زمین است، از آنِ اوست. هیچ دلیلی نزد شما بر این گفتار نیست. آیا آنچه را نمی‌دانید به خدا نسبت می‌دهید؟,مشرک گفت خداوند فرزندی منزه بی‌نیاز آسمان زمین اوست دلیلی نزد گفتار دانست خدا می‌دهید؟ 
12,108,[ای پیامبر!] بگو: «این راه من است. من و پیروانم [مردم را] با بصیرت و روشن‌بینی، به سوی خدا دعوت می‌کنیم. منزّه است خدا [از هر شریک و همتا]! و من برای او شریکی قائل نیستم.»,ای پیامبر بگو پیروان مردم بصیرت روشن‌بینی خدا دعوت منزه خدا شریک همتا شریکی قائل نیستم 
