sureh,ayeh,matn,processed matn
2,144,[ای پیامبر!] می‌بینیم که تو [در انتظار نزول وحی، چگونه] روی به آسمان می‌کنی، اکنون تو را به سوی قبله‌ای که از آن خشنود باشی، برمی‌گردانیم. پس روی خود را به جانب مسجدالحرام کن. و [شما ای مسلمانان!] هر جا بودید، روی خود را به جانب آن بگردانید. و کسانی که کتاب به آنها داده شده، می‌دانند که این فرمانِ حقّی است که از ناحیه‌ی پروردگار صادر شده و خداوند از اعمال آنها غافل نیست.,ای پیامبر دید انتظار نزول وحی آسمان کرد قبله خشنود باشید برمی‌گردانیم پس‌روی جانب مسجدالحرام کن شما مسلمان بود جانب گرداند کتاب داده‌شده دانست فرمان حقی ناحیه پروردگار صادر خداوند اعمال غافل 
3,46,در گهواره، [به اعجاز] و در میان‌سالی [به وحی] با مردم سخن می‌گوید و از شایستگان است.»,گهواره اعجاز میان‌سالی وحی مردم سخن شایستگان 
4,163,[ای پیامبر!] ما به تو وحی كردیم، آن‌گونه كه به نوح و پیامبران پس از او وحی فرستادیم. و [همچنین] به ابراهیم، اسماعیل، اسحاق، یعقوب، [پیامبران از] فرزندان یعقوب، عیسی، ایوب، یونس، هارون و سلیمان وحی نمودیم. و به داوود، زَبور دادیم.,ای پیامبر وحی کرد آن‌گونه نوح پیامبر وحی فرستاد ابراهیم اسماعیل اسحاق یعقوب پیامبر فرزندان یعقوب عیسی ایوب یونس هارون سلیمان وحی نمود داوود زبور داد 
6,19,بگو: «چه موجودی در گواهی، برتر و بزرگتر است؟» بگو: «خداوند میان من و شما گواه است. و این قرآن به من وحی شده تا با آن شما را و هرکه را این پیام به او برسد، هشدار دهم. آیا شما گواهی می‌دهید که با خداوند، خدایان دیگری هست؟» بگو: «من گواهی نمی‌دهم.» بگو: «همانا او خدای یکتاست و بی‌تردید من از آنچه شما شرک می‌ورزید، بیزارم.»,بگو موجودی گواهی برتر بزرگتر است؟ بگو خداوند گواه قرآن وحی‌شده هرکه پیام رسید هشدار دهم گواهی داد خداوند خدا هست؟ بگو گواهی داد بگو همانا خدای یکتاست بی‌تردید شرک ورزید بیزار 
6,93,و کیست ظالم‌تر از آن که بر خدا دروغی بست یا گفت: «به من وحی شده!» در حالی که چیزی به او وحی نشده است. و نیز آن کس که گفت: «به زودی من هم مثل آنچه خدا نازل کرده، نازل می‌کنم.» و اگر ببینی زمانی را که ستمگران در سکرات مرگ قرار گرفته‌اند و فرشتگان دست‌های خویش را گشوده و فرمان جان دادن می‌دهند، [و می‌گویند:] «امروز به خاطر نسبت‌های ناروا که به خداوند می‌دادید و از آیات او سرپیچی می‌کردید، به عذاب خوارکننده کیفر داده خواهید شد.»,کیست ظالم آن‌که خدا دروغی بست وحی‌شده وحی نشده کس زودی خدا نازل نازل دید زمانی ستمگر سکرات مرگ قرار گرفت فرشتگ دست گشوده فرمان جان امروز خاطر نسبت ناروا خداوند داد آیات سرپیچی کرد عذاب خوارکننده کیفر خواست 
6,106,تنها آنچه را از سوی پروردگارت به تو وحی شده، پیروی کن. معبودی جز او نیست. و از مشرکان روی بگردان.,پروردگار وحی‌شده پیروی کن معبود مشرک بگرد 
7,203,و هرگاه آیه‌ای برای آنان نیاوری، [و چند روزی تلاوت وحی قطع شود،] می‌گویند: «چرا آیه‌ای برنگزیدی؟» بگو: «من فقط چیزی را پیروی می‌کنم که از سوی پروردگارم بر من وحی می‌شود. این [قرآن]، بصیرت‌هایی از سوی پروردگارتان است و برای کسانی که ایمان آورند، مایه‌ی هدایت و رحمت است.»,هرگاه آیه نیاوری روزید تلاوت وحی قطع آیه برنگزیدی؟ بگو پیروی پروردگار وحی قرآن بصیرت پروردگار ایمان آورد مایه هدایت رحمت 
8,12,[به یاد آور] زمانی که پروردگارت به فرشتگان وحی کرد که من با شمایم، پس شما افراد با ایمان را تقویت کنید، من نیز به زودی در دلهای کافران، رعب و ترس خواهم افکند. پس فراز گردن‌ها را بزنید و همه‌ی سرانگشتانشان را قطع کنید.,یاد آور زمانی پروردگار فرشتگ وحی شمایم ایمان تقویت زودی دل کافر رعب ترس خواست افکند فراز گردن زد همه سرانگشتانشان قطع 
10,2,آیا برای مردم شگفت‌آور است که به مردی از خود آنان وحی کردیم که مردم را بترسان و به مؤمنان بشارت بده که برای آنان نزد پروردگارشان جایگاه نیکویی است. کافران گفتند: این مرد، جادوگری آشکار است.,مردم شگفت‌آور مردی وحی کرد مردم بترسان مؤمنان بشارت بده نزد پروردگار جایگاه نیکویی کافر گفت مرد جادوگری آشکار 
10,87,و به موسی و برادرش وحی کردیم که در مصر، برای قوم خودتان، خانه‌هایی آماده کنید و خانه‌هایتان را مقابل هم بسازید. و نماز به پادارید. و به مؤمنان بشارت بده [که پیروزی با آنهاست].,موسی برادر وحی کرد مصر قوم خودتان خانه آماده خانه مقابل ساخت نماز پادارید مؤمنان بشارت بده پیروزی آنهاست 
